AP02_010725.csv;;Schick;30.07.2025 13:39:24;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
621;0,0023
622;0,0026
623;0,0021
624;0,0027
625;0,0025
626;0,0025
627;0,0024
628;0,0024
629;0,0025
630;0,0023
631;0,0027
632;0,002
633;0,003
634;0,0026
635;0,0023
636;0,002
637;0,0024
638;0,002
639;0,0023
640;0,0022
641;0,0019
642;0,002
643;0,0022
644;0,002
645;0,0032
646;0,0018
647;0,0019
648;0,0019
649;0,0019
650;0,0023
651;0,0024
652;0,0023
653;0,0022
654;0,0026
655;0,0021
656;0,0027
657;0,0017
658;0,0021
659;0,0022
660;0,0017
661;0,0027
662;0,0024
663;0,0024
664;0,0017
665;0,0011
666;0,0016
667;0,0028
668;0,001
669;0,0016
670;0,0024
671;0,0015
672;0,0023
673;0,0018
674;0,0021
675;0,0022
676;0,0021
677;0,0021
678;0,0022
679;0,0022
680;0,0019
681;0,0022
682;0,0019
683;0,0025
684;0,0023
685;0,0024
686;0,002
687;0,0019
688;0,0018
689;0,0024
690;0,0019
691;0,0017
692;0,002
693;0,0019
694;0,0024
695;0,0013
696;0,0023
697;0,0019
698;0,002
699;0,0019
700;0,002
701;0,0018
702;0,0024
703;0,0017
704;0,0016
705;0,0011
706;0,0015
707;0,002
708;0,0017
709;0,0013
710;0,0019
711;0,0017
712;0,0016
713;0,002
714;0,0015
715;0,0018
716;0,0019
717;0,0021
718;0,002
719;0,002
720;0,0013
721;0,0013
722;0,0016
723;0,0022
724;0,0018
725;0,001
726;0,0021
727;0,001
728;0,001
729;0,0015
730;0,0016
731;0,0015
732;0,001
733;0,0008
734;0,0017
735;0,0016
736;0,001
737;0,0009
738;0,0005
739;0,001
740;0,002
741;0,0021
742;0,0008
743;0,0008
744;0,0011
745;0,0007
746;0,0001
747;0,001
748;0,0012
749;0,0011
750;0,0009
751;0,0012
752;0,0016
753;0,0012
754;0,0016
755;0,0012
756;0,0009
757;0,0011
758;0,0014
759;0,0007
760;0,0012
761;0,0021
762;0,0014
763;0,0011
764;0,001
765;0,0015
766;0,0018
767;0,0006
768;0,0016
769;0,0011
770;0,0002
771;0
772;0,0011
773;0,0007
774;0,0015
775;0,0008
776;0,001
777;0,0011
778;0,0014
779;0,001
780;0,0016
781;0,0009
782;0,0007
783;0,0005
784;0,0007
785;0,0006
786;0,0017
787;0,001
788;0,0005
789;0,0018
790;0,0007
791;0,0004
792;0,0008
793;0,0009
794;0,0016
795;0,0013
796;0,0004
797;0,0006
798;0,0019
799;0,0009
800;0,0022
801;0,0011
802;0,0004
803;0,0013
804;0,0013
805;0,0006
806;0,0006
807;0,0008
808;0,0009
809;0,0005
810;0,0009
811;0,0006
812;0,0008
813;0,0012
814;0,0004
815;0,001
816;0,0008
817;0,0009
818;0,0016
819;-0,0003
820;0,0006
821;0,0012
822;0,0012
823;0,0012
824;0,001
825;0,0009
826;0,0009
827;0,0012
828;0,0011
829;0,0008
830;0,002
831;0,0007
832;0,0004
833;0,0015
834;0,001
835;0,0013
836;0,0009
837;0,0003
838;0,001
839;0,0013
840;0,001
841;0,0005
842;0
843;0,001
844;0,0014
845;0,0012
846;-0,0007
847;0,0009
848;0,0011
849;0,0013
850;0,0005
851;0,0008
852;0,0011
853;0,0024
854;0,001
855;0,0004
856;0,0011
857;0,0007
858;0,0024
859;0,0023
860;0,0013
861;-0,0005
862;-0,0005
863;0,0001
864;0,0007
865;-0,001
866;0,0007
867;0,0006
868;0,0002
869;0,0001
870;0,0008
871;0,0001
872;0,001
873;0,0012
874;0,0001
875;0,0003
876;0,0016
877;0,0006
878;-0,0003
879;0,0002
880;0,0006
881;0,0011
882;0,0012
883;0,001
884;0,001
885;0,001
886;0,0011
887;0,0012
888;0,0004
889;0,0007
890;0,0007
891;0,0017
892;0,001
893;0,0007
894;0,0017
895;0,0008
896;0,0014
897;0,0006
898;0,0009
899;0,0016
900;0,001
901;0,0013
902;0,0017
903;0,0006
904;0,0013
905;0,0011
906;0,0012
907;0,0007
908;0,0009
909;0,0017
910;0,001
911;0,0011
912;0,0009
913;0,0007
914;0,001
915;0,0013
916;0,0012
917;0,0011
918;0,0006
919;0,0008
920;0
921;0,0007
922;0,0012
923;0,0003
924;0,0004
925;0,0001
926;0,0014
927;0,0004
928;-0,0001
929;0,0002
930;-0,0003
931;0,0007
932;0,0001
933;0,0006
934;0,0008
935;-0,0004
936;0,0006
937;0,0009
938;0,0008
939;0,0019
940;0,0007
941;0,0007
942;0,0013
943;0,0007
944;0,0009
945;0,0014
946;0,0015
947;0,0005
948;0,0004
949;0,0011
950;0,0002
951;0,0011
952;0,0007
953;0,0011
954;0,0011
955;0,0006
956;0,0011
957;0
958;0,0008
959;-0,0001
960;0,0005
961;-0,0002
962;0,0009
963;0,0001
964;-0,0001
965;-0,0002
966;0,0002
967;0,0003
968;0,0003
969;0,0004
970;0,0009
971;0,001
972;0,0012
973;0,0006
974;0,0004
975;0,0007
976;0,0005
977;0,0007
978;0,0006
979;0,0005
980;0,0012
981;0,0011
982;0,0009
983;0,001
984;-0,0002
985;0,0004
986;-0,0001
987;-0,0001
988;0,0002
989;0,0003
990;0,0006
991;0,0003
992;0,0008
993;0,0011
994;0,0007
995;0,0007
996;0,0005
997;0,0002
998;-0,0004
999;-0,0004
1000;0,0006
1001;0,0004
1002;0,0003
1003;0,0008
1004;0,0007
1005;0,0003
1006;-0,0011
1007;0,0009
1008;-0,0005
1009;0,0009
1010;-0,0003
1011;0,0004
1012;0
1013;0,0003
1014;0,0003
1015;0
1016;-0,0011
1017;-0,0005
1018;-0,0002
1019;-0,0009
1020;-0,0009
1021;-0,0003
1022;0,001
1023;-0,0003
1024;0,0005
1025;-0,0034
1026;0,0011
1027;0,0001
1028;-0,0005
1029;-0,0006
1030;-0,0009
1031;-0,0011
1032;-0,0005
1033;-0,0009
1034;-0,0021
1035;-0,0003
1036;-0,0011
1037;-0,0026
1038;0,001
1039;-0,0009
1040;0,0011
1041;0,0006
1042;-0,0024
1043;-0,0025
1044;0,001
1045;-0,0027
1046;0,0009
1047;-0,003
1048;-0,0005
1049;-0,0028
1050;-0,0015
1051;-0,0006
1052;-0,0033
1053;-0,0013
1054;-0,0004
1055;-0,0006
1056;0,0019
1057;-0,0033
1058;-0,0022
1059;-0,004
1060;-0,002
1061;0,0008
1062;-0,0023
1063;-0,0013
1064;-0,0025
1065;-0,0004
1066;-0,0053
1067;-0,002
1068;-0,0024
1069;-0,0041
1070;-0,0018
1071;-0,0019
1072;0,0025
1073;-0,0046
1074;-0,0013
1075;-0,0024
1076;-0,0013
1077;-0,0031
1078;0,0033
1079;0,0006
1080;-0,0054
1081;-0,0007
1082;-0,0075
1083;-0,0058
1084;-0,0001
1085;0,0003
1086;-0,0012
1087;0,0008
1088;0,0005
1089;-0,0009
1090;-0,0024
1091;-0,0001
1092;0,0009
1093;-0,0045
1094;-0,0073
1095;-0,0066
1096;-0,0048
1097;-0,0051
1098;-0,0073
1099;-0,0074
1100;-0,0046
