Location,Date,Wavelength_nm,Absorbance,PercentAbsorbed
SP,2025-06-10,405,0.02255,5.057172701100909
SP,2025-06-10,406,0.02235,5.013600996092965
SP,2025-06-10,407,0.02215,4.970155406062238
SP,2025-06-10,408,0.021949999999999997,4.92638246703384
SP,2025-06-10,409,0.0214,4.805976704803971
SP,2025-06-10,410,0.02135,4.794942635840426
SP,2025-06-10,411,0.0211,4.739734164605663
SP,2025-06-10,412,0.0208,4.674370411941448
SP,2025-06-10,413,0.0205,4.608499051297893
SP,2025-06-10,414,0.020249999999999997,4.553497473050205
SP,2025-06-10,415,0.020249999999999997,4.553497473050205
SP,2025-06-10,416,0.02,4.498756587813385
SP,2025-06-10,417,0.01965,4.421542126176043
SP,2025-06-10,418,0.01965,4.421689080579349
SP,2025-06-10,419,0.0195,4.3885989310029405
SP,2025-06-10,420,0.0193,4.34455811364397
SP,2025-06-10,421,0.0191,4.300347332494859
SP,2025-06-10,422,0.01885,4.245317841593027
SP,2025-06-10,423,0.01865,4.201211025658375
SP,2025-06-10,424,0.018549999999999997,4.179149999544429
SP,2025-06-10,425,0.0184,4.145818338528295
SP,2025-06-10,426,0.018099999999999998,4.079581740913346
SP,2025-06-10,427,0.01795,4.046524496987441
SP,2025-06-10,428,0.017750000000000002,4.002478800666559
SP,2025-06-10,429,0.01745,3.936143153400079
SP,2025-06-10,430,0.0173,3.9030326549093326
SP,2025-06-10,431,0.01705,3.8474713786070094
SP,2025-06-10,432,0.01675,3.781329598388311
SP,2025-06-10,433,0.01675,3.781181659413879
SP,2025-06-10,434,0.01645,3.714693092687388
SP,2025-06-10,435,0.01645,3.714693092687388
SP,2025-06-10,436,0.0162,3.6593255602795525
SP,2025-06-10,437,0.01585,3.5815780938611876
SP,2025-06-10,438,0.015799999999999998,3.5706973509745277
SP,2025-06-10,439,0.0155,3.5039175292793323
SP,2025-06-10,440,0.0154,3.4816959269180545
SP,2025-06-10,441,0.0155,3.5039175292793323
SP,2025-06-10,442,0.015349999999999999,3.4703548242267512
SP,2025-06-10,443,0.015,3.3926072353550882
SP,2025-06-10,444,0.015050000000000001,3.4039536315868255
SP,2025-06-10,445,0.01485,3.3593106762721647
SP,2025-06-10,446,0.014600000000000002,3.3037387861269862
SP,2025-06-10,447,0.01475,3.3370557731187245
SP,2025-06-10,448,0.0146,3.3035875495866227
SP,2025-06-10,449,0.014249999999999999,3.225704359180864
SP,2025-06-10,450,0.0143,3.2367689585635686
SP,2025-06-10,451,0.014100000000000001,3.1923489925014428
SP,2025-06-10,452,0.01405,3.181276747323797
SP,2025-06-10,453,0.013949999999999999,3.158831949769769
SP,2025-06-10,454,0.0138,3.125302018674275
SP,2025-06-10,455,0.01385,3.1365308793686317
SP,2025-06-10,456,0.013649999999999999,3.0919133305763182
SP,2025-06-10,457,0.0133,3.0140049115680245
SP,2025-06-10,458,0.01335,3.0252415315642156
SP,2025-06-10,459,0.01345,3.0474242972865273
SP,2025-06-10,460,0.0132,2.9915239081039378
SP,2025-06-10,461,0.0134,3.036036022290106
SP,2025-06-10,462,0.013149999999999998,2.9801252091747443
SP,2025-06-10,463,0.01295,2.9357392407660496
SP,2025-06-10,464,0.013000000000000001,2.94698621483922
SP,2025-06-10,465,0.012900000000000002,2.9244896766832227
SP,2025-06-10,466,0.012750000000000001,2.8910292027121534
SP,2025-06-10,467,0.012650000000000002,2.8688106537657463
SP,2025-06-10,468,0.01275,2.890879894875237
SP,2025-06-10,469,0.012400000000000001,2.812951555834892
SP,2025-06-10,470,0.0126,2.857409123658833
SP,2025-06-10,471,0.0124,2.812809856773213
SP,2025-06-10,472,0.01235,2.8015473336927386
SP,2025-06-10,473,0.01235,2.8016916257476545
SP,2025-06-10,474,0.012199999999999999,2.7680431946087216
SP,2025-06-10,475,0.01205,2.7343818257674677
SP,2025-06-10,476,0.0121,2.7456521314109583
SP,2025-06-10,477,0.0121,2.7456521314109583
SP,2025-06-10,478,0.012,2.723108924741402
SP,2025-06-10,479,0.0118,2.6784479991089736
SP,2025-06-10,480,0.01175,2.6671699055246023
SP,2025-06-10,481,0.0115,2.6113394208122975
SP,2025-06-10,482,0.0116,2.634029840968294
SP,2025-06-10,483,0.0108,2.4546365092568467
SP,2025-06-10,484,0.0114,2.5889122710827217
SP,2025-06-10,485,0.011699999999999999,2.6557369649630735
SP,2025-06-10,486,0.01145,2.5999115408925744
SP,2025-06-10,487,0.0112,2.544179400640795
SP,2025-06-10,488,0.0114,2.588770245370969
SP,2025-06-10,489,0.01135,2.5774817594934385
SP,2025-06-10,490,0.01115,2.532890914763264
SP,2025-06-10,491,0.011,2.4991520139032497
SP,2025-06-10,492,0.01105,2.5101614190817747
SP,2025-06-10,493,0.01115,2.5323018143041445
SP,2025-06-10,494,0.011,2.498862531335017
SP,2025-06-10,495,0.01075,2.4429393839880023
SP,2025-06-10,496,0.0108,2.4542408736993595
SP,2025-06-10,497,0.0108,2.4542408736993595
SP,2025-06-10,498,0.01065,2.420178564721931
SP,2025-06-10,499,0.010700000000000001,2.4316352917128468
SP,2025-06-10,500,0.0106,2.409166758814163
SP,2025-06-10,501,0.010450000000000001,2.375665821641265
SP,2025-06-10,502,0.01055,2.397857459613295
SP,2025-06-10,503,0.0105,2.3869725170795384
SP,2025-06-10,504,0.0104,2.3640666396608223
SP,2025-06-10,505,0.01055,2.397857459613295
SP,2025-06-10,506,0.01015,2.307921153388354
SP,2025-06-10,507,0.010450000000000001,2.375665821641265
SP,2025-06-10,508,0.0103,2.3417301103523025
SP,2025-06-10,509,0.0099,2.2515943855020923
SP,2025-06-10,510,0.01015,2.307921153388354
SP,2025-06-10,511,0.01015,2.307921153388354
SP,2025-06-10,512,0.0097,2.2065692145427027
SP,2025-06-10,513,0.00995,2.262771654267942
SP,2025-06-10,514,0.010100000000000001,2.2964460146330024
SP,2025-06-10,515,0.00975,2.2174353932837843
SP,2025-06-10,516,0.0099,2.2515943855020923
SP,2025-06-10,517,0.00955,2.1731465481480914
SP,2025-06-10,518,0.009649999999999999,2.1955294140357626
SP,2025-06-10,519,0.0099,2.2515943855020923
SP,2025-06-10,520,0.0097,2.2065692145427027
SP,2025-06-10,521,0.00955,2.17271087210385
SP,2025-06-10,522,0.0095,2.1615233039507076
SP,2025-06-10,523,0.0094,2.1389925683072963
SP,2025-06-10,524,0.00935,2.1280852423048002
SP,2025-06-10,525,0.00945,2.1506184891637137
SP,2025-06-10,526,0.00935,2.12794513914179
SP,2025-06-10,527,0.009250000000000001,2.105546806376668
SP,2025-06-10,528,0.00935,2.1280852423048002
SP,2025-06-10,529,0.0096,2.1837376906336137
SP,2025-06-10,530,0.00945,2.1500270782137676
SP,2025-06-10,531,0.00915,2.0827176533219696
SP,2025-06-10,532,0.009000000000000001,2.049108547633743
SP,2025-06-10,533,0.00945,2.1503331594681985
SP,2025-06-10,534,0.00965,2.1952338447146778
SP,2025-06-10,535,0.00905,2.060168769917664
SP,2025-06-10,536,0.00925,2.10540667095
SP,2025-06-10,537,0.0095,2.1615233039507076
SP,2025-06-10,538,0.00875,1.992340269535453
SP,2025-06-10,539,0.0088,2.0036991543086136
SP,2025-06-10,540,0.0089,2.026551924555836
SP,2025-06-10,541,0.009250000000000001,2.105110829274104
SP,2025-06-10,542,0.00925,2.104794226448725
SP,2025-06-10,543,0.0091,2.0712160616398076
SP,2025-06-10,544,0.009,2.048506137027728
SP,2025-06-10,545,0.00915,2.0828630124865857
SP,2025-06-10,546,0.00895,2.0373082599968395
SP,2025-06-10,547,0.00895,2.037464073856987
SP,2025-06-10,548,0.0092,2.093604081966216
SP,2025-06-10,549,0.00895,2.037464073856987
SP,2025-06-10,550,0.0087,1.9808202669662822
SP,2025-06-10,551,0.00885,2.0145878746695045
SP,2025-06-10,552,0.00865,1.9699212976402647
SP,2025-06-10,553,0.00885,2.014904769231185
SP,2025-06-10,554,0.008749999999999999,1.9924909589007778
SP,2025-06-10,555,0.0086,1.9587079394790152
SP,2025-06-10,556,0.0091,2.0715171975877356
SP,2025-06-10,557,0.0086,1.9585597970860902
SP,2025-06-10,558,0.008749999999999999,1.9924909589007778
SP,2025-06-10,559,0.009,2.0479997995717425
SP,2025-06-10,560,0.0085,1.9361304984951755
SP,2025-06-10,561,0.00875,1.992340269535453
SP,2025-06-10,562,0.009300000000000001,2.1159817946018675
SP,2025-06-10,563,0.0086,1.9579152468588101
SP,2025-06-10,564,0.00865,1.9696146520437108
SP,2025-06-10,565,0.0089,2.025949375223679
SP,2025-06-10,566,0.0088,2.003223757731937
SP,2025-06-10,567,0.0086,1.9580841815307726
SP,2025-06-10,568,0.0086,1.9580841815307726
SP,2025-06-10,569,0.0087,1.9808202669662822
SP,2025-06-10,570,0.00875,1.992340269535453
SP,2025-06-10,571,0.00885,2.0145878746695045
SP,2025-06-10,572,0.008799999999999999,2.003054900839346
SP,2025-06-10,573,0.008650000000000001,1.9692872165621933
SP,2025-06-10,574,0.00865,1.9694535330428031
SP,2025-06-10,575,0.00875,1.992340269535453
SP,2025-06-10,576,0.00885,2.014421634762825
SP,2025-06-10,577,0.0086,1.9580841815307726
SP,2025-06-10,578,0.0085,1.9356703712003653
SP,2025-06-10,579,0.0087,1.9806565680742239
SP,2025-06-10,580,0.00825,1.8792837379210559
SP,2025-06-10,581,0.008749999999999999,1.9924909589007778
SP,2025-06-10,582,0.0084,1.9133996476341286
SP,2025-06-10,583,0.00845,1.9246155880637938
SP,2025-06-10,584,0.00875,1.99218438390385
SP,2025-06-10,585,0.008199999999999999,1.8680652146283172
SP,2025-06-10,586,0.00855,1.9463639062003713
SP,2025-06-10,587,0.0085,1.9351634504661375
SP,2025-06-10,588,0.00865,1.9694535330428031
SP,2025-06-10,589,0.0084,1.9130876250096296
SP,2025-06-10,590,0.008650000000000001,1.9692872165621933
SP,2025-06-10,591,0.0083,1.8901667772087405
SP,2025-06-10,592,0.00805,1.833925730338265
SP,2025-06-10,593,0.00855,1.9467122118273894
SP,2025-06-10,594,0.00795,1.8116371058324254
SP,2025-06-10,595,0.00805,1.834243209179276
SP,2025-06-10,596,0.0081,1.8451442536310037
SP,2025-06-10,597,0.0084,1.9129238129993231
SP,2025-06-10,598,0.0084,1.9130876250096296
SP,2025-06-10,599,0.00815,1.8561884825150532
SP,2025-06-10,600,0.008400000000000001,1.9132462365517633
SP,2025-06-10,601,0.0081,1.8453081788377346
SP,2025-06-10,602,0.00805,1.8340870720871205
SP,2025-06-10,603,0.008150000000000001,1.8571406998240503
SP,2025-06-10,604,0.00845,1.924132008407159
SP,2025-06-10,605,0.00825,1.8791224704557075
SP,2025-06-10,606,0.0086,1.9577411140953849
SP,2025-06-10,607,0.00785,1.7885415484302558
SP,2025-06-10,608,0.008150000000000001,1.8566880067333036
SP,2025-06-10,609,0.00825,1.8786074544102416
SP,2025-06-10,610,0.00835,1.902030296122098
SP,2025-06-10,611,0.008,1.822863381283707
SP,2025-06-10,612,0.008,1.8223714924062606
SP,2025-06-10,613,0.00775,1.7662530354138561
SP,2025-06-10,614,0.008,1.8221971189032737
SP,2025-06-10,615,0.00855,1.9467122118273894
SP,2025-06-10,616,0.00785,1.7888695876260907
SP,2025-06-10,617,0.008199999999999999,1.8680652146283172
SP,2025-06-10,618,0.0077,1.754698645224223
SP,2025-06-10,619,0.0077,1.7545293601014478
SP,2025-06-10,620,0.00855,1.9468785666082011
SP,2025-06-10,621,0.0081,1.8453081788377346
SP,2025-06-10,622,0.0083,1.890499678350721
SP,2025-06-10,623,0.00825,1.878956000721388
SP,2025-06-10,624,0.007949999999999999,1.8114809327842374
SP,2025-06-10,625,0.0083,1.8899925241171067
SP,2025-06-10,626,0.0081,1.8451442536310037
SP,2025-06-10,627,0.00775,1.7657530509048613
SP,2025-06-10,628,0.007549999999999999,1.7203269306004243
SP,2025-06-10,629,0.008,1.8223714924062606
SP,2025-06-10,630,0.007949999999999999,1.8109811784736085
SP,2025-06-10,631,0.0081,1.8451442536310037
SP,2025-06-10,632,0.0076500000000000005,1.7434697845298663
SP,2025-06-10,633,0.00775,1.7660915821755607
SP,2025-06-10,634,0.0082,1.8677426425601384
SP,2025-06-10,635,0.00745,1.6982105596553887
SP,2025-06-10,636,0.00775,1.7659249206755046
SP,2025-06-10,637,0.00805,1.8337591839241385
SP,2025-06-10,638,0.0077,1.7543548661038966
SP,2025-06-10,639,0.00815,1.8561884825150532
SP,2025-06-10,640,0.0081,1.8449751243538037
SP,2025-06-10,641,0.0076500000000000005,1.742771728154452
SP,2025-06-10,642,0.00785,1.7883697182295322
SP,2025-06-10,643,0.0078,1.7771486114789181
SP,2025-06-10,644,0.007899999999999999,1.7995882415222708
SP,2025-06-10,645,0.00815,1.856011567484528
SP,2025-06-10,646,0.00825,1.8782380989137037
SP,2025-06-10,647,0.0077,1.7543548661038966
SP,2025-06-10,648,0.0081,1.8444365120083739
SP,2025-06-10,649,0.0077,1.754862721481204
SP,2025-06-10,650,0.0074,1.6866403479220082
SP,2025-06-10,651,0.00785,1.7887081715594944
SP,2025-06-10,652,0.00865,1.9689389911262734
SP,2025-06-10,653,0.00835,1.900636431678826
SP,2025-06-10,654,0.00825,1.8792837379210559
SP,2025-06-10,655,0.00745,1.697871794454786
SP,2025-06-10,656,0.0078,1.7773178576268422
SP,2025-06-10,657,0.00765,1.743131175300483
SP,2025-06-10,658,0.00775,1.7657530509048613
SP,2025-06-10,659,0.0074,1.6869739396591976
SP,2025-06-10,660,0.007600000000000001,1.7315506214038379
SP,2025-06-10,661,0.0078,1.7773178576268422
SP,2025-06-10,662,0.00775,1.7652061918768558
SP,2025-06-10,663,0.00765,1.7421934861737098
SP,2025-06-10,664,0.007949999999999999,1.8114809327842374
SP,2025-06-10,665,0.00725,1.6532485515352968
SP,2025-06-10,666,0.00745,1.6980437829898776
SP,2025-06-10,667,0.00745,1.6983721244601624
SP,2025-06-10,668,0.007,1.5965417075710864
SP,2025-06-10,669,0.0074,1.6869739396591976
SP,2025-06-10,670,0.0075,1.7092752295226554
SP,2025-06-10,671,0.0078,1.7769741576554754
SP,2025-06-10,672,0.0071,1.6190382457270835
SP,2025-06-10,673,0.007549999999999999,1.7205040902170121
SP,2025-06-10,674,0.0076500000000000005,1.7433030846501663
SP,2025-06-10,675,0.0078,1.7773178576268422
SP,2025-06-10,676,0.00745,1.6982105596553887
SP,2025-06-10,677,0.0076,1.7319048998492015
SP,2025-06-10,678,0.00745,1.6980437829898776
SP,2025-06-10,679,0.007350000000000001,1.67540631495533
SP,2025-06-10,680,0.0077,1.7543548661038966
SP,2025-06-10,681,0.00775,1.7659249206755046
SP,2025-06-10,682,0.0078,1.7771486114789181
SP,2025-06-10,683,0.0076500000000000005,1.7429540564717072
SP,2025-06-10,684,0.00785,1.7885415484302558
SP,2025-06-10,685,0.00745,1.6982105596553887
SP,2025-06-10,686,0.0077,1.7543548661038966
SP,2025-06-10,687,0.00705,1.6072904806152921
SP,2025-06-10,688,0.0076500000000000005,1.7429540564717072
SP,2025-06-10,689,0.00785,1.7885415484302558
SP,2025-06-10,690,0.0071,1.6185296882367584
SP,2025-06-10,691,0.00775,1.7652061918768558
SP,2025-06-10,692,0.0070999999999999995,1.6187044234732773
SP,2025-06-10,693,0.0069,1.5735573260396873
SP,2025-06-10,694,0.00795,1.811152969113522
SP,2025-06-10,695,0.00775,1.7657530509048613
SP,2025-06-10,696,0.00725,1.6522317877324055
SP,2025-06-10,697,0.00735,1.6748745912847474
SP,2025-06-10,698,0.0069,1.572847626150492
SP,2025-06-10,699,0.0072499999999999995,1.6525915660940027
SP,2025-06-10,700,0.00795,1.810804181951936
SP,2025-06-10,701,0.0075,1.7089208694922697
SP,2025-06-10,702,0.00735,1.6742959497306031
SP,2025-06-10,703,0.00735,1.6748745912847474
SP,2025-06-10,704,0.0075,1.7096087444563535
SP,2025-06-10,705,0.007599999999999999,1.7317303656682936
SP,2025-06-10,706,0.007899999999999999,1.8000958630773722
SP,2025-06-10,707,0.007599999999999999,1.7322383379970885
SP,2025-06-10,708,0.00765,1.743131175300483
SP,2025-06-10,709,0.007350000000000001,1.6750570455934588
SP,2025-06-10,710,0.00785,1.7883697182295322
SP,2025-06-10,711,0.0074,1.6864657333466315
SP,2025-06-10,712,0.007549999999999999,1.7197641875827951
SP,2025-06-10,713,0.0077,1.7543548661038966
SP,2025-06-10,714,0.007949999999999999,1.8104345712255165
SP,2025-06-10,715,0.0074,1.6866403479220082
SP,2025-06-10,716,0.007599999999999999,1.7317303656682936
SP,2025-06-10,717,0.0074,1.6869739396591976
SP,2025-06-10,718,0.0075,1.7087358725425106
