AP01_2705.csv;;Schick;17.06.2025 11:08:25;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
776;0,0013
777;0,0008
778;0,0001
779;0,0008
780;0,0006
781;0,0004
782;0,0011
783;0,0008
784;0,0009
785;-0,0001
786;0,0006
787;0,0004
788;0,0009
789;0,0004
790;0,0003
791;0,0002
792;0,0004
793;0,0006
794;0,0008
795;0,0007
796;0,0007
797;0,0005
798;0,0005
799;0,0001
800;0,0002
801;0,0001
802;0,0006
803;0,0013
804;0,0009
805;0,0008
806;0,0008
807;0,0001
808;0,0011
809;-0,0001
810;0,0004
811;0,0002
812;0,0004
813;0,0004
814;0,0012
815;0,0011
816;0,0004
817;0,0001
818;0,0007
819;0,0007
820;0,0005
821;0,0011
822;0,0003
823;0,0011
824;0,0011
825;0,0006
826;0,0012
827;0,0005
828;0,0008
829;0,0008
830;0,0007
831;0,0005
832;0,0004
833;0,0007
834;0,0003
835;0,0005
836;0,0013
837;0,001
838;0,0005
839;0,0004
840;-0,0003
841;0,0014
842;0,0007
843;0,0005
844;0
845;-0,0004
846;0,0009
847;0,0002
848;0,0027
849;-0,0001
850;-0,0003
851;0,0017
852;0,0012
853;-0,0002
854;-0,0003
855;0,0011
856;0,001
857;0,0002
858;0,0012
859;0,0016
860;0,0002
861;-0,0005
862;0,0007
863;0,0014
864;0,0012
865;0,001
866;0,0026
867;0,0004
868;0,001
869;0,0003
870;0,0011
871;0,001
872;0,0013
873;0,0007
874;0,0001
875;0
876;0,0009
877;0,0005
878;0,0009
879;0,0003
880;0,0005
881;0,0009
882;0,0014
883;0,0015
884;0,0014
885;0,0009
886;0,001
887;0,0007
888;0,0008
889;0,0008
890;0,0008
891;0,0011
892;0,0015
893;0,0019
894;0,0012
895;0,001
896;0,0011
897;0,0013
898;0,0013
899;0,001
900;0,0002
901;0,0008
902;0,0012
903;0,0012
904;0,0011
905;0,0009
906;0,0014
907;0,001
908;0,0009
909;0,001
910;0,0009
911;0,0017
912;0,0014
913;0,001
914;0,0009
915;0,0005
916;0,0009
917;0,0012
918;0,0014
919;0,0017
920;0,0016
921;0,0019
922;0,0016
923;0,0018
924;0,0022
925;0,0025
926;0,0023
927;0,0034
928;0,0016
929;0,0018
930;0,0011
931;0,002
932;0,0017
933;0,002
934;0,0026
935;0,0011
936;0,0025
937;0,0017
938;0,0014
939;0,0015
940;0,0013
941;0,0019
942;0,0013
943;0,0021
944;0,0009
945;0,0014
946;0,0016
947;0,0014
948;0,0014
949;0,0016
950;0,002
951;0,0012
952;0,0012
953;0,0015
954;0,0011
955;0,0014
956;0,0009
957;0,001
958;0,0018
959;0,0014
960;0,0015
961;0,0011
962;0,0018
963;0,0012
964;0,0017
965;0,0017
966;0,0001
967;0,0008
968;0,0014
969;0,0007
970;0,0009
971;0,0013
972;0,0008
973;0,0003
974;0,0014
975;0,0006
976;0,0009
977;0,0011
978;0,001
979;0,0011
980;0,0009
981;0,0009
982;0,0008
983;0,0019
984;0,002
985;0,002
986;0,0017
987;0,0013
988;0,002
989;0,002
990;0,0017
991;0,0016
992;0,001
993;0,0012
994;0,0012
995;0,0016
996;0,0019
997;0,0021
998;0,0016
999;0,0015
1000;0,0018
1001;0,0024
1002;0,0025
1003;0,0011
1004;0,0027
1005;0,0024
1006;0,0024
1007;0,0027
1008;0,0026
1009;0,0019
1010;0,0018
1011;0,0019
1012;0,0019
1013;0,0015
1014;0,0022
1015;0,0018
1016;0,0024
1017;0,0024
1018;0,0028
1019;0,0029
1020;0,0043
1021;0,0019
1022;0,0035
1023;0,0033
1024;0,003
1025;0,0018
1026;0,0037
1027;0,0036
1028;0,0021
1029;0,0036
1030;0,0035
1031;0,0032
1032;0,0023
1033;0,0038
1034;0,0029
1035;0,0031
1036;0,003
1037;0,0025
1038;0,0039
1039;0,003
1040;0,0056
1041;0,0029
1042;0,0031
1043;0,0034
1044;0,0043
1045;0,0034
1046;0,0026
1047;0,0045
1048;0,0021
1049;0,0035
1050;0,0043
1051;0,0053
1052;0,0031
1053;0,0043
1054;0,0031
1055;0,0025
1056;0,0028
1057;0,0037
1058;0,0016
1059;0,0019
1060;0,005
1061;0,0042
1062;0,0045
1063;0,0078
1064;0,0051
1065;0,0031
1066;0,003
1067;0,0042
1068;0,0035
1069;0,0034
1070;0,0024
1071;0,0046
1072;0,0055
1073;0,0031
1074;0,005
1075;0,0057
1076;0,0089
1077;0,0049
1078;0,0035
1079;0,0056
1080;0,0041
1081;0,0049
1082;0,0032
1083;0,0065
1084;0,002
1085;0,0026
1086;0,0029
1087;0,0101
1088;0,0064
1089;0,0076
1090;0,0069
1091;0,0075
1092;0,0054
1093;0,0045
1094;0,0107
1095;0,0007
1096;0,0072
1097;0,0004
1098;0,0071
1099;0,0098
1100;0,013
