AP02_080725.csv;;Schick;30.07.2025 16:06:22;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
829;0,0003
830;0,0005
831;0,0008
832;0,0008
833;0,0004
834;0,0009
835;0,0007
836;0,0004
837;-0,0005
838;0,0006
839;0,0002
840;-0,0002
841;0,0003
842;0,0006
843;-0,0005
844;-0,0014
845;-0,0005
846;0,0001
847;0,0002
848;-0,0006
849;-0,0001
850;-0,0005
851;0,0006
852;-0,0012
853;-0,0018
854;-0,0005
855;-0,0006
856;-0,0005
857;0,0002
858;-0,001
859;0,0009
860;-0,0016
861;-0,0019
862;0,0003
863;0
864;-0,0008
865;-0,0001
866;0,0001
867;0,0002
868;-0,0005
869;-0,0013
870;-0,0003
871;0,0003
872;-0,0005
873;-0,0005
874;0,0004
875;-0,0004
876;0,0001
877;0,0007
878;-0,0006
879;0,0002
880;0,0005
881;0,0008
882;0,0013
883;0,001
884;0,0012
885;0,0008
886;0,0006
887;0,0006
888;0
889;0
890;0,0003
891;0,0001
892;0,0009
893;0,0006
894;0,0002
895;0,0006
896;0,0003
897;0,001
898;0,0005
899;0,0004
900;0,0001
901;0,0003
902;0,0005
903;0,0003
904;0,0008
905;0,0009
906;0,0004
907;0,0003
908;0,0004
909;0,0012
910;0,0004
911;0,0004
912;0,0008
913;-0,0001
914;0,0007
915;0,0003
916;0,001
917;0,0007
918;0,0015
919;0,0014
920;0,0016
921;0,0017
922;0,0014
923;0,0018
924;0,0031
925;0,0018
926;0,0021
927;0,0015
928;0,001
929;0,0021
930;0,0024
931;0,0024
932;0,0031
933;0,0021
934;0,003
935;0,0019
936;0,002
937;0,0021
938;0,0014
939;0,0015
940;0,0017
941;0,0015
942;0,0015
943;0,003
944;0,0015
945;0,0017
946;0,0017
947;0,0015
948;0,0013
949;0,0017
950;0,0013
951;0,0011
952;0,0014
953;0,0016
954;0,0012
955;0,0019
956;0,0007
957;0,0022
958;0,0015
959;0,0016
960;0,0017
961;0,0017
962;0,0009
963;0,0017
964;0,0018
965;0,0009
966;0,0015
967;0,0017
968;0,0012
969;0,0009
970;0,0004
971;0,0014
972;0,0012
973;0,0008
974;0,0012
975;0,0013
976;0,0009
977;0,001
978;0,0021
979;0,0012
980;0,0009
981;0,0002
982;0,0007
983;0,0008
984;0,0022
985;0,0004
986;0,0022
987;0,0019
988;0,0008
989;0,0011
990;0,0013
991;0,0015
992;0,001
993;0,0005
994;0,0007
995;0,0013
996;0,0015
997;0,0016
998;0,0007
999;0,0014
1000;0,0021
1001;0,0016
1002;0,0008
1003;0,0011
1004;0,0022
