AP02_1006.csv;;Schick;17.06.2025 11:08:21;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
444;0,0313
445;0,031
446;0,0305
447;0,0303
448;0,0301
449;0,0296
450;0,0293
451;0,029
452;0,0288
453;0,0285
454;0,0284
455;0,0281
456;0,0276
457;0,0273
458;0,0272
459;0,0273
460;0,0268
461;0,0268
462;0,0265
463;0,026
464;0,0259
465;0,0258
466;0,0254
467;0,0252
468;0,0254
469;0,0247
470;0,0246
471;0,0244
472;0,0241
473;0,0241
474;0,0237
475;0,0234
476;0,0235
477;0,0231
478;0,0231
479;0,0228
480;0,0227
481;0,0225
482;0,0224
483;0,0215
484;0,0219
485;0,0218
486;0,0217
487;0,0214
488;0,0213
489;0,021
490;0,021
491;0,0209
492;0,0205
493;0,0205
494;0,02
495;0,02
496;0,0199
497;0,0197
498;0,0194
499;0,0194
500;0,0192
501;0,0192
502;0,0191
503;0,0186
504;0,0187
505;0,0186
506;0,0181
507;0,0181
508;0,018
509;0,0173
510;0,0177
511;0,0176
512;0,0172
513;0,0174
514;0,0174
515;0,0168
516;0,0167
517;0,0168
518;0,0164
519;0,0164
520;0,0161
521;0,016
522;0,0158
523;0,0155
524;0,0153
525;0,0153
526;0,0154
527;0,0153
528;0,0151
529;0,0151
530;0,0147
531;0,0146
532;0,0143
533;0,0146
534;0,0144
535;0,014
536;0,014
537;0,0139
538;0,0138
539;0,0138
540;0,0136
541;0,0133
542;0,0135
543;0,013
544;0,013
545;0,0131
546;0,0129
547;0,0127
548;0,0129
549;0,0128
550;0,0126
551;0,0126
552;0,0122
553;0,0119
554;0,0123
555;0,0116
556;0,0115
557;0,0114
558;0,0114
559;0,0113
560;0,0114
561;0,0115
562;0,0117
563;0,0108
564;0,0112
565;0,0109
566;0,0106
567;0,0108
568;0,0105
569;0,0105
570;0,0106
571;0,0105
572;0,0107
573;0,0102
574;0,0103
575;0,01
576;0,0104
577;0,0097
578;0,0094
579;0,0097
580;0,0095
581;0,0098
582;0,0096
583;0,0096
584;0,0098
585;0,0095
586;0,0097
587;0,0095
588;0,0091
589;0,0093
590;0,0087
591;0,0091
592;0,0086
593;0,0089
594;0,0092
595;0,0088
596;0,0086
597;0,0084
598;0,0088
599;0,0085
600;0,0083
601;0,0083
602;0,0085
603;0,0088
604;0,0089
605;0,0087
606;0,0082
607;0,0083
608;0,0087
609;0,0088
610;0,0084
611;0,0081
612;0,0078
613;0,0079
614;0,0081
615;0,0083
616;0,0075
617;0,0087
618;0,0076
619;0,008
620;0,0082
621;0,0078
622;0,0076
623;0,0078
624;0,0073
625;0,0081
626;0,0078
627;0,0069
628;0,0072
629;0,0068
630;0,0075
631;0,0074
632;0,0078
633;0,0075
634;0,0074
635;0,007
636;0,0066
637;0,0074
638;0,0072
639;0,007
640;0,0075
641;0,0073
642;0,0074
643;0,0072
644;0,0077
645;0,0073
646;0,0071
647;0,0072
648;0,0065
649;0,0061
650;0,0068
651;0,007
652;0,007
653;0,0073
654;0,0069
655;0,0061
656;0,0072
657;0,0065
658;0,0065
659;0,0063
660;0,0064
661;0,0064
662;0,007
663;0,0068
664;0,0063
665;0,0057
666;0,0064
667;0,0067
668;0,0056
669;0,0067
670;0,0063
671;0,0066
672;0,0058
673;0,0057
674;0,0067
675;0,0065
676;0,0062
677;0,0063
678;0,0061
679;0,006
680;0,0061
681;0,0063
682;0,0063
683;0,0062
684;0,0064
685;0,006
686;0,006
687;0,0053
688;0,006
689;0,0057
690;0,0056
691;0,0059
692;0,0061
693;0,0059
694;0,0058
695;0,0057
696;0,0055
697;0,006
698;0,0055
699;0,0056
700;0,0055
701;0,0055
702;0,0063
703;0,0047
704;0,0053
705;0,006
706;0,0051
707;0,0054
708;0,0063
709;0,0051
710;0,0063
711;0,0044
712;0,0049
713;0,0057
714;0,0055
715;0,0053
716;0,006
717;0,0042
718;0,0055
719;0,0054
720;0,0054
721;0,0061
722;0,0051
723;0,0057
724;0,0051
725;0,005
726;0,0048
727;0,006
728;0,005
729;0,0054
730;0,005
731;0,0058
732;0,0062
733;0,0055
734;0,0058
735;0,0056
736;0,0043
737;0,0054
738;0,004
739;0,0047
740;0,0064
741;0,0045
742;0,0047
743;0,0055
744;0,0055
745;0,0055
746;0,0045
747;0,0048
748;0,0053
749;0,0038
750;0,0058
751;0,0046
752;0,0049
753;0,0051
754;0,0046
755;0,0049
756;0,0037
757;0,0036
758;0,004
759;0,0042
760;0,0044
761;0,0055
762;0,0043
763;0,0047
764;0,005
765;0,005
766;0,0042
767;0,0043
768;0,0049
769;0,0043
770;0,0039
771;0,0045
772;0,0049
773;0,0048
774;0,0052
775;0,005
776;0,0041
777;0,0042
778;0,0042
779;0,0047
780;0,0042
781;0,0042
782;0,0053
783;0,0046
784;0,0045
785;0,0045
786;0,0038
787;0,0053
788;0,0037
789;0,0044
790;0,0042
791;0,0039
792;0,0043
793;0,0046
794;0,0045
795;0,0047
796;0,0041
797;0,0042
798;0,0044
799;0,0031
800;0,0044
801;0,0042
802;0,0041
803;0,0028
804;0,004
805;0,0034
806;0,0055
807;0,0029
808;0,0039
809;0,0022
810;0,0042
811;0,0054
812;0,0051
813;0,0042
814;0,0033
815;0,004
816;0,0039
817;0,0038
818;0,004
819;0,0033
820;0,0034
821;0,0039
822;0,0036
823;0,0032
824;0,0036
825;0,0034
826;0,0041
827;0,0033
828;0,0033
829;0,0037
830;0,0032
831;0,004
832;0,0033
833;0,003
834;0,0032
835;0,0033
836;0,0038
837;0,0039
838;0,0043
839;0,0042
840;0,0043
841;0,0041
842;0,005
843;0,0042
844;0,0037
845;0,0041
846;0,004
847;0,0038
848;0,0046
849;0,0036
850;0,0042
851;0,0037
852;0,0043
853;0,0035
854;0,0045
855;0,0044
856;0,0037
857;0,0049
858;0,0041
859;0,0041
860;0,0044
861;0,0043
862;0,0041
863;0,0045
864;0,0035
865;0,0024
866;0,004
867;0,0049
868;0,0043
869;0,0039
870;0,0043
871;0,0045
872;0,0044
873;0,004
874;0,0037
875;0,0027
876;0,0044
877;0,0033
878;0,0034
879;0,0045
880;0,0043
881;0,003
882;0,0039
883;0,0036
884;0,0035
885;0,0032
886;0,0034
887;0,0039
888;0,0035
889;0,0039
890;0,0042
891;0,0035
892;0,0043
893;0,0038
894;0,0037
895;0,0031
896;0,0031
897;0,0034
898;0,0031
899;0,0033
900;0,0036
901;0,0036
902;0,0039
903;0,0036
904;0,004
905;0,0034
906;0,0028
907;0,0032
908;0,0033
909;0,0044
910;0,0031
911;0,0034
912;0,0041
913;0,0031
914;0,0038
915;0,0031
916;0,0032
917;0,0031
918;0,0031
919;0,0027
920;0,0031
921;0,0033
922;0,004
923;0,0038
924;0,0037
925;0,0044
926;0,0044
927;0,0045
928;0,0038
929;0,0032
930;0,0031
931;0,0037
932;0,0037
933;0,003
934;0,0035
935;0,0041
936;0,0033
937;0,0034
938;0,003
939;0,003
940;0,0027
941;0,0033
942;0,0035
943;0,0034
944;0,003
945;0,003
946;0,0028
947;0,0035
948;0,0032
949;0,0024
950;0,0034
951;0,0028
952;0,0029
953;0,0035
954;0,0027
955;0,0037
956;0,0031
957;0,0033
958;0,0028
959;0,0025
960;0,0032
961;0,0028
962;0,0036
963;0,0038
964;0,0036
965;0,0038
966;0,0032
967;0,0034
968;0,003
969;0,0035
970;0,0029
971;0,0035
972;0,0035
973;0,0031
974;0,0038
975;0,0034
976;0,0033
977;0,0039
978;0,0033
979;0,0028
980;0,0024
981;0,0027
982;0,0028
983;0,0026
984;0,0037
985;0,0033
986;0,0032
987;0,003
988;0,0039
989;0,0044
990;0,0035
991;0,0037
992;0,0027
993;0,0026
994;0,0025
995;0,0027
996;0,0031
997;0,0031
998;0,0027
999;0,0036
1000;0,004
1001;0,0027
1002;0,0026
1003;0,0039
1004;0,0033
1005;0,0027
1006;0,0033
1007;0,0026
1008;0,0029
1009;0,0031
1010;0,0033
1011;0,0031
1012;0,0035
1013;0,0027
1014;0,0037
1015;0,0041
1016;0,0039
1017;0,0034
1018;0,0033
1019;0,0032
1020;0,0039
1021;0,0043
1022;0,0051
1023;0,0025
1024;0,0049
1025;0,0044
1026;0,0048
1027;0,0039
1028;0,0049
1029;0,0054
1030;0,0047
1031;0,0059
1032;0,0044
1033;0,0036
1034;0,0031
1035;0,0035
1036;0,0043
1037;0,0042
1038;0,0052
1039;0,0041
1040;0,0071
1041;0,0053
1042;0,0066
1043;0,0052
1044;0,0057
1045;0,0056
1046;0,004
1047;0,0053
1048;0,0046
1049;0,003
1050;0,0051
1051;0,004
1052;0,005
1053;0,0061
1054;0,0045
1055;0,0051
1056;0,003
1057;0,0043
1058;0,0081
1059;0,0024
1060;0,0037
1061;0,0041
1062;0,0084
1063;0,0064
1064;0,0063
1065;0,004
1066;0,0038
1067;0,0038
1068;0,0039
1069;0,0093
1070;0,0085
1071;0,0023
1072;0,0069
1073;0,0068
1074;0,0059
1075;0,0062
1076;0,0065
1077;0,0064
1078;0,0076
1079;0,0043
1080;0,0045
1081;0,0067
1082;0,0066
1083;0,0113
1084;0,0086
1085;0,0031
1086;0,0101
1087;0,0061
1088;0,0034
1089;0,0022
1090;0,0082
1091;0,0011
1092;0,007
1093;0,0013
1094;0,0123
1095;0,002
1096;0,0048
1097;0,005
1098;0,0107
1099;0,0091
1100;0,01
