SP02_010725.csv;;Schick;30.07.2025 16:06:23;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
746;0,001
747;0,0001
748;0,0014
749;0,0006
750;-0,0005
751;0,0001
752;0,0011
753;0,0004
754;0,0009
755;0,0001
756;0,001
757;0,0001
758;0,0005
759;0,0007
760;0,0007
761;0,001
762;0,0012
763;0,0003
764;0,0009
765;0,0008
766;0,0008
767;0,0006
768;0,0005
769;0,0007
770;0,0006
771;0,0007
772;-0,0005
773;0,0005
774;0,0001
775;0,001
776;0,0012
777;0,0002
778;0,0004
779;-0,0002
780;-0,0001
781;0,0006
782;0,0005
783;0
784;-0,0001
785;0,0006
786;0,0005
787;0,002
788;0,0002
789;0,0008
790;0,0009
791;0,0001
792;-0,0001
793;0,0008
794;0,0011
795;0,0002
796;0,0004
797;-0,0003
798;0,0009
799;0,0002
800;0,0001
801;0,0009
802;0,0012
803;0,0009
804;0,0001
805;0,0001
806;0,0004
807;0,0011
808;0,0011
809;-0,0002
810;0,0014
811;0,0008
812;0,0017
813;0,001
814;0,0002
815;-0,0007
816;0,0008
817;0
818;0,0005
819;0,0004
820;0,0009
821;0,0003
822;0,0009
823;0,0009
824;0,001
825;0,0005
826;0,0006
827;0,0006
828;0,0005
829;0,0005
830;0,0003
831;0,0007
832;-0,0001
833;0,0001
834;0,0007
835;0,0007
836;0,0008
837;-0,0002
838;0,0003
839;0,0002
840;-0,0009
841;0,0006
842;-0,0001
843;0,0007
844;0,0011
845;0,0007
846;0,0008
847;0,0003
848;0,0002
849;-0,0003
850;-0,0001
851;0,0009
852;0,0001
853;0,0001
854;0,0013
855;-0,001
856;-0,0004
857;0,0012
858;-0,0014
859;0,0001
860;-0,001
861;-0,0012
862;-0,0009
863;0,0003
864;0,0005
865;-0,0002
866;0,0008
867;-0,0002
868;-0,001
869;-0,0008
870;-0,0003
871;0
872;0,0014
873;-0,0001
874;0,0002
875;0,0003
876;0,0008
877;0,0009
878;0,0005
879;0,0002
880;0,0006
881;0,0009
882;0,0013
883;0,0012
884;0,001
885;0,001
886;0,0011
887;0,0012
888;0,0008
889;0,0004
890;0,0006
891;0,0009
892;0,001
893;0,0011
894;0,0013
895;0,0009
896;0,001
897;0,0007
898;0,0006
899;0,0007
900;0
901;0,0006
902;0
903;0,0008
904;0
905;0,0006
906;0,0008
907;0,0015
908;0,0003
909;0,0012
910;0,0005
911;0,0004
912;0,0005
913;0,0013
914;0,0005
915;0,0007
916;0,001
917;0,0009
918;0,0014
919;0,0018
920;0,0022
921;0,0024
922;0,0015
923;0,0016
924;0,0032
925;0,0028
926;0,0036
927;0,0021
928;0,0037
929;0,0022
930;0,0028
931;0,0028
932;0,0022
933;0,0014
934;0,0033
935;0,0025
936;0,0031
937;0,0017
938;0,0014
939;0,0016
940;0,0008
941;0,0019
942;0,0011
943;0,0009
944;0,0017
945;0,0018
946;0,0012
947;0,0018
948;0,0019
949;0,0002
950;0,0012
951;0,0009
952;0,0012
953;0,0011
954;0,001
955;0,0007
956;0,0016
957;0,0011
958;0,0006
959;0,0005
960;0,001
961;0,0013
962;0,001
963;0,0008
964;0,0012
965;0,001
966;0,0002
967;0,0011
968;0,0008
969;0,0011
970;0,0012
971;0,0007
972;0,0009
973;0,0002
974;0,0006
975;0,0008
976;0,0004
977;0,0013
978;0,0006
979;0,0008
980;0,0006
981;0,0003
982;0,0006
983;0,0006
984;0,0018
985;0,0007
986;0,0015
987;0,0022
988;0,0019
989;0,0022
990;0,0018
991;0,0018
992;0,0011
993;0,0011
994;0,0011
995;0,0009
996;0,0023
997;0,0023
998;0,0023
999;0,002
1000;0,0025
1001;0,0023
1002;0,0007
1003;0,0018
1004;0,0016
1005;0,0024
1006;0,0024
1007;0,0027
1008;0,0022
1009;0,0026
1010;0,0024
1011;0,0022
1012;0,0024
1013;0,0016
1014;0,0029
1015;0,0023
1016;0,0022
1017;0,0022
1018;0,0028
1019;0,0024
1020;0,0031
1021;0,0012
1022;0,0034
1023;0,0031
1024;0,0036
1025;0,0022
1026;0,0043
1027;0,0033
1028;0,0033
1029;0,004
1030;0,0039
1031;0,003
1032;0,0041
1033;0,0025
1034;0,004
1035;0,0034
1036;0,0017
1037;0,0026
1038;0,0036
1039;0,0043
1040;0,0025
1041;0,0026
1042;0,0038
1043;0,0031
1044;0,0039
1045;0,0035
1046;0,0036
1047;0,0044
1048;0,0039
1049;0,0037
1050;0,0038
1051;0,0056
1052;0,003
1053;0,0026
1054;0,0044
1055;0,0056
1056;0,0041
1057;0,0052
1058;0,0048
1059;0,0043
1060;0,0068
1061;0,004
1062;0,0048
1063;0,0023
1064;0,0057
1065;0,0046
1066;0,0055
1067;0,0061
1068;0,0038
1069;0,004
1070;0,0059
1071;0,0068
1072;0,0036
1073;0,0062
1074;0,0103
1075;0,0081
1076;0,0065
1077;0,0022
1078;0,0083
1079;0,0035
1080;0,0082
1081;0,0033
1082;0,0049
1083;0,0086
1084;0,004
1085;0,0044
1086;0,0045
1087;0,0105
1088;0,0069
1089;0,0094
1090;0,0046
1091;0,0073
1092;0,0026
1093;0,0074
1094;0,0105
1095;0,005
1096;0,0028
1097;0,0015
1098;0,006
1099;0,0077
1100;0,0085
