SP01_240625.csv;;Schick;30.07.2025 16:06:23;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
639;0,0014
640;0,0014
641;0,0009
642;0,0017
643;0,0011
644;0,0012
645;0,0012
646;0,001
647;0,0014
648;0,0013
649;0,0008
650;0,0016
651;0,0013
652;0,0011
653;0,0018
654;0,0012
655;0,0009
656;0,0009
657;0,0009
658;0,002
659;0,0018
660;0,0008
661;0,0011
662;0,0015
663;0,0007
664;0,0011
665;0,0005
666;0,001
667;0,0011
668;-0,0001
669;0,0006
670;0,0019
671;0,0011
672;0,0015
673;0,0009
674;0,0008
675;0,0013
676;0,0012
677;0,0013
678;0,0014
679;0,0012
680;0,0017
681;0,0013
682;0,001
683;0,0014
684;0,001
685;0,0012
686;0,0013
687;0,0018
688;0,0014
689;0,0012
690;0,0012
691;0,0015
692;0,0015
693;0,0013
694;0,0016
695;0,0012
696;0,0011
697;0,0017
698;0,0011
699;0,001
700;0,001
701;0,001
702;0,0017
703;0
704;0,0015
705;0,0007
706;0,0008
707;0,0003
708;0,0006
709;0,0001
710;0,0014
711;0,0003
712;0,0007
713;0,0008
714;0,0008
715;0,0003
716;0,0012
717;0,0003
718;0,0005
719;0,0015
720;0,001
721;0,0011
722;0,0004
723;0,0011
724;0,0002
725;0,0007
726;0,0004
727;0,0014
728;0,0009
729;0,0003
730;0,0005
731;0,0007
732;0
733;-0,0006
734;0,0012
735;0,0007
736;0,0006
737;0,0012
738;-0,0002
739;0,0004
740;0,0001
741;0,0005
742;0,0012
743;-0,0006
744;0,0009
745;0,0012
746;0,0005
747;0,0004
748;-0,0004
749;0,0004
750;-0,0006
751;-0,0003
752;-0,0003
753;0,0005
754;-0,0005
755;-0,0002
756;0,0005
757;-0,0002
758;0,0002
759;0,0001
760;0,0003
761;0,0012
762;-0,0006
763;0,0011
764;0,0001
765;0,0002
766;0,0002
767;0,0002
768;0,0003
769;0,0005
770;-0,0003
771;-0,0005
772;0,0008
773;0,0001
774;-0,0006
775;0,0002
776;-0,0002
777;0,0006
778;0
779;-0,0001
780;-0,0002
781;-0,0003
782;-0,0003
783;-0,0005
784;0,0007
785;0,0006
786;-0,0003
787;0,0004
788;0
789;0,0009
790;0
791;0,0002
792;0,0002
793;0,0008
794;0,0002
795;0,0005
796;-0,0008
797;0,0009
798;0,0003
799;0,0009
800;0,0005
801;-0,0001
802;-0,0002
803;0,0004
804;-0,0001
805;0,0007
806;-0,0005
807;-0,0001
808;0,0001
809;0,0005
810;0,0001
811;0,0004
812;-0,0005
813;0,0003
814;-0,0001
815;0,0001
816;-0,0001
817;-0,0004
818;0,0005
819;-0,0001
820;0,001
821;-0,0001
822;0,0007
823;0,0003
824;0,0005
825;0,0005
826;0
827;0,0001
828;0,0005
829;0,0001
830;0,0001
831;0,0007
832;-0,0005
833;0,0004
834;0
835;0,0004
836;0
837;-0,0017
838;-0,0004
839;-0,0001
840;0,0003
841;-0,0004
842;0,0001
843;-0,001
844;-0,0012
845;-0,0007
846;0,0001
847;0,0006
848;-0,001
849;-0,0002
850;-0,0009
851;0
852;0,0007
853;-0,0013
854;-0,0003
855;-0,0013
856;-0,0005
857;-0,0009
858;-0,0006
859;0,0014
860;-0,0008
861;-0,0001
862;-0,0005
863;-0,0008
864;-0,0019
865;-0,001
866;-0,0011
867;0,0008
868;-0,0011
869;0,0006
870;0,0006
871;-0,0004
872;0,0006
873;0,0008
874;0
875;0,0004
876;0,0005
877;0,0001
878;0,0003
879;0,0009
880;0,0006
881;0,0005
882;0,001
883;0,0007
884;0,0006
885;0,0008
886;-0,0001
887;0,0007
888;-0,0006
889;0,0005
890;0,0004
891;0,0006
892;0,0002
893;-0,0005
894;0
895;-0,0002
896;0,0002
897;0,0005
898;0,0005
899;0
900;0,0003
901;0,0009
902;0,0008
903;0,0003
904;0
905;0,0001
906;0,0004
907;0,0002
908;-0,0006
909;0,0001
910;-0,0001
911;0,0002
912;0,0004
913;0
914;0,0003
915;-0,0001
916;0,0005
917;0,0003
918;0,0007
919;0,0012
920;0,001
921;0,0016
922;0,0016
923;0,0005
924;0,0015
925;0,0019
926;0,002
927;0,0009
928;0,0019
929;0,0017
930;0,0025
931;0,0006
932;0,0015
933;0,002
934;0,0013
935;0,0004
936;0,0011
937;0,0009
938;0,0011
939;0,0007
940;0,0008
941;0,0001
942;0,0008
943;0,0014
944;0,0007
945;0,0009
946;0,0009
947;0,0009
948;0,0008
949;0,0012
950;0,0007
951;0,0004
952;0,0005
953;0,0009
954;0,0009
955;0,0011
956;-0,0001
957;0,0012
958;0,0001
959;0,0003
960;0,001
961;0,0006
962;0
963;0,0015
964;0,0002
965;0,0002
966;0,0012
967;0,001
968;0,0004
969;0,0004
970;0,0003
971;0,0004
972;0,0003
973;-0,0002
974;0,0001
975;0,0003
976;0,0001
977;0,0002
978;0,001
979;0,0001
980;0,0004
981;0,0001
982;0,0001
983;0,0003
984;0,001
985;0,0001
986;0,0016
987;0,0016
988;0,0002
989;0,0008
990;0,0009
991;0,0003
992;0,0003
993;0,0002
994;0,0002
995;0,0007
996;0,0006
997;0,0013
998;0,0002
999;0,0006
1000;0,0007
1001;0,0008
1002;0,0007
1003;0,0005
1004;0,0013
1005;0,0003
1006;0,0009
1007;0,0021
1008;0,0004
1009;0,0013
1010;0,0012
1011;0,0007
1012;0,0002
1013;0,0003
1014;-0,0003
1015;0,0003
1016;0,0003
1017;0,001
1018;0,0005
1019;-0,0003
1020;0,0015
1021;0,0016
1022;0,0008
1023;0,0024
1024;0,0025
1025;0,002
1026;0,0015
1027;0,0015
1028;0,0025
1029;0,0029
1030;0,0028
1031;0,0024
1032;0,0016
1033;-0,0006
1034;-0,0001
1035;0,0013
1036;-0,0004
1037;0,001
1038;0,0009
1039;0,0013
1040;0,0016
1041;0,002
1042;0,0013
1043;0,001
1044;-0,0005
1045;0
1046;0,0031
1047;0,0022
1048;0,0041
1049;0,0013
1050;0,0017
1051;0,001
1052;-0,0003
1053;0,0002
1054;0,002
1055;0,0026
1056;0,0045
1057;0,0034
1058;0,0006
1059;0,0014
1060;0,0018
1061;0,0042
1062;0,003
1063;0,0037
1064;0,0004
1065;0,0006
1066;0,0001
1067;0,0053
1068;-0,0004
1069;0,0035
1070;0,0017
1071;0,0006
1072;0,0019
1073;0,0045
1074;0,0072
1075;0,0038
1076;0,0038
1077;0,0004
1078;0,0034
1079;0,0057
1080;0,0032
1081;0,004
1082;0,0031
1083;0,0036
1084;0,003
1085;0,0059
1086;0,0011
1087;0,0087
1088;0,0023
1089;0,0062
1090;-0,0006
1091;0,0015
1092;0,0014
1093;0,0057
1094;0,0086
1095;0,0051
1096;0,0069
1097;0,0056
1098;0,012
1099;0,0125
1100;0,0059
