AP02_0206.csv;;Schick;17.06.2025 11:08:25;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
632;0,0065
633;0,0068
634;0,0067
635;0,0075
636;0,0061
637;0,0073
638;0,0064
639;0,0059
640;0,0063
641;0,0058
642;0,0065
643;0,0059
644;0,0067
645;0,0066
646;0,0069
647;0,0075
648;0,006
649;0,0063
650;0,0058
651;0,0063
652;0,0065
653;0,0073
654;0,0064
655;0,006
656;0,0062
657;0,0064
658;0,0063
659;0,0068
660;0,0061
661;0,0057
662;0,0063
663;0,0062
664;0,0068
665;0,0052
666;0,0056
667;0,0066
668;0,0059
669;0,0057
670;0,0063
671;0,0051
672;0,0062
673;0,0062
674;0,0059
675;0,0064
676;0,006
677;0,0065
678;0,0056
679;0,006
680;0,0061
681;0,0063
682;0,0062
683;0,0062
684;0,0061
685;0,0059
686;0,006
687;0,0057
688;0,0067
689;0,0063
690;0,0061
691;0,0061
692;0,0063
693;0,0058
694;0,0063
695;0,0058
696;0,006
697;0,0059
698;0,0058
699;0,006
700;0,0057
701;0,0059
702;0,0062
703;0,0057
704;0,0063
705;0,0053
706;0,005
707;0,0061
708;0,0061
709;0,006
710;0,0061
711;0,0053
712;0,0051
713;0,0056
714;0,0055
715;0,0057
716;0,0062
717;0,0055
718;0,0052
719;0,0058
720;0,006
721;0,0063
722;0,0055
723;0,0051
724;0,006
725;0,0055
726;0,0052
727;0,0054
728;0,0052
729;0,006
730;0,0058
731;0,0061
732;0,0057
733;0,0049
734;0,005
735;0,0054
736;0,0062
737;0,0054
738;0,005
739;0,0053
740;0,0067
741;0,0049
742;0,0057
743;0,0049
744;0,0055
745;0,0052
746;0,0048
747;0,0047
748;0,006
749;0,0051
750;0,0045
751;0,0049
752;0,0049
753;0,0054
754;0,0048
755;0,0047
756;0,0053
757;0,0052
758;0,005
759;0,0053
760;0,0051
761;0,0052
762;0,0052
763;0,0046
764;0,005
765;0,0046
766;0,005
767;0,0054
768;0,0055
769;0,0052
770;0,0052
771;0,005
772;0,0051
773;0,0044
774;0,0052
775;0,0049
776;0,0051
777;0,0052
778;0,0055
779;0,0051
780;0,0031
781;0,0045
782;0,0051
783;0,0045
784;0,0057
785;0,0049
786;0,0055
787;0,0048
788;0,0044
789;0,0043
790;0,0046
791;0,005
792;0,0046
793;0,0039
794;0,0046
795;0,0047
796;0,0039
797;0,0052
798;0,0046
799;0,0044
800;0,004
801;0,0037
802;0,0037
803;0,0046
804;0,0036
805;0,0044
806;0,0049
807;0,0047
808;0,0052
809;0,0038
810;0,0051
811;0,0048
812;0,0051
813;0,0048
814;0,0034
815;0,0045
816;0,0046
817;0,0032
818;0,0047
819;0,0049
820;0,0048
821;0,0044
822;0,0044
823;0,0052
824;0,0045
825;0,0041
826;0,0043
827;0,0042
828;0,0045
829;0,0048
830;0,0043
831;0,0042
832;0,004
833;0,0048
834;0,0046
835;0,0044
836;0,0042
837;0,004
838;0,0042
839;0,0036
840;0,0034
841;0,0055
842;0,004
843;0,0038
844;0,0036
845;0,0031
846;0,0043
847;0,0037
848;0,0055
849;0,0036
850;0,0037
851;0,0046
852;0,004
853;0,0041
854;0,0037
855;0,004
856;0,0035
857;0,0036
858;0,0048
859;0,0042
860;0,0027
861;0,0033
862;0,0048
863;0,0046
864;0,0039
865;0,0035
866;0,0042
867;0,0037
868;0,0037
869;0,0044
870;0,0043
871;0,0044
872;0,0036
873;0,0041
874;0,0041
875;0,0039
876;0,0042
877;0,0032
878;0,0038
879;0,0041
880;0,0037
881;0,0046
882;0,0047
883;0,0044
884;0,0039
885;0,0041
886;0,0041
887;0,0039
888;0,0031
889;0,0037
890;0,0038
891;0,0045
892;0,0048
893;0,0046
894;0,0046
895;0,0043
896;0,0037
897;0,0039
898;0,0037
899;0,0044
900;0,0039
901;0,0041
902;0,0048
903;0,0037
904;0,0047
905;0,004
906;0,0042
907;0,004
908;0,0036
909;0,0038
910;0,0028
911;0,0037
912;0,0032
913;0,0037
914;0,0039
915;0,0037
916;0,0041
917;0,0039
918;0,0038
919;0,0047
920;0,0044
921;0,0048
922;0,0056
923;0,0056
924;0,0052
925;0,0056
926;0,0057
927;0,0054
928;0,0046
929;0,0048
930;0,004
931;0,0054
932;0,0051
933;0,0049
934;0,006
935;0,005
936;0,006
937;0,0046
938;0,005
939;0,004
940;0,0043
941;0,0045
942;0,0052
943;0,0049
944;0,0042
945;0,0045
946;0,0043
947;0,0048
948;0,0045
949;0,0045
950;0,0051
951;0,0043
952;0,0042
953;0,004
954;0,0041
955;0,0045
956;0,0046
957;0,0046
958;0,0041
959;0,0046
960;0,0047
961;0,0043
962;0,0047
963;0,0048
964;0,0043
965;0,005
966;0,0034
967;0,0041
968;0,0039
969;0,004
970;0,0038
971;0,0039
972;0,0039
973;0,0038
974;0,004
975;0,0038
976;0,0037
977;0,0038
978;0,0042
979;0,0036
980;0,0038
981;0,0035
982;0,0033
983;0,0044
984;0,0047
985;0,0048
986;0,0046
987;0,0044
988;0,0045
989;0,0052
990;0,0052
991;0,0048
992;0,0037
993;0,0042
994;0,0035
995;0,0039
996;0,0045
997;0,0048
998;0,0043
999;0,0039
1000;0,0047
1001;0,0055
1002;0,0054
1003;0,0046
1004;0,0051
1005;0,0054
1006;0,0055
1007;0,0052
1008;0,0058
1009;0,0043
1010;0,0048
1011;0,0045
1012;0,0044
1013;0,004
1014;0,0051
1015;0,0047
1016;0,0055
1017;0,0047
1018;0,0054
1019;0,0057
1020;0,0071
1021;0,0047
1022;0,0065
1023;0,0068
1024;0,0057
1025;0,0055
1026;0,0061
1027;0,0061
1028;0,0048
1029;0,0067
1030;0,0061
1031;0,0059
1032;0,0055
1033;0,0066
1034;0,0058
1035;0,0073
1036;0,0066
1037;0,0066
1038;0,0071
1039;0,0079
1040;0,0079
1041;0,0061
1042;0,0075
1043;0,0088
1044;0,0089
1045;0,0069
1046;0,0078
1047;0,0088
1048;0,0069
1049;0,0079
1050;0,0058
1051;0,0082
1052;0,0071
1053;0,0073
1054;0,007
1055;0,0072
1056;0,0058
1057;0,0079
1058;0,0074
1059;0,0059
1060;0,0098
1061;0,0102
1062;0,009
1063;0,0108
1064;0,0082
1065;0,007
1066;0,0087
1067;0,0066
1068;0,0068
1069;0,0091
1070;0,0085
1071;0,0113
1072;0,0115
1073;0,0073
1074;0,0112
1075;0,0104
1076;0,0095
1077;0,0091
1078;0,0095
1079;0,0079
1080;0,0107
1081;0,0076
1082;0,0108
1083;0,0121
1084;0,0061
1085;0,0068
1086;0,0101
1087;0,0153
1088;0,01
1089;0,0121
1090;0,012
1091;0,0098
1092;0,0082
1093;0,0099
1094;0,0168
1095;0,0092
1096;0,0157
1097;0,0057
1098;0,0177
1099;0,0167
1100;0,0166
