SP02_150725.csv;;Schick;30.07.2025 16:06:24;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
465;0,0206
466;0,0201
467;0,0201
468;0,02
469;0,0195
470;0,0195
471;0,0195
472;0,019
473;0,0191
474;0,0186
475;0,0187
476;0,0186
477;0,0183
478;0,0182
479;0,0182
480;0,0178
481;0,0176
482;0,0176
483;0,0167
484;0,0172
485;0,0171
486;0,017
487;0,0169
488;0,0167
489;0,0166
490;0,0163
491;0,0164
492;0,0162
493;0,0161
494;0,0161
495;0,0157
496;0,016
497;0,0156
498;0,0152
499;0,0154
500;0,015
501;0,0149
502;0,015
503;0,0148
504;0,0147
505;0,0146
506;0,0147
507;0,0142
508;0,0143
509;0,0138
510;0,0141
511;0,0142
512;0,0136
513;0,0142
514;0,0141
515;0,0134
516;0,0131
517;0,0135
518;0,0131
519;0,0131
520;0,0131
521;0,0129
522;0,0131
523;0,0125
524;0,0125
525;0,0126
526;0,0124
527;0,0123
528;0,0124
529;0,0122
530;0,0124
531;0,0123
532;0,0118
533;0,0119
534;0,0119
535;0,0116
536;0,0117
537;0,0115
538;0,0115
539;0,0115
540;0,0116
541;0,0114
542;0,0112
543;0,0113
544;0,0111
545;0,0112
546;0,0107
547;0,0106
548;0,0106
549;0,0104
550;0,0104
551;0,0107
552;0,0104
553;0,0103
554;0,0106
555;0,0102
556;0,0109
557;0,0101
558;0,0104
559;0,0104
560;0,0098
561;0,0095
562;0,0105
563;0,0099
564;0,0103
565;0,0096
566;0,0096
567;0,0098
568;0,0097
569;0,0096
570;0,0095
571;0,0099
572;0,0096
573;0,0094
574;0,0095
575;0,0092
576;0,0096
577;0,0088
578;0,0092
579;0,0099
580;0,0098
581;0,0095
582;0,0087
583;0,0089
584;0,0091
585;0,0091
586;0,0091
587;0,0088
588;0,0093
589;0,0088
590;0,0089
591;0,0087
592;0,0086
593;0,0087
594;0,0087
595;0,0088
596;0,0087
597;0,0084
598;0,0087
599;0,0086
600;0,0082
601;0,0082
602;0,0078
603;0,0078
604;0,0082
605;0,0081
606;0,0082
607;0,0078
608;0,0081
609;0,0082
610;0,0083
611;0,0078
612;0,0083
613;0,0074
614;0,0081
615;0,0079
616;0,0085
617;0,0083
618;0,008
619;0,0079
620;0,0078
621;0,0075
622;0,0077
623;0,0082
624;0,0077
625;0,0079
626;0,0077
627;0,0077
628;0,0078
629;0,0083
630;0,0079
631;0,0077
632;0,0073
633;0,0076
634;0,0082
635;0,0073
636;0,0076
637;0,008
638;0,0069
639;0,0082
640;0,0066
641;0,0073
642;0,0071
643;0,0071
644;0,0067
645;0,0075
646;0,007
647;0,0074
648;0,0079
649;0,0072
650;0,0077
651;0,0075
652;0,0073
653;0,0076
654;0,0074
655;0,0071
656;0,0081
657;0,0079
658;0,0083
659;0,0078
660;0,0078
661;0,008
662;0,0086
663;0,0082
664;0,0083
665;0,0072
666;0,0085
667;0,0092
668;0,0081
669;0,0081
670;0,0105
671;0,0088
672;0,0096
673;0,0093
674;0,0093
675;0,0099
676;0,0096
677;0,0096
678;0,0097
679;0,0094
680;0,0094
681;0,0095
682;0,0089
683;0,009
684;0,0085
685;0,0085
686;0,0081
687;0,008
688;0,0077
689;0,008
690;0,0075
691;0,0076
692;0,0063
693;0,0071
694;0,0067
695;0,0064
696;0,0066
697;0,0065
698;0,0058
699;0,0059
700;0,0055
701;0,0062
702;0,0055
703;0,0051
704;0,0059
705;0,0055
706;0,0047
707;0,0053
708;0,0057
709;0,0063
710;0,0059
711;0,0044
712;0,0045
713;0,0048
714;0,005
715;0,0053
716;0,0052
717;0,0047
718;0,0051
719;0,0043
720;0,0054
721;0,0046
722;0,004
723;0,005
724;0,0047
725;0,0051
726;0,0056
727;0,0048
728;0,0047
729;0,0045
730;0,0042
731;0,0053
732;0,0046
733;0,0042
734;0,005
735;0,0042
736;0,0045
737;0,005
738;0,0041
739;0,0044
740;0,0045
741;0,0038
742;0,0036
743;0,004
744;0,0046
745;0,0052
746;0,0052
747;0,0028
748;0,0049
749;0,0039
750;0,0049
751;0,0034
752;0,0043
753;0,0043
754;0,0049
755;0,0043
756;0,0043
757;0,0048
758;0,004
759;0,0038
760;0,0044
761;0,0039
762;0,0045
763;0,0034
764;0,004
765;0,0035
766;0,0044
767;0,0034
768;0,0038
769;0,0043
770;0,0035
771;0,0042
772;0,0036
773;0,0036
774;0,0027
775;0,004
776;0,0037
777;0,004
778;0,0036
779;0,004
780;0,0036
781;0,0033
782;0,0043
783;0,0037
784;0,0029
785;0,0053
786;0,0042
787;0,0049
788;0,0046
789;0,0035
790;0,0039
791;0,0029
792;0,004
793;0,0037
794;0,0041
795;0,0043
796;0,0033
797;0,0031
798;0,0034
799;0,0033
800;0,0034
801;0,0042
802;0,0035
803;0,0039
804;0,0026
805;0,0036
806;0,0037
807;0,0044
808;0,0041
809;0,003
810;0,0033
811;0,003
812;0,0033
813;0,0044
814;0,0041
815;0,0032
816;0,0034
817;0,0026
818;0,0039
819;0,0033
820;0,0039
821;0,004
822;0,0035
823;0,0034
824;0,0037
825;0,0033
826;0,0036
827;0,0035
828;0,0033
829;0,0034
830;0,0037
831;0,0035
832;0,0042
833;0,003
834;0,0034
835;0,0031
836;0,0034
837;0,0025
838;0,0034
839;0,0033
840;0,0034
841;0,0035
842;0,0034
843;0,003
844;0,0046
845;0,0034
846;0,004
847;0,0037
848;0,0039
849;0,0034
850;0,0021
851;0,0028
852;0,0033
853;0,0032
854;0,0027
855;0,0032
856;0,0028
857;0,0039
858;0,0023
859;0,0043
860;0,002
861;0,0025
862;0,0027
863;0,0026
864;0,0036
865;0,0026
866;0,0032
867;0,0034
868;0,0032
869;0,0028
870;0,0022
871;0,0031
872;0,0039
873;0,0031
874;0,0036
875;0,0023
876;0,0034
877;0,0039
878;0,0033
879;0,0037
880;0,0031
881;0,0034
882;0,0032
883;0,0033
884;0,003
885;0,0032
886;0,0032
887;0,0034
888;0,0035
889;0,003
890;0,0036
891;0,003
892;0,0034
893;0,0035
894;0,0034
895;0,0035
896;0,0033
897;0,0032
898;0,0032
899;0,0024
900;0,0031
901;0,0031
902;0,003
903;0,0032
904;0,0025
905;0,0031
906;0,003
907;0,0028
908;0,0026
909;0,0032
910;0,0035
911;0,0032
912;0,0028
913;0,0029
914;0,0035
915;0,0034
916;0,0031
917;0,0028
918;0,0032
919;0,0028
920;0,0033
921;0,0033
922;0,0028
923;0,0029
924;0,0038
925;0,004
926;0,0036
927;0,003
928;0,0027
929;0,0034
930;0,0032
931;0,0036
932;0,0038
933;0,0034
934;0,0038
935;0,003
936;0,0039
937;0,0033
938;0,0034
939;0,0031
940;0,0029
941;0,0034
942;0,0025
943;0,0036
944;0,0036
945;0,0033
946;0,003
947;0,0034
948;0,0033
949;0,0026
950;0,0038
951;0,0028
952;0,0031
953;0,0029
954;0,0027
955;0,0026
956;0,0031
957;0,0029
958;0,0029
959;0,0025
960;0,0021
961;0,002
962;0,0027
963;0,0026
964;0,0029
965;0,0025
966;0,0021
967;0,0025
968;0,002
969;0,0025
970;0,0026
971;0,0021
972;0,0021
973;0,0018
974;0,0021
975;0,0027
976;0,0016
977;0,0022
978;0,0024
979;0,0025
980;0,0024
981;0,0024
982;0,0025
983;0,0021
984;0,0026
985;0,0027
986;0,0023
987;0,0029
988;0,0024
989;0,0024
990;0,003
991;0,0025
992;0,0023
993;0,0026
994;0,0026
995;0,0026
996;0,003
997;0,0029
998;0,0032
999;0,0022
1000;0,0025
1001;0,0031
1002;0,0013
1003;0,0025
1004;0,0019
1005;0,0028
1006;0,0026
1007;0,0036
1008;0,0033
1009;0,0026
1010;0,0025
1011;0,002
1012;0,0028
1013;0,0022
1014;0,0032
1015;0,0029
1016;0,0023
1017;0,0024
1018;0,003
1019;0,0031
1020;0,0028
1021;0,0019
1022;0,0037
1023;0,0029
1024;0,0034
1025;0,002
1026;0,0025
1027;0,0028
1028;0,0023
1029;0,0034
1030;0,0035
1031;0,0022
1032;0,0028
1033;0,0012
1034;0,0031
1035;0,0031
1036;0,001
1037;0,0027
1038;0,0025
1039;0,0025
1040;0,0028
1041;0,002
1042;0,002
1043;0,0023
1044;0,0032
1045;0,0011
1046;0,0014
1047;0,0018
1048;0,0022
1049;0,003
1050;0,0008
1051;0,0029
1052;0,0027
1053;0,0029
1054;0,0035
1055;0,0044
1056;0,0039
1057;0,0043
1058;0,0039
1059;0,004
1060;0,004
1061;0,0031
1062;0,0014
1063;0,0012
1064;0,0044
1065;0,005
1066;0,0061
1067;0,0048
1068;0,0035
1069;0,0028
1070;0,0034
1071;0,0043
1072;0,0031
1073;0,0032
1074;0,0023
1075;0,0023
1076;0,0055
1077;0,0011
1078;0,0062
1079;0,0034
1080;0,0076
1081;0,0045
1082;0,004
1083;0,0058
1084;0,0036
1085;0,0019
1086;0,0052
1087;0,0069
1088;0,0042
1089;0,0092
1090;0,0098
1091;0,0078
1092;0,0047
1093;0,0039
1094;0,0091
1095;0,0046
1096;0,0066
1097;0,0006
1098;0,0024
1099;0,0059
1100;0,0071
