AP01_1006.csv;;Schick;17.06.2025 11:08:24;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
405;0,0551
406;0,0547
407;0,0541
408;0,0535
409;0,0529
410;0,0523
411;0,0516
412;0,0511
413;0,0505
414;0,05
415;0,0494
416;0,049
417;0,0483
418;0,0478
419;0,0474
420;0,047
421;0,0463
422;0,0458
423;0,0453
424;0,0448
425;0,0443
426;0,0437
427;0,0432
428;0,0425
429;0,0422
430;0,0416
431;0,0411
432;0,0404
433;0,04
434;0,0396
435;0,0393
436;0,0389
437;0,0383
438;0,0379
439;0,0374
440;0,037
441;0,0366
442;0,0364
443;0,0359
444;0,0356
445;0,0353
446;0,0347
447;0,0345
448;0,0342
449;0,0338
450;0,0335
451;0,0332
452;0,0328
453;0,0325
454;0,0321
455;0,0319
456;0,0319
457;0,0309
458;0,0312
459;0,031
460;0,0306
461;0,0304
462;0,0302
463;0,0297
464;0,0295
465;0,0295
466;0,0292
467;0,0289
468;0,0286
469;0,0283
470;0,0283
471;0,0279
472;0,0278
473;0,0276
474;0,0274
475;0,027
476;0,027
477;0,0266
478;0,0264
479;0,0261
480;0,0261
481;0,0259
482;0,0258
483;0,0249
484;0,0252
485;0,025
486;0,0249
487;0,0247
488;0,0246
489;0,0244
490;0,024
491;0,024
492;0,0237
493;0,0235
494;0,0231
495;0,0229
496;0,0228
497;0,0226
498;0,0225
499;0,0225
500;0,0223
501;0,022
502;0,0217
503;0,0215
504;0,0216
505;0,0213
506;0,0205
507;0,021
508;0,0209
509;0,0201
510;0,0201
511;0,0202
512;0,0198
513;0,0197
514;0,0197
515;0,0194
516;0,0193
517;0,0191
518;0,019
519;0,0188
520;0,0184
521;0,0185
522;0,0183
523;0,0178
524;0,0179
525;0,018
526;0,0176
527;0,0174
528;0,0174
529;0,0174
530;0,017
531;0,0168
532;0,0168
533;0,0167
534;0,0165
535;0,0165
536;0,0165
537;0,0165
538;0,0161
539;0,016
540;0,0158
541;0,0157
542;0,0156
543;0,0154
544;0,0154
545;0,0154
546;0,0149
547;0,015
548;0,0152
549;0,0148
550;0,0148
551;0,0145
552;0,0143
553;0,0141
554;0,014
555;0,014
556;0,0143
557;0,0136
558;0,0135
559;0,0138
560;0,0134
561;0,0136
562;0,014
563;0,0129
564;0,0129
565;0,0133
566;0,0133
567;0,0125
568;0,0127
569;0,0124
570;0,0127
571;0,0129
572;0,0128
573;0,0125
574;0,0121
575;0,0124
576;0,0126
577;0,0122
578;0,012
579;0,0121
580;0,0118
581;0,012
582;0,0117
583;0,0117
584;0,0115
585;0,0116
586;0,0113
587;0,0117
588;0,0113
589;0,0111
590;0,0116
591;0,0108
592;0,0112
593;0,011
594;0,0107
595;0,0112
596;0,0108
597;0,0106
598;0,0103
599;0,0106
600;0,0104
601;0,0103
602;0,0105
603;0,0109
604;0,0106
605;0,0099
606;0,0106
607;0,0104
608;0,0108
609;0,0111
610;0,0103
611;0,0103
612;0,0102
613;0,0099
614;0,01
615;0,0103
616;0,0097
617;0,0095
618;0,0096
619;0,0101
620;0,0097
621;0,01
622;0,0095
623;0,0094
624;0,0097
625;0,0102
626;0,0098
627;0,0089
628;0,0086
629;0,0092
630;0,0093
631;0,0095
632;0,009
633;0,0092
634;0,0093
635;0,0087
636;0,0089
637;0,0092
638;0,0095
639;0,0093
640;0,0093
641;0,0088
642;0,0093
643;0,0096
644;0,0094
645;0,0095
646;0,0087
647;0,0087
648;0,0092
649;0,008
650;0,0081
651;0,0088
652;0,0085
653;0,0085
654;0,0087
655;0,0086
656;0,0087
657;0,008
658;0,0084
659;0,0081
660;0,008
661;0,0077
662;0,0085
663;0,009
664;0,0078
665;0,0078
666;0,0079
667;0,0081
668;0,0072
669;0,0083
670;0,0078
671;0,0082
672;0,0075
673;0,0076
674;0,0076
675;0,0079
676;0,0076
677;0,0074
678;0,0075
679;0,0076
680;0,0078
681;0,0079
682;0,0079
683;0,0079
684;0,0075
685;0,0075
686;0,0075
687;0,0071
688;0,0071
689;0,0081
690;0,0072
691;0,0077
692;0,0072
693;0,0068
694;0,0071
695;0,0073
696;0,0071
697;0,0071
698;0,0065
699;0,0069
700;0,0071
701;0,0071
702;0,0077
703;0,0064
704;0,0067
705;0,0071
706;0,0068
707;0,0065
708;0,0073
709;0,0064
710;0,0075
711;0,0066
712;0,0067
713;0,0071
714;0,0069
715;0,0067
716;0,0072
717;0,0072
718;0,0068
719;0,0069
720;0,006
721;0,0074
722;0,0062
723;0,0065
724;0,0067
725;0,006
726;0,0068
727;0,007
728;0,0066
729;0,0068
730;0,0069
731;0,0067
732;0,0079
733;0,0059
734;0,0067
735;0,0076
736;0,0056
737;0,0066
738;0,0058
739;0,0064
740;0,0067
741;0,0059
742;0,0064
743;0,0068
744;0,0062
745;0,0072
746;0,0055
747;0,0047
748;0,0067
749;0,0068
750;0,0069
751;0,0063
752;0,0069
753;0,0073
754;0,0065
755;0,0065
756;0,006
757;0,0057
758;0,0067
759;0,0066
760;0,0056
761;0,0065
762;0,0065
763;0,0064
764;0,0059
765;0,0067
766;0,0056
767;0,0062
768;0,006
769;0,0063
770;0,0059
771;0,0068
772;0,0057
773;0,0066
774;0,0062
775;0,0072
776;0,006
777;0,0056
778;0,0053
779;0,0058
780;0,0057
781;0,006
782;0,0059
783;0,0057
784;0,0064
785;0,0054
786;0,005
787;0,0055
788;0,0056
789;0,005
790;0,0058
791;0,0059
792;0,0052
793;0,0059
794;0,0059
795;0,0058
796;0,0057
797;0,006
798;0,0057
799;0,0057
800;0,0066
801;0,0061
802;0,0062
803;0,0056
804;0,0049
805;0,0056
806;0,0057
807;0,0043
808;0,006
809;0,0044
810;0,0057
811;0,0067
812;0,0058
813;0,0062
814;0,0046
815;0,0056
816;0,0055
817;0,0054
818;0,0049
819;0,0045
820;0,0055
821;0,0049
822;0,0048
823;0,0046
824;0,0051
825;0,0049
826;0,0043
827;0,0052
828;0,0045
829;0,0051
830;0,0051
831;0,0055
832;0,006
833;0,005
834;0,0054
835;0,0044
836;0,0051
837;0,0056
838;0,005
839;0,0051
840;0,0055
841;0,0059
842;0,0055
843;0,0055
844;0,0049
845;0,0056
846;0,0042
847;0,0055
848;0,0058
849;0,0058
850;0,0059
851;0,0054
852;0,0059
853;0,0058
854;0,0058
855;0,0046
856;0,0067
857;0,0054
858;0,0045
859;0,0054
860;0,0066
861;0,0052
862;0,0057
863;0,0052
864;0,0048
865;0,0046
866;0,0061
867;0,005
868;0,0054
869;0,005
870;0,006
871;0,0056
872;0,0056
873;0,0049
874;0,0047
875;0,0037
876;0,0053
877;0,0046
878;0,0053
879;0,0044
880;0,0047
881;0,0044
882;0,0048
883;0,0043
884;0,0045
885;0,0043
886;0,0039
887;0,0038
888;0,0046
889;0,0051
890;0,0048
891;0,0048
892;0,005
893;0,0049
894;0,0046
895;0,004
896;0,004
897;0,0043
898;0,0039
899;0,0042
900;0,0052
901;0,0043
902;0,0045
903;0,004
904;0,0044
905;0,0041
906;0,0039
907;0,0043
908;0,0038
909;0,0044
910;0,0032
911;0,0042
912;0,0044
913;0,0042
914;0,0048
915;0,0043
916;0,0042
917;0,0042
918;0,0043
919;0,0036
920;0,0045
921;0,0039
922;0,0041
923;0,0037
924;0,0038
925;0,0041
926;0,0049
927;0,0047
928;0,0037
929;0,003
930;0,0034
931;0,0034
932;0,0028
933;0,0033
934;0,0039
935;0,0037
936;0,0036
937;0,0041
938;0,0042
939;0,0042
940;0,0038
941;0,0041
942;0,004
943;0,0041
944;0,0043
945;0,0039
946;0,003
947;0,0038
948;0,0037
949;0,0037
950;0,0038
951;0,0034
952;0,0038
953;0,0039
954;0,0036
955;0,0044
956;0,0034
957;0,0035
958;0,0037
959;0,0033
960;0,0033
961;0,0032
962;0,0042
963;0,0039
964;0,0039
965;0,0042
966;0,0035
967;0,0039
968;0,0034
969;0,0043
970;0,0037
971;0,0042
972;0,004
973;0,0037
974;0,0043
975;0,0042
976;0,004
977;0,0041
978;0,0035
979;0,0036
980;0,0035
981;0,0034
982;0,0036
983;0,0031
984;0,0038
985;0,0037
986;0,004
987;0,0033
988;0,0041
989;0,0046
990;0,0041
991;0,0043
992;0,0031
993;0,0034
994;0,0035
995;0,0033
996;0,0038
997;0,0034
998;0,0041
999;0,0043
1000;0,0037
1001;0,003
1002;0,0037
1003;0,0042
1004;0,0036
1005;0,0035
1006;0,0028
1007;0,0032
1008;0,0034
1009;0,0037
1010;0,0033
1011;0,004
1012;0,0038
1013;0,0035
1014;0,0038
1015;0,0044
1016;0,0044
1017;0,0044
1018;0,0039
1019;0,0039
1020;0,0036
1021;0,0035
1022;0,0046
1023;0,002
1024;0,004
1025;0,0041
1026;0,0049
1027;0,0035
1028;0,0051
1029;0,0058
1030;0,0057
1031;0,0064
1032;0,0052
1033;0,0045
1034;0,0032
1035;0,0042
1036;0,0056
1037;0,004
1038;0,0056
1039;0,0026
1040;0,0043
1041;0,0053
1042;0,0057
1043;0,004
1044;0,0057
1045;0,0035
1046;0,0048
1047;0,0057
1048;0,0042
1049;0,0035
1050;0,005
1051;0,0051
1052;0,0054
1053;0,0055
1054;0,0044
1055;0,0034
1056;0,0002
1057;0,0038
1058;0,0059
1059;0,0027
1060;0,0047
1061;0,0032
1062;0,0062
1063;0,0044
1064;0,0062
1065;0,0022
1066;0,0018
1067;0,0037
1068;0,0038
1069;0,0061
1070;0,0031
1071;-0,0003
1072;0,0036
1073;0,0047
1074;0,0032
1075;0,0013
1076;0,0046
1077;0,0039
1078;0,004
1079;0,0033
1080;0,0023
1081;0,005
1082;0,006
1083;0,0073
1084;0,0068
1085;0,0023
1086;0,0081
1087;-0,0013
1088;-0,0015
1089;-0,0022
1090;0,0033
1091;0,0009
1092;0,0051
1093;0,0008
1094;0,012
1095;-0,0017
1096;-0,0001
1097;-0,0011
1098;0,0063
1099;0,0052
1100;0,0008
