"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name:","SP02_240625"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","30/07/2025 13:20:25"
"Comments"
"[Instrument Information]"
"Instrument Name:","Fluoro"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500667SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","3D"
"EX Wavelength Start:","240.0 nm"
"EX Wavelength End:","450.0 nm"
"Data Interval:","5.0 nm"
"EM Wavelength Start:","250.0 nm"
"EM Wavelength End:","600.0 nm"
"Data Interval:","2.0 nm"
"Scan Speed:","6000 nm/min"
"[Instrument]"
"EX Bandwidth:","3.0 nm"
"EM Bandwidth:","3.0 nm"
"Sensitivity:","High"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"SP02_240625.fs3f - CorrectionData"
285,-21.995,-24.497,-13.522,-11.715,-10.997,-12.249,-14.289,-12.398,-10.130,-9.362,-8.001,-7.639,-8.076,-5.439,-3.068,47.397,790.134,2534.143,2335.052,606.904,44.795,3.193,-0.503,2.634,3.254,7.107,11.346,6.826,10.374,9.040,12.131,23.737,34.498,53.633,52.606,52.015,57.152,58.429,67.408,66.556,70.093,74.226,81.201,84.725,87.497,93.592,89.350,85.032,85.367,81.108,74.711,82.031,87.572,80.226,81.108,72.132,68.693,67.752,62.073,56.903,55.536,59.628,57.645,51.446,47.487,48.889,50.834,40.794,41.870,38.617,38.827,34.487,35.966,35.823,38.772,35.315,38.638,34.337,32.943,30.962,32.501,31.265,32.768,32.688,30.813,31.877,35.828,31.511,32.514,30.547,31.356,33.791,27.253,27.536,30.270,28.073,24.507,33.484,25.660,27.702,28.629,27.805,28.110,22.068,26.715,27.260,26.049,28.672,27.714,20.650,23.481,20.767,25.590,21.031,20.156,19.588,21.138,17.439,21.338,21.283,19.111,17.617,19.043,18.238,16.063,18.427,18.370,20.296,16.433,16.663,15.273,13.974,12.785,14.427,16.186,11.252,13.926,13.493,11.661,9.454,8.001,8.842,9.983,10.082,9.514,8.080,10.195,6.867,8.501,4.844,5.958,4.334,7.503,5.302,5.006,5.039,12.683,61.468,208.703,460.854,682.083,611.048,318.226,103.103,13.594,5.262,2.904,3.253,1.105,2.994,2.940,4.728,1.836,2.860,1.490,-0.838,
290,-24.318,-16.660,-16.176,-14.421,-12.810,-10.561,-8.321,-7.978,-6.877,-9.068,-7.716,-8.570,-7.976,-5.534,-6.064,-4.940,-3.126,13.907,324.316,1807.677,2814.304,1457.475,171.588,7.562,4.966,1.968,3.580,5.825,6.487,7.043,9.320,11.565,16.001,28.303,50.544,82.369,92.128,91.935,92.055,81.333,83.738,90.491,102.613,108.804,128.774,112.038,111.896,107.769,102.214,103.813,108.324,106.003,104.933,90.838,99.217,84.349,83.156,79.233,77.372,72.061,68.451,67.243,67.633,62.741,58.852,54.635,53.461,52.571,49.501,49.379,48.657,43.234,43.805,41.982,41.021,41.299,37.547,37.603,37.217,37.445,37.194,34.691,37.613,34.651,34.582,35.225,33.440,35.752,31.488,33.568,31.564,33.976,31.604,30.896,28.851,27.992,33.187,28.274,30.590,28.669,25.605,29.077,25.761,25.334,31.031,24.124,26.335,26.561,27.167,22.736,22.210,25.767,24.772,22.848,21.211,18.670,20.344,21.765,22.812,21.738,18.090,16.856,18.232,19.928,20.179,20.197,15.940,14.850,15.540,14.520,18.600,15.127,13.152,17.360,12.635,11.700,13.753,10.850,13.171,10.405,8.786,11.780,9.561,8.309,6.761,10.219,6.985,6.463,5.267,7.467,6.249,2.445,4.285,3.522,5.958,3.162,3.374,4.732,2.362,6.322,1.657,14.361,75.881,219.374,509.223,694.540,618.838,301.758,78.336,9.001,3.527,3.768,2.986,-0.817,3.082,-0.132,
295,-21.466,-13.634,-15.108,-10.446,-4.760,-8.997,-7.585,-7.780,-10.533,-6.925,-5.406,-6.453,-3.773,-5.108,-4.292,-1.499,-3.050,-2.657,-1.746,-2.895,95.994,884.448,2703.088,2153.335,572.332,36.058,1.444,1.868,3.094,4.753,5.545,7.761,9.667,21.768,47.549,67.016,80.205,92.848,103.483,109.206,100.998,111.669,111.771,130.377,122.459,135.448,123.812,121.459,126.045,117.210,114.168,116.252,105.847,109.318,106.457,98.407,87.744,89.444,83.391,79.816,76.786,77.198,70.803,67.300,67.516,64.455,64.771,57.498,54.992,56.810,52.505,46.534,45.158,42.009,42.690,44.069,46.340,41.163,42.359,32.833,41.014,35.104,37.050,37.245,36.979,38.888,34.354,34.270,35.178,30.306,32.840,32.211,31.328,31.482,32.542,28.518,31.151,31.898,35.089,27.576,28.864,30.327,26.950,29.226,25.132,27.611,27.024,25.048,20.884,23.397,25.065,21.413,25.071,22.188,21.455,21.915,22.247,20.074,19.426,20.244,20.253,20.606,20.761,13.959,15.119,16.032,16.589,15.024,14.449,14.969,15.292,14.813,15.747,12.806,13.317,9.694,11.568,10.329,12.112,8.185,7.904,8.985,10.632,6.641,6.799,10.590,8.595,7.666,9.823,8.089,4.388,6.337,6.028,4.154,3.822,5.357,4.728,4.193,4.441,4.644,4.305,2.322,3.635,-0.153,2.564,4.063,13.137,71.612,256.174,511.039,674.160,528.130,259.078,64.944,5.902,2.381,
300,-19.817,-15.616,-12.456,-8.969,-10.355,-7.752,-8.302,-9.480,-5.604,-6.568,-5.858,-5.113,-4.799,-3.947,-4.453,-5.035,-4.131,-3.097,-1.647,-2.176,-2.014,-2.616,10.312,228.115,1456.002,2735.338,1364.645,228.206,7.259,2.579,4.792,4.560,8.990,21.699,48.674,62.443,74.836,81.198,89.440,93.965,105.832,128.894,142.513,147.222,145.841,142.710,131.196,123.896,128.722,124.790,115.901,124.139,123.007,115.270,112.366,110.029,97.655,95.918,89.190,84.435,80.377,80.560,78.048,76.767,65.976,68.289,61.625,61.429,56.558,56.969,54.150,51.070,50.845,47.532,51.224,44.615,46.298,41.274,43.878,40.170,41.241,43.833,35.317,39.441,38.964,37.489,36.988,37.966,32.749,35.189,34.871,33.056,33.825,34.168,31.251,35.307,33.458,29.799,31.226,31.504,30.469,31.668,28.191,28.569,24.654,26.135,25.524,24.181,24.585,23.985,23.850,20.584,23.672,22.415,23.259,23.175,21.988,22.921,21.170,20.171,19.699,16.363,17.164,17.054,15.195,16.240,15.311,14.462,13.492,14.643,14.772,11.427,13.591,11.753,11.735,9.258,10.793,11.088,9.712,13.028,11.295,8.735,9.080,8.405,8.352,8.280,8.405,7.512,6.985,7.264,4.597,2.898,4.573,5.519,4.619,5.460,4.626,6.521,1.729,2.815,4.484,2.473,2.709,3.267,3.177,3.663,2.392,-0.255,0.882,3.123,1.000,11.664,65.409,207.959,490.569,645.249,
305,-12.851,-13.726,-12.037,-7.739,-8.178,-8.542,-6.393,-6.692,-4.851,-6.064,-3.257,-6.150,-4.269,-5.613,-3.571,-4.289,-2.743,-3.232,-3.203,-2.898,-3.717,-2.481,-2.484,-2.289,0.092,67.935,783.406,2341.940,2054.998,582.457,35.016,5.872,10.795,20.655,38.572,56.130,71.548,84.476,85.065,87.749,90.265,100.809,123.758,131.878,150.790,146.845,143.941,134.841,124.654,118.422,113.535,120.863,111.071,115.269,108.037,106.515,102.087,88.146,89.960,82.363,81.215,81.060,75.507,74.399,70.345,64.914,65.852,64.390,56.549,52.306,53.998,50.665,46.604,47.742,49.989,45.315,44.015,44.447,44.758,45.591,43.774,40.643,39.104,40.681,35.744,39.096,37.198,39.352,37.393,34.882,33.691,33.804,35.170,33.141,32.819,32.627,31.725,33.303,31.677,32.785,29.100,29.757,27.042,30.234,26.593,24.449,26.615,25.960,22.543,24.933,24.690,26.140,21.771,25.079,21.281,20.972,20.897,21.487,18.483,18.205,19.774,15.818,16.134,17.576,17.791,15.447,15.095,15.445,14.099,13.818,14.126,12.735,10.465,11.683,10.968,10.442,10.641,11.428,8.722,9.531,10.478,9.899,8.351,6.541,9.619,7.634,7.273,7.620,7.063,5.249,6.464,4.107,3.890,6.780,5.221,5.464,2.734,8.191,0.912,2.788,4.056,2.665,3.445,3.023,2.577,3.473,2.949,1.441,2.196,0.041,0.671,2.589,2.148,0.544,-1.157,4.257,
310,-12.587,-11.813,-8.896,-9.584,-6.785,-5.410,-5.119,-6.767,-5.137,-4.836,-5.312,-4.908,-4.466,-4.840,-3.316,-3.383,-2.431,-2.259,-2.746,-2.032,-2.307,-1.594,-2.152,-2.016,-1.914,-0.087,0.012,5.444,269.431,1447.944,2469.891,1161.531,171.492,20.228,31.599,48.663,59.774,60.984,68.567,60.909,71.173,79.740,90.447,104.999,101.637,111.709,101.433,109.354,108.757,103.509,101.242,92.603,97.207,86.121,85.007,84.282,79.223,71.754,72.218,67.936,64.522,64.893,62.339,61.217,54.813,55.431,53.641,49.383,51.102,46.809,47.534,46.065,43.326,46.959,41.284,42.270,41.321,39.524,42.302,43.345,38.601,41.335,38.071,36.692,37.571,37.505,35.237,37.333,37.000,36.109,35.526,33.731,34.057,31.582,32.634,32.712,33.526,26.566,31.939,31.260,30.692,30.119,28.261,30.402,27.714,26.563,24.854,25.850,25.385,24.552,26.350,22.878,21.928,24.854,24.569,21.215,20.505,20.508,20.118,19.383,19.936,18.383,19.328,17.422,16.971,15.956,15.326,14.396,14.045,16.197,15.076,13.989,13.184,12.647,12.813,11.411,10.082,13.310,12.854,8.607,7.473,8.771,7.744,8.564,7.031,6.693,6.816,6.182,5.653,7.936,5.655,4.624,5.096,5.454,5.125,6.038,4.942,4.359,4.212,5.525,3.067,3.931,4.323,3.490,3.877,2.125,1.691,1.359,0.731,2.236,0.880,1.911,0.368,0.515,1.552,-0.085,
315,-14.832,-10.376,-8.614,-5.785,-5.526,-5.430,-6.407,-5.778,-4.832,-4.548,-4.445,-3.843,-3.778,-3.455,-3.571,-2.555,-2.466,-3.135,-2.822,-3.019,-2.460,-2.464,-2.512,-2.089,-1.496,-2.107,-1.196,-1.753,-0.810,0.514,36.950,574.121,1865.852,2028.289,591.822,82.685,44.195,49.544,50.426,54.631,57.199,64.362,67.568,76.597,80.842,79.939,78.064,77.135,75.165,79.189,81.266,88.183,85.070,83.269,68.421,66.900,60.939,62.157,57.881,55.886,54.955,52.832,53.471,54.106,47.893,49.697,47.778,44.500,48.405,41.412,42.381,38.845,41.416,37.846,39.527,36.866,40.164,32.662,38.164,34.774,35.365,37.126,36.653,35.516,37.089,34.844,37.550,36.142,34.182,33.695,35.281,31.635,30.770,30.530,29.901,32.250,31.277,32.381,27.817,28.287,29.404,27.616,28.482,27.844,28.439,26.838,25.118,25.051,24.726,23.104,21.883,23.586,22.831,22.957,20.490,20.152,17.726,18.924,19.412,17.215,17.170,17.440,19.011,15.579,15.527,16.835,15.643,13.722,14.636,11.784,11.607,12.531,13.611,14.434,10.345,11.250,12.296,8.730,10.325,9.209,8.521,8.127,9.085,7.323,9.989,6.746,6.229,7.228,6.980,6.413,5.827,6.739,5.475,6.320,5.179,5.157,5.059,4.493,2.656,3.426,2.836,2.755,2.640,2.531,2.004,2.822,2.246,2.416,2.971,3.695,2.352,2.089,2.562,1.360,0.991,0.610,
320,-8.073,-9.492,-6.473,-5.461,-4.789,-6.364,-5.060,-5.021,-3.903,-3.850,-3.735,-4.356,-2.911,-3.313,-3.418,-3.207,-2.228,-2.809,-2.919,-1.962,-1.861,-1.739,-1.632,-1.947,-1.709,-1.426,-1.614,-1.420,-0.367,0.035,0.112,1.171,10.103,187.821,1282.269,2141.403,1105.905,162.095,34.717,31.474,33.452,35.358,38.690,44.243,45.704,47.334,43.839,43.438,43.167,42.336,46.685,47.350,45.508,50.352,52.286,55.993,45.908,40.723,39.945,37.978,38.581,38.590,38.176,34.886,36.315,35.445,35.844,34.426,32.181,33.845,35.234,33.795,32.000,33.916,32.457,32.587,33.055,32.945,34.152,33.586,32.778,33.538,34.769,35.588,30.340,33.366,31.736,34.550,32.799,32.165,30.491,32.606,32.107,32.426,30.274,29.866,31.471,28.442,28.729,28.561,30.080,28.337,27.251,24.609,27.517,25.296,24.867,25.868,26.613,25.040,23.944,23.077,21.709,21.113,18.827,19.677,20.620,18.252,17.783,17.698,18.430,17.464,17.367,14.094,14.505,15.395,13.865,14.291,14.492,13.604,12.465,13.376,12.639,11.756,11.300,9.799,9.600,9.966,9.717,9.366,9.006,10.476,8.464,9.504,7.266,7.718,8.313,6.841,5.338,6.086,5.881,6.613,5.155,5.260,7.360,4.117,5.379,3.225,4.748,3.181,4.686,3.751,2.900,2.615,3.781,0.709,1.923,1.835,1.110,2.852,1.384,0.813,0.924,2.252,0.510,1.321,
325,-9.293,-10.367,-7.135,-3.994,-4.657,-4.746,-4.696,-3.407,-3.550,-3.945,-3.400,-3.276,-3.009,-2.827,-2.027,-2.954,-2.279,-2.759,-2.735,-2.342,-2.157,-2.155,-2.015,-1.824,-1.380,-1.464,-0.942,-1.482,-1.148,-1.531,-1.244,-1.424,-0.263,0.627,2.022,26.868,460.365,1749.054,1797.539,525.864,33.419,7.331,6.703,8.059,8.152,8.464,11.094,9.138,9.441,10.915,10.735,12.908,11.357,13.025,14.991,14.976,18.662,24.064,24.855,22.153,20.905,16.911,18.838,19.662,22.364,21.636,21.432,21.999,20.933,23.322,23.859,26.020,26.327,26.608,25.866,27.804,29.895,29.184,29.857,28.709,30.081,30.742,29.426,29.139,29.529,28.440,28.525,28.445,31.125,30.903,30.344,28.828,28.002,30.182,29.711,29.361,29.528,29.586,28.029,27.953,27.887,26.541,28.232,26.046,25.370,27.443,25.000,25.552,23.572,22.108,21.231,20.492,22.304,20.753,20.208,19.360,20.328,20.180,20.072,18.861,18.050,17.342,16.079,16.414,15.684,15.222,13.627,11.613,14.208,14.336,12.573,10.375,14.336,13.203,12.359,11.506,9.915,9.368,8.787,9.741,10.031,10.239,8.549,7.801,8.593,6.823,6.458,6.005,6.085,5.023,5.479,5.332,5.058,5.280,5.013,4.828,4.004,3.622,3.034,3.097,3.674,3.178,3.490,2.697,1.960,1.809,2.637,2.257,1.232,2.691,0.157,2.058,1.835,2.388,1.022,1.470,
330,-7.050,-9.004,-5.083,-2.928,-4.766,-2.912,-4.268,-4.362,-3.965,-4.018,-2.804,-2.723,-2.926,-3.128,-2.397,-2.871,-2.574,-2.516,-2.517,-1.963,-2.236,-1.778,-2.188,-1.205,-1.793,-0.935,-1.463,-1.606,-1.335,-1.406,-1.117,-1.359,-0.460,-1.166,-0.219,-0.196,0.031,4.689,121.423,946.672,1905.231,1058.972,145.674,5.344,2.092,2.017,2.223,2.315,3.135,2.636,5.627,4.096,5.129,6.700,7.272,8.303,9.043,9.429,12.874,16.245,20.587,20.198,21.642,19.261,18.539,15.778,16.840,18.915,20.037,19.302,20.474,21.593,23.410,22.071,22.119,22.773,25.560,23.938,26.808,26.955,26.207,26.944,26.792,27.116,28.545,25.878,28.575,30.095,28.504,26.363,28.893,27.809,27.872,27.398,27.994,30.253,25.892,25.643,27.784,28.459,26.416,27.464,24.492,26.919,25.178,22.497,25.266,23.463,21.989,22.440,22.393,23.732,21.746,20.680,19.816,19.549,19.961,19.462,18.676,19.668,18.272,15.812,15.791,16.015,16.259,15.130,14.666,15.965,14.138,12.665,12.585,11.897,10.339,11.275,12.473,9.714,10.905,9.288,9.066,10.854,8.395,7.952,6.990,8.251,8.066,7.104,7.363,6.214,6.031,7.664,4.706,5.386,5.173,6.136,4.984,4.783,4.771,3.895,5.141,3.769,2.906,2.300,4.771,3.623,3.039,2.933,1.814,1.687,2.360,1.371,1.864,1.438,1.634,1.032,1.151,1.094,
335,-5.907,-7.391,-4.919,-4.202,-4.248,-3.304,-3.366,-2.583,-2.813,-3.482,-2.360,-2.103,-1.913,-2.779,-2.599,-2.343,-1.754,-2.246,-1.807,-2.085,-2.248,-1.829,-1.853,-1.470,-2.019,-1.250,-1.631,-1.670,-1.046,-1.633,-1.277,-1.081,-0.986,-1.050,-0.733,-0.674,-0.632,0.025,-0.130,0.255,36.779,474.651,1595.228,1502.550,389.369,18.983,2.289,2.296,2.433,2.576,2.910,4.498,3.168,3.764,4.900,6.152,5.759,7.709,8.620,8.845,10.005,12.764,14.576,18.867,20.770,21.789,18.255,17.660,16.969,17.553,19.064,18.525,19.983,20.433,21.649,18.496,23.797,24.216,22.778,25.304,25.484,26.321,26.185,26.484,26.317,25.620,26.619,24.951,26.766,27.071,25.912,26.933,28.663,25.059,25.484,26.401,26.223,24.671,26.782,25.602,25.852,26.310,25.147,25.344,22.560,24.781,21.176,22.507,25.512,21.240,23.090,23.212,22.118,19.561,18.642,19.678,17.968,18.011,18.210,17.044,17.196,16.767,16.808,16.516,14.838,14.579,13.203,13.318,13.196,15.641,13.385,12.518,11.262,11.153,11.104,10.874,10.359,11.042,9.287,10.068,8.150,8.623,9.210,7.732,6.999,6.975,6.974,6.673,5.463,6.464,5.896,6.137,5.526,4.276,4.260,4.281,3.578,4.206,5.187,4.486,3.502,3.182,3.165,3.811,3.108,2.768,2.806,2.446,2.376,1.098,1.967,2.039,2.246,0.857,1.134,1.026,
340,-7.040,-5.507,-4.364,-3.767,-3.963,-2.838,-3.144,-2.836,-2.490,-2.895,-2.550,-2.500,-2.660,-2.010,-1.960,-2.063,-1.979,-1.619,-1.823,-1.576,-1.476,-1.352,-1.781,-1.712,-1.009,-1.405,-1.309,-1.424,-1.107,-1.570,-0.817,-1.168,-1.432,-0.977,-0.599,-0.446,-0.529,-0.785,-0.737,-0.201,-0.042,-0.239,3.130,125.558,916.027,1733.265,909.108,126.353,3.493,1.522,1.569,2.231,1.900,3.070,4.959,4.823,5.154,6.122,6.307,6.294,8.553,8.533,9.001,9.697,12.357,15.025,17.107,19.611,20.229,17.748,17.410,17.813,17.545,17.734,18.532,20.252,19.303,22.767,23.042,22.163,22.106,24.323,22.658,26.177,22.792,24.323,26.116,23.532,23.013,24.349,25.382,26.252,25.008,27.133,26.506,26.886,24.123,26.595,25.886,23.523,25.414,23.623,24.883,25.166,25.134,23.848,24.322,23.273,21.553,23.999,19.700,20.523,21.463,21.128,17.416,20.794,19.325,18.273,16.907,16.983,15.659,15.268,15.236,16.343,15.449,15.923,14.114,12.810,13.342,11.943,11.816,12.818,12.358,12.002,10.252,12.015,10.126,9.265,9.354,8.946,7.875,7.959,7.206,6.171,7.479,7.660,6.742,6.173,5.998,4.746,5.742,4.946,4.508,5.515,3.788,4.053,5.291,5.177,3.992,2.692,4.018,3.238,3.733,2.366,2.132,3.036,1.538,1.998,1.390,2.956,2.532,1.490,0.507,0.684,0.836,1.085,
345,-6.804,-4.534,-3.429,-4.873,-4.465,-2.920,-3.106,-4.030,-3.106,-2.588,-2.603,-1.982,-2.202,-2.161,-1.973,-1.840,-1.796,-2.071,-1.295,-1.716,-1.599,-1.766,-1.458,-1.667,-1.601,-1.739,-1.207,-0.803,-1.669,-1.464,-1.072,-1.130,-0.778,-0.957,-1.099,-0.528,-0.483,-0.470,-0.732,-0.382,-0.075,-0.028,0.005,-0.068,0.118,33.295,441.712,1433.538,1334.761,318.221,18.787,2.009,2.030,2.062,2.666,3.261,3.070,4.304,4.472,5.632,6.073,6.107,6.637,8.470,9.043,10.268,11.748,11.566,14.159,17.289,18.257,18.322,18.340,16.006,17.407,16.850,16.126,18.303,18.589,20.260,20.703,20.899,21.549,21.320,22.311,23.347,22.567,22.557,22.047,23.679,24.349,23.856,24.145,24.698,25.013,23.522,24.868,24.918,24.354,22.148,22.636,23.114,22.433,23.039,21.939,22.575,22.498,23.473,22.630,20.198,21.136,21.843,20.144,20.560,19.148,19.176,18.668,18.642,17.340,16.069,15.923,14.429,14.730,14.145,14.238,14.613,12.269,14.534,13.484,11.826,11.717,11.427,12.928,9.506,10.922,8.704,8.968,10.032,9.322,8.433,8.199,9.111,8.070,7.274,7.755,6.857,8.038,5.769,7.085,6.482,5.740,5.872,4.941,5.094,5.560,3.649,3.954,3.782,4.016,4.274,4.259,3.767,2.644,2.617,2.265,2.592,1.652,3.237,2.886,1.531,1.810,1.157,2.375,0.980,0.747,0.022,
350,-5.553,-5.363,-4.707,-3.830,-3.253,-3.139,-2.385,-2.447,-2.487,-2.790,-1.856,-1.821,-1.878,-2.000,-2.042,-2.066,-1.850,-1.737,-1.656,-1.741,-1.407,-1.404,-1.508,-1.341,-1.491,-1.447,-1.511,-1.253,-1.707,-1.008,-1.194,-0.984,-0.867,-0.926,-1.099,-0.851,-0.623,-0.752,-1.060,-0.310,-0.619,-0.418,-0.455,-0.248,-0.022,-0.712,0.400,6.016,192.129,1055.007,1554.940,616.143,60.934,2.364,1.939,2.324,2.782,2.667,3.404,3.178,3.718,5.122,5.244,6.925,8.037,6.998,7.565,8.193,9.840,10.310,11.635,14.083,14.904,18.627,19.023,18.392,16.263,14.454,17.142,16.296,18.761,16.542,19.239,19.283,19.846,20.231,20.230,21.980,21.877,21.738,21.722,22.103,20.081,21.413,20.780,21.184,22.313,21.744,22.270,22.259,22.269,23.105,22.985,21.140,21.163,21.124,21.454,21.872,21.893,19.589,19.508,19.700,18.537,17.873,17.812,17.751,18.087,16.504,16.366,16.029,17.273,16.079,15.090,13.566,14.127,12.326,12.971,12.957,13.114,11.558,11.636,11.666,9.837,10.454,10.506,10.950,9.120,9.269,9.061,9.575,10.035,7.828,8.154,6.670,6.845,8.014,7.801,7.030,6.140,6.791,5.830,5.420,6.113,5.459,4.756,4.273,4.260,4.904,5.222,3.088,3.078,3.609,2.397,3.525,2.793,3.526,2.627,1.389,1.111,2.429,1.814,1.798,1.583,2.467,1.084,1.162,
355,-6.398,-5.227,-2.682,-3.923,-3.425,-2.609,-2.387,-2.582,-1.813,-2.225,-1.656,-1.690,-2.161,-1.140,-1.356,-1.352,-1.697,-1.794,-1.521,-1.261,-1.392,-1.354,-1.437,-0.823,-1.065,-1.181,-1.152,-0.817,-1.017,-1.047,-0.997,-0.728,-0.641,-0.904,-0.582,-0.712,-1.065,-0.660,-0.707,-0.604,-0.401,-0.840,-0.522,-0.170,-0.604,-0.145,0.096,-0.039,0.150,0.899,30.672,459.366,1355.441,1189.067,268.599,15.731,1.588,2.027,1.989,2.264,2.956,3.569,3.934,3.958,5.130,5.890,5.811,6.815,7.353,7.799,8.458,8.951,9.420,10.656,11.981,15.916,17.365,18.776,18.220,16.497,16.059,16.610,17.295,17.216,16.485,17.747,18.527,17.937,20.048,20.276,20.173,19.344,19.238,19.810,21.479,22.141,20.486,21.467,20.097,20.492,21.168,21.152,20.633,21.044,20.224,19.118,19.423,18.687,20.073,20.761,17.594,17.805,17.899,17.247,18.390,16.399,16.317,15.287,15.115,14.543,14.565,14.708,13.793,14.083,13.079,12.989,13.489,13.832,12.015,12.995,11.818,11.243,10.783,9.661,10.191,9.700,9.236,10.014,9.275,9.588,8.227,8.936,7.419,6.930,6.507,6.285,6.895,6.278,5.026,6.195,4.933,5.424,5.351,4.761,4.481,5.086,3.362,4.225,3.666,2.965,4.175,3.766,3.729,2.551,3.248,2.838,1.646,2.579,1.846,2.706,1.716,1.237,2.098,1.206,1.379,1.023,
360,-5.722,-4.375,-3.997,-3.531,-3.054,-2.487,-2.126,-2.272,-2.171,-1.762,-2.438,-1.860,-1.943,-2.009,-1.337,-1.629,-1.576,-1.279,-1.282,-1.614,-1.145,-1.339,-0.840,-0.904,-1.107,-1.269,-1.134,-1.116,-0.858,-1.002,-1.001,-0.943,-1.109,-0.833,-0.800,-0.857,-0.635,-0.805,-0.837,-0.958,-0.496,-0.943,-0.190,-0.251,-0.577,-0.386,-0.405,-0.681,-0.026,-0.355,-0.206,0.149,6.645,153.253,902.546,1400.626,695.066,73.614,3.539,1.489,1.868,2.598,3.378,2.649,2.879,3.615,4.915,5.341,5.317,6.527,5.750,6.028,8.134,8.982,8.156,9.628,10.409,12.858,15.311,16.083,18.424,16.800,15.391,16.502,15.069,15.096,17.067,16.703,15.820,17.791,18.752,17.781,17.636,18.475,19.939,17.598,18.118,19.306,18.749,17.557,18.816,18.701,17.468,18.478,18.986,18.124,18.816,18.560,17.594,17.117,17.200,16.673,15.551,17.045,17.373,16.441,14.801,13.970,14.635,14.550,14.227,13.389,14.398,13.419,13.911,14.068,12.724,11.998,12.566,12.063,9.867,9.808,10.582,9.687,9.495,9.240,9.886,8.558,8.313,7.787,8.887,7.464,7.481,7.516,6.066,5.951,6.658,5.222,5.255,5.891,5.567,5.344,4.778,4.439,4.345,4.608,3.695,4.163,3.756,3.246,3.216,3.292,3.134,3.553,1.908,3.118,1.848,2.688,2.875,1.281,1.806,1.334,1.168,0.819,1.001,1.440,
365,-5.189,-3.773,-4.062,-3.007,-2.788,-1.977,-2.063,-1.334,-2.074,-1.922,-1.706,-1.785,-1.602,-1.583,-1.608,-1.389,-0.754,-1.104,-1.060,-1.159,-0.823,-1.188,-0.837,-1.441,-1.455,-1.359,-1.199,-0.766,-0.823,-0.721,-0.982,-0.946,-0.644,-0.979,-0.725,-0.838,-0.850,-1.039,-0.755,-0.780,-0.476,-0.788,-0.713,-0.283,-0.422,-0.621,0.063,-0.413,-0.455,-0.437,-0.210,-0.157,-0.026,0.209,1.308,41.138,363.794,1240.464,1097.685,259.169,11.003,1.088,1.659,2.163,2.161,2.311,3.245,2.970,3.781,4.659,4.160,5.408,5.506,5.931,7.120,6.909,7.975,8.554,9.041,10.581,11.362,13.414,13.944,16.199,15.766,15.265,14.113,14.812,13.596,14.015,14.843,15.946,16.462,16.777,16.727,17.009,16.898,17.505,17.280,17.581,16.777,16.651,17.540,16.505,17.171,16.131,18.185,16.573,16.430,15.247,15.525,16.459,17.125,14.790,15.276,15.245,14.564,14.504,13.091,13.334,13.165,13.122,12.217,12.712,12.395,12.069,13.050,10.974,11.141,10.715,8.789,10.935,10.284,8.892,9.748,7.209,9.565,8.735,7.852,8.080,7.690,7.934,7.331,6.680,6.865,5.383,6.675,5.941,5.422,4.917,5.655,5.343,4.471,3.397,4.404,3.959,4.433,3.388,4.174,3.697,4.175,3.916,2.622,1.939,3.139,2.545,2.952,2.680,2.178,1.855,2.740,1.690,2.068,1.996,1.908,1.226,
370,-4.014,-3.475,-2.699,-2.450,-2.301,-2.463,-2.082,-2.156,-2.207,-2.262,-1.911,-1.577,-1.094,-1.305,-1.337,-1.375,-1.226,-1.300,-1.112,-1.230,-1.340,-1.207,-1.193,-1.200,-1.287,-1.121,-0.935,-0.915,-0.981,-0.944,-0.945,-0.854,-0.891,-0.788,-1.007,-0.975,-0.684,-0.835,-0.788,-0.690,-0.958,-0.719,-0.825,-0.448,-0.506,-0.446,-0.493,-0.532,-0.362,-0.057,-0.175,-0.028,-0.146,0.073,-0.172,-0.225,0.007,3.977,107.758,709.224,1310.446,683.665,104.139,3.480,1.413,1.920,1.790,2.167,2.516,2.923,2.891,3.832,3.822,4.461,5.024,5.851,5.967,7.039,7.873,7.385,8.809,8.887,9.406,11.293,11.729,14.497,14.350,15.549,13.919,12.891,13.475,13.101,14.096,13.520,14.299,14.618,13.795,14.365,15.180,15.191,15.891,15.248,15.966,14.332,15.467,15.296,14.608,16.375,15.174,16.500,14.656,15.271,14.259,14.756,13.555,13.072,14.651,13.714,12.983,12.894,12.896,12.927,12.247,11.478,10.690,11.751,11.392,10.571,11.063,10.177,9.303,10.295,10.626,8.864,9.477,8.631,7.389,7.102,8.286,7.742,7.472,7.321,7.032,7.057,6.671,6.810,6.149,4.829,5.244,5.020,5.357,5.266,4.754,4.660,4.908,4.448,3.971,3.393,2.701,2.793,3.275,2.933,2.236,3.651,2.777,2.184,2.204,2.102,2.159,2.394,2.789,1.760,1.794,1.794,1.261,1.029,
