EX Wavelength/EM Wavelength,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,
240.0,-107.488,-120.49,-61.289,-69.163,-29.929,-15.559,-28.606,-35.218,-28.629,-54.396,-54.362,-39.714,-45.558,-46.866,-36.109,-31.657,-34.132,-44.709,-26.995,-15.882,-18.096,-19.501,-30.0,-30.446,-30.467,-11.68,-22.444,-14.596,-22.588,-21.41,-8.452,-14.075,-4.085,-5.424,13.915,7.065,20.483,12.712,15.29,14.168,25.354,26.512,35.299,38.503,36.049,44.315,44.259,42.038,35.386,43.032,28.011,34.46,44.251,51.294,36.39,36.075,51.436,30.96,19.81,21.303,34.87,47.812,34.609,46.864,23.612,31.86,26.18,34.955,34.466,12.693,15.686,35.333,23.145,31.277,15.958,19.049,27.99,21.393,15.17,26.985,9.299,12.058,29.925,16.162,17.267,18.997,15.414,15.091,14.62,23.962,16.364,16.122,20.922,8.97,13.269,7.676,13.572,18.55,9.298,14.244,12.313,13.888,17.907,16.276,14.816,3.536,14.265,-0.253,15.364,10.072,7.531,55.82,244.139,1031.806,2347.202,2918.897,2266.055,1066.666,291.542,53.649,15.281,8.131,8.215,-1.054,-1.032,3.702,1.165,8.535,11.892,-9.165,-1.972,-5.511,-4.172,6.595,-1.231,2.8,0.592,-2.952,-1.119,-12.176,-3.358,-13.95,-10.429,-14.263,-9.756,-12.45,-20.674,-13.325,-11.671,-11.758,-22.119,-25.549,-14.073,-17.339,-23.753,-21.922,-27.842,-16.689,-25.525,-30.211,-27.867,-34.942,-27.17,-23.756,-30.349,-31.486,-31.787,-37.338,-31.337,-25.353,-24.952,-31.34,-34.211,-29.948,-30.958,-34.038,
245.0,712.662,-12.887,-53.838,-47.594,-33.465,-58.094,-40.888,8.874,-20.836,-1.305,-26.511,-37.915,-40.533,-33.329,-29.232,-30.303,-26.5,-30.149,-18.072,-19.172,-18.72,-18.991,-26.657,-10.654,-12.417,-21.959,-3.8,-9.844,-10.424,-8.795,-8.14,-17.708,-7.055,5.055,-3.653,3.372,13.765,16.442,18.385,12.491,19.318,21.757,18.19,29.689,32.455,31.419,40.969,43.903,37.229,48.949,38.783,40.093,37.448,43.285,39.476,35.211,30.962,34.425,31.421,30.966,38.971,29.591,31.225,24.513,36.325,31.339,23.105,29.875,27.261,20.794,31.677,22.867,16.626,25.913,20.919,33.963,25.239,14.246,18.431,20.257,17.199,27.695,22.879,26.863,20.817,26.749,25.86,19.946,20.061,21.667,25.939,27.058,21.474,23.36,8.581,21.689,19.332,12.531,10.992,20.955,18.172,17.785,16.991,16.386,13.224,7.246,21.272,6.77,14.256,16.913,19.877,19.429,4.682,24.927,12.471,16.976,40.371,272.922,1057.657,2318.965,3210.656,2597.954,1414.123,378.237,71.413,8.701,13.386,9.402,7.426,0.217,3.8,4.738,2.753,-8.107,2.93,-0.403,5.675,-4.113,1.749,-4.269,0.104,5.208,-5.842,-0.546,-4.767,-8.588,-5.954,-16.774,-12.738,-6.321,-13.469,2.07,-7.447,-5.861,-16.905,-15.502,-13.895,-11.171,-18.82,-18.971,-20.348,-10.167,-12.39,-12.665,-7.846,-23.136,-17.857,-23.498,-20.806,-18.75,-19.03,-31.198,-14.347,-23.187,-28.359,-20.162,
250.0,25806.143,15310.798,2807.281,150.298,-16.983,-36.431,-6.513,-2.122,-20.059,-2.711,4.424,24.751,7.485,-0.31,-6.181,-22.68,-21.748,-20.146,-6.129,-19.014,-15.203,-6.815,-3.303,-9.98,-12.978,-0.641,-9.036,-6.556,-7.334,-1.568,-4.797,3.152,1.255,0.639,9.801,14.213,18.188,26.874,20.214,20.009,19.382,29.281,26.95,30.154,23.642,35.819,46.226,29.483,33.322,36.377,36.047,41.628,40.844,37.449,40.585,36.858,48.025,35.473,42.94,34.008,41.358,29.855,37.737,42.502,33.253,27.724,31.666,30.605,27.853,35.051,35.427,25.456,30.301,27.401,26.78,29.735,30.986,23.034,23.14,25.559,27.801,24.624,25.516,27.816,23.177,22.34,21.878,25.997,26.922,23.757,19.355,28.706,23.895,22.877,20.398,34.648,20.601,33.067,27.344,23.697,21.383,22.135,26.463,29.742,22.48,19.823,20.443,14.396,19.861,20.669,19.876,18.384,19.652,16.089,23.745,18.443,14.811,15.241,19.203,19.892,19.459,40.598,266.018,1190.354,2614.529,3550.753,2884.848,1505.342,453.995,73.428,10.86,12.544,15.732,9.505,4.458,2.803,1.229,6.218,-1.588,2.739,4.521,-0.943,-3.964,-1.366,8.578,-9.935,-1.005,13.354,8.167,-0.853,-1.732,-3.221,-4.278,-8.007,-12.53,-5.12,-12.741,-6.492,-12.95,-7.203,-13.791,-13.698,-14.786,-14.646,-11.887,-19.061,-15.847,-18.295,-8.756,-13.733,-15.387,-11.207,-7.908,-21.92,-22.857,-21.595,
255.0,1112.139,7696.748,23852.939,21486.987,7986.934,730.786,20.473,-7.177,1.662,-13.159,-14.247,0.474,1.469,23.486,39.905,17.964,4.893,-6.571,-13.616,-17.173,-9.918,-1.576,-13.177,-2.527,-10.708,6.686,-1.362,-5.752,0.236,4.839,4.177,3.817,13.727,6.696,27.126,17.16,19.714,25.957,17.297,18.115,23.259,29.975,26.977,34.358,50.906,39.68,37.855,38.815,42.608,45.95,47.19,45.259,32.243,32.139,32.975,34.796,34.27,48.764,42.439,53.681,44.806,35.94,43.55,37.478,30.806,32.508,50.015,38.447,33.446,34.469,44.784,41.755,38.163,34.746,33.675,27.146,34.472,36.353,32.294,38.148,31.522,33.188,32.429,43.545,25.328,32.247,29.404,42.503,29.524,30.197,32.625,33.991,40.304,27.029,36.595,37.725,33.315,37.45,29.94,29.129,36.024,36.389,41.821,38.027,26.232,33.93,38.165,30.228,29.778,37.445,34.233,26.655,21.533,24.753,38.335,28.17,36.635,31.221,24.537,22.073,30.779,25.964,14.771,24.017,31.81,33.801,66.671,340.456,1380.468,3309.451,4682.278,4133.9,2204.354,646.555,102.315,25.916,6.517,22.719,8.926,8.179,12.673,4.504,4.171,7.15,9.861,10.833,1.987,2.882,3.49,-0.223,-1.05,11.817,-0.695,5.771,7.458,7.327,9.499,7.679,-7.123,2.502,-9.212,-6.79,-7.379,-3.815,-7.872,-10.279,-9.039,-6.746,-9.438,-4.379,-9.481,-1.215,-7.197,-13.047,-18.821,-10.284,
260.0,-38.283,-12.486,94.391,2343.048,12778.266,24753.685,15380.987,3282.071,137.253,10.016,-7.76,13.05,12.458,-3.844,8.335,3.938,20.535,37.557,29.061,12.624,2.812,3.594,1.411,3.333,4.536,3.795,-1.189,9.685,10.965,9.875,16.832,17.648,16.783,10.963,26.908,21.837,39.08,39.791,36.836,40.201,33.312,49.591,52.218,41.771,45.339,57.893,55.752,51.648,43.682,48.833,54.531,54.007,56.513,47.13,47.936,45.784,43.645,45.078,41.47,32.441,56.417,45.666,38.419,42.048,32.062,40.66,44.028,34.475,39.743,30.803,37.381,39.164,33.429,33.538,40.427,34.412,26.395,28.207,31.444,35.668,30.495,37.726,34.06,38.807,33.097,31.552,29.892,36.302,31.576,39.574,29.356,33.82,39.367,36.833,24.067,41.535,33.236,38.906,36.352,33.393,36.746,33.393,38.427,36.418,34.202,35.15,36.089,50.583,29.233,41.615,35.237,27.324,32.72,25.67,25.071,30.645,25.152,24.898,28.981,28.106,27.295,25.998,30.07,24.394,23.563,29.128,22.401,23.28,21.306,20.463,18.002,53.471,304.163,1278.182,3244.127,5015.153,4635.819,2642.759,802.872,139.385,35.057,15.93,13.471,16.368,13.762,8.799,11.689,8.14,9.467,2.365,10.805,8.714,4.703,8.859,-0.964,-1.317,1.921,1.298,2.063,16.636,-0.171,6.681,8.354,2.864,-0.805,-3.874,3.137,-3.842,0.681,-6.699,-12.047,-2.549,-6.493,-6.731,-5.278,-10.694,
265.0,-36.046,-5.417,-21.696,-3.133,2.533,669.929,7273.81,21260.511,20800.99,6603.087,575.112,19.776,10.177,13.227,9.198,6.028,-0.227,7.533,12.201,28.786,46.68,43.963,23.86,14.325,14.938,13.584,16.481,18.781,14.068,21.796,23.392,21.281,28.283,26.259,32.905,31.12,37.729,46.05,47.224,42.879,53.24,55.127,62.851,56.396,58.002,57.41,60.274,68.864,68.667,61.571,64.372,56.796,55.619,61.653,54.081,56.114,52.889,53.259,55.15,47.077,47.972,50.927,50.548,42.333,42.952,42.618,38.461,34.568,36.6,37.24,40.885,31.349,38.834,33.622,31.237,28.001,31.936,26.648,32.415,35.534,32.57,32.777,33.062,25.687,23.325,31.889,32.235,32.147,30.4,32.331,34.505,34.528,34.951,33.136,30.594,32.111,30.792,32.729,34.273,30.224,31.559,30.955,36.263,34.142,30.601,41.038,27.622,23.163,33.294,25.756,32.199,24.481,31.933,26.499,20.434,27.493,31.506,25.644,22.778,26.222,25.41,26.594,21.177,21.789,26.113,27.596,22.501,20.596,19.387,20.319,20.807,25.357,23.099,23.895,18.155,21.385,62.581,359.339,1530.661,3718.387,5152.581,4407.776,2179.504,654.83,104.342,14.928,14.011,16.024,13.343,13.211,10.639,6.911,8.012,7.743,6.439,10.539,7.905,2.6,3.745,4.112,-0.266,7.984,0.958,5.62,7.069,8.902,5.685,4.663,3.462,4.732,-3.533,-3.414,1.997,3.444,-1.802,-3.733,
270.0,-25.875,-22.228,-12.587,-5.585,-11.305,4.139,14.453,79.716,2336.899,13832.033,23893.172,13276.171,2614.994,105.723,9.998,17.943,11.179,11.974,10.543,11.697,17.58,24.18,35.535,53.52,48.389,32.008,23.446,31.49,33.051,34.199,26.765,35.387,35.671,43.383,44.867,56.873,56.66,60.311,61.152,59.082,72.099,70.129,70.385,77.024,72.402,76.058,81.632,91.688,71.573,71.938,75.156,77.673,71.564,79.653,75.559,67.952,67.052,57.245,62.278,50.595,59.064,56.195,56.187,53.146,56.192,48.839,47.17,49.403,45.15,38.832,43.606,41.095,34.963,29.584,34.562,39.124,33.335,31.818,36.846,31.785,32.146,33.792,34.323,30.175,28.571,29.88,32.943,36.827,29.744,28.394,29.488,29.18,30.939,31.706,37.905,33.666,27.693,31.405,38.954,30.522,29.98,37.682,34.004,30.453,33.014,33.979,33.224,27.116,34.911,32.527,29.443,31.432,30.692,29.347,35.461,26.815,28.653,25.452,26.114,33.541,28.209,22.177,18.789,25.857,24.546,20.918,20.696,19.417,24.572,25.107,20.059,17.858,18.768,16.027,19.963,19.276,16.488,19.672,19.916,18.298,19.504,60.781,353.714,1452.82,3668.889,5352.883,4889.58,2712.54,716.6,101.642,22.802,12.843,14.867,11.556,9.287,10.544,10.023,6.279,7.105,5.139,5.084,2.856,7.408,1.193,5.591,2.633,4.457,3.132,0.923,4.517,12.642,12.465,13.546,7.578,4.8,2.651,
275.0,-20.238,-10.635,-12.866,-3.776,-6.403,-7.13,3.926,2.433,8.839,21.165,504.663,7449.558,20769.247,19889.527,5534.214,488.861,26.258,23.321,23.755,29.473,20.631,24.161,30.407,31.082,29.71,43.563,55.31,64.769,51.536,44.932,44.768,41.694,45.962,50.027,64.908,68.496,64.912,77.944,70.045,79.602,86.599,83.218,94.99,93.189,89.572,97.031,95.007,94.896,91.643,82.869,92.404,89.854,79.781,89.095,87.245,80.267,74.583,76.602,72.51,63.861,65.215,66.605,65.562,61.284,52.686,55.487,47.246,49.442,42.25,46.548,45.269,45.217,39.511,37.894,38.949,33.502,35.193,28.611,34.841,41.748,36.45,38.222,31.247,34.617,35.888,32.639,33.271,28.537,33.312,31.964,30.204,33.687,30.373,23.108,29.466,30.685,32.044,37.354,30.325,32.372,35.383,31.887,30.883,29.452,27.59,31.565,26.815,31.518,31.532,32.537,28.73,28.318,27.686,27.21,23.61,27.569,24.283,27.406,28.821,27.183,24.841,20.963,22.493,21.773,24.061,20.372,20.202,21.224,21.322,28.998,20.818,20.631,15.045,16.847,14.102,17.478,15.212,13.23,14.41,19.838,16.062,12.74,19.505,16.544,12.572,19.954,64.909,395.888,1728.64,4020.372,5564.106,4637.174,2295.623,678.348,90.458,18.143,14.018,10.093,11.96,5.194,9.589,10.049,5.715,8.566,5.105,7.129,11.153,4.626,5.431,4.155,3.956,8.245,5.918,9.828,8.724,7.784,
280.0,-15.031,-21.555,-11.503,-6.895,-8.025,-3.762,-5.197,-1.398,1.303,7.756,1.131,10.394,99.214,2820.204,15903.976,19411.939,11461.755,1574.381,69.297,28.315,18.379,23.281,31.058,25.024,31.063,34.524,42.015,46.044,46.57,69.893,62.407,61.354,59.226,53.678,62.867,69.485,82.826,86.378,82.485,92.658,95.716,109.051,114.046,103.56,108.757,108.163,110.964,112.881,98.61,102.276,103.58,100.107,98.656,95.494,87.398,98.758,81.059,86.887,83.478,73.133,72.192,70.784,72.04,70.325,63.662,69.991,55.674,59.995,49.356,51.806,45.217,49.011,47.022,39.409,46.053,41.165,39.481,33.316,37.526,37.077,39.851,35.84,34.089,31.89,33.634,31.572,33.08,34.254,35.181,36.417,27.693,33.31,29.671,32.459,30.981,31.652,27.495,30.333,27.77,25.96,27.775,30.178,31.169,28.184,33.186,31.111,31.532,25.582,28.633,28.904,27.104,26.817,25.448,26.231,27.549,27.517,27.574,24.445,26.588,25.544,25.762,24.156,21.547,19.368,19.226,21.859,21.82,20.56,17.994,19.112,19.374,22.678,17.06,13.684,16.181,16.531,17.913,11.468,12.312,15.462,13.456,18.209,13.703,13.075,11.866,13.318,15.114,14.131,11.933,15.117,18.185,98.754,612.814,2075.16,4385.616,5777.311,4692.99,2290.125,618.628,82.039,14.975,15.101,9.929,11.288,9.935,13.095,9.977,10.412,12.793,7.976,7.227,9.464,4.164,9.656,8.552,5.871,
