285,-27.911,-23.011,-18.833,-14.303,-13.334,-13.539,-14.147,-12.052,-9.769,-11.444,-7.758,-7.454,-9.428,-7.037,-6.193,29.584,561.747,1744.085,1596.149,422.397,29.688,-0.563,2.481,3.674,5.453,8.228,8.290,10.038,8.697,13.132,17.351,22.966,42.388,51.965,35.758,19.294,21.951,19.768,20.690,22.510,28.981,26.452,25.115,18.556,23.229,25.452,25.505,19.717,23.431,28.639,26.625,23.864,22.907,21.720,22.727,23.404,24.190,24.491,25.544,24.032,26.528,24.835,20.500,25.793,26.496,23.804,25.071,27.128,28.313,28.664,27.075,26.139,25.035,25.558,25.630,27.148,26.569,30.579,30.542,25.415,28.085,28.192,29.136,31.723,26.181,30.257,28.307,29.171,24.788,28.026,27.266,29.882,26.745,32.392,27.523,29.724,32.324,25.663,26.067,28.041,28.708,29.016,31.714,29.486,27.647,24.363,27.762,25.673,26.274,25.142,25.935,24.179,24.521,24.614,24.121,23.813,20.749,22.133,24.705,19.011,17.669,20.644,19.657,17.406,20.246,17.102,18.261,17.159,13.396,14.105,14.365,12.882,17.029,15.471,12.211,15.184,12.919,13.441,14.350,13.618,9.892,9.643,10.022,7.935,11.292,9.671,7.967,7.909,8.664,8.928,6.054,5.839,5.740,4.027,4.171,4.877,12.577,38.673,158.215,332.289,487.732,414.484,211.380,71.432,17.119,3.236,2.351,2.719,1.203,0.431,1.030,1.249,1.913,2.429,-1.349,0.803,
290,-26.242,-22.298,-16.857,-12.570,-11.967,-10.290,-12.184,-11.683,-9.290,-9.849,-6.954,-9.038,-8.536,-8.153,-5.717,-4.429,-6.152,4.764,209.591,1267.746,1896.203,918.847,131.619,6.626,2.150,4.966,5.716,8.848,7.681,7.872,14.110,10.829,12.431,14.976,28.438,44.176,45.674,32.400,26.657,17.345,19.950,23.522,22.243,21.947,21.691,23.562,23.409,21.911,21.847,24.029,23.817,21.451,24.234,23.626,23.800,27.005,20.983,33.413,26.839,28.572,25.564,27.733,24.714,25.195,26.180,29.320,27.619,30.462,28.591,31.073,23.076,26.337,34.092,33.756,30.810,29.122,27.246,27.857,30.418,30.466,30.740,36.625,30.316,28.001,27.151,33.997,31.214,30.519,28.153,33.002,32.069,28.749,29.550,31.800,30.849,30.628,31.908,31.276,31.023,27.527,29.326,28.119,28.338,29.092,29.210,25.754,25.333,27.293,24.903,25.330,24.800,24.856,21.207,21.595,22.449,23.314,19.551,20.284,21.282,21.458,20.410,19.672,21.633,15.694,18.239,19.451,18.962,13.186,17.698,14.721,14.223,16.971,14.065,11.905,12.607,13.312,12.404,12.558,9.799,10.570,10.054,7.019,10.154,9.530,9.027,8.649,7.752,6.940,7.422,7.596,6.631,7.508,4.856,3.916,3.472,2.448,4.254,3.771,4.525,4.425,4.872,10.118,48.893,159.754,376.529,476.562,417.396,204.335,52.632,7.718,2.381,-0.331,-0.013,-0.107,-0.009,0.711,
295,-22.172,-18.291,-15.925,-12.918,-12.435,-11.038,-9.888,-7.873,-8.790,-8.976,-6.590,-7.329,-7.079,-5.446,-5.139,-5.285,-4.457,-5.270,-2.871,-1.199,52.823,617.066,1758.146,1450.006,383.333,23.958,1.836,1.331,5.117,4.099,1.675,4.685,4.498,9.119,6.780,9.648,11.705,22.535,30.409,37.204,28.341,21.128,15.911,18.527,17.978,14.320,21.431,19.276,22.368,21.285,19.757,21.303,21.849,23.624,21.147,24.439,25.233,21.140,22.365,25.782,25.141,25.927,25.836,28.897,23.294,27.145,27.560,30.019,27.557,31.357,27.294,30.240,30.319,30.657,30.984,28.611,34.295,29.466,32.005,31.093,33.267,33.314,30.961,34.201,33.390,31.343,31.824,28.893,32.961,31.337,32.575,28.392,32.618,30.753,29.255,28.927,31.209,29.200,30.152,29.901,28.043,32.463,27.274,29.253,24.642,24.197,28.271,23.955,25.679,27.748,23.576,25.078,25.681,24.841,24.397,21.446,20.022,16.244,19.830,18.884,15.913,20.934,18.164,16.763,16.357,16.747,16.372,15.368,17.459,15.527,13.838,13.428,13.377,11.188,11.891,11.387,10.974,10.126,11.981,7.785,14.180,10.889,10.203,10.177,8.132,7.400,7.643,9.587,4.965,7.941,8.792,5.050,6.340,4.266,5.189,4.451,6.533,1.668,2.822,3.478,1.441,3.624,5.279,2.959,1.014,3.669,10.345,52.331,186.859,355.143,454.224,339.415,170.435,45.804,7.711,2.773,
300,-19.576,-16.414,-12.297,-11.299,-9.090,-9.413,-9.301,-9.729,-8.629,-6.416,-7.440,-7.417,-5.565,-5.856,-4.405,-3.391,-5.157,-4.592,-4.192,-4.077,-3.568,-2.316,3.256,161.044,1019.098,1798.732,903.359,131.580,5.199,1.765,-1.342,-0.315,2.079,2.655,3.238,4.703,3.733,7.398,10.017,8.706,17.770,29.214,29.734,31.079,17.036,12.214,16.030,13.675,14.770,17.544,16.754,19.071,17.956,19.548,18.796,22.125,23.584,22.123,22.665,24.482,25.014,25.083,24.435,26.525,27.023,26.949,29.364,24.631,29.043,26.808,30.710,28.659,34.178,31.215,31.471,33.664,30.665,32.076,33.607,32.357,33.217,33.888,33.750,33.666,35.953,32.128,31.132,30.362,31.723,32.978,31.610,34.764,32.349,31.381,33.436,35.000,30.213,31.258,30.082,32.646,30.004,29.833,31.534,27.325,29.921,25.250,24.213,27.862,26.295,25.138,27.281,26.818,23.442,21.715,21.582,21.650,22.351,22.066,19.006,21.681,17.516,17.957,17.809,18.895,17.123,16.734,17.419,13.714,17.822,15.411,14.533,13.760,13.774,10.585,12.312,13.167,10.914,10.695,10.671,10.654,11.935,7.673,10.414,9.622,9.560,8.330,6.206,6.279,8.259,8.365,7.980,6.175,4.516,5.223,6.489,4.598,5.039,4.626,5.813,1.880,2.616,1.721,2.214,2.037,1.687,3.009,2.577,2.234,-0.214,1.737,1.754,9.101,38.048,129.737,309.266,419.440,
305,-15.725,-13.320,-9.589,-9.937,-9.189,-8.981,-7.312,-6.537,-7.090,-6.957,-5.949,-6.531,-5.494,-3.399,-5.257,-4.433,-3.836,-3.341,-3.835,-3.070,-2.969,-3.570,-2.760,-2.246,-2.057,47.530,471.014,1462.895,1281.301,344.415,19.210,0.657,0.898,1.193,1.067,1.490,3.899,3.175,5.084,5.669,7.192,5.842,10.533,15.139,27.106,29.235,24.801,16.884,12.761,14.352,14.682,16.725,16.224,16.896,18.266,16.376,20.140,19.921,21.754,22.457,24.955,23.383,27.967,24.825,26.632,27.757,28.922,27.684,26.235,26.924,30.179,30.115,29.644,31.919,29.582,31.213,35.479,33.322,33.468,32.224,32.195,34.711,32.917,34.272,33.829,33.831,33.639,33.830,30.648,31.425,35.195,33.700,30.312,33.114,31.406,31.953,30.971,29.224,31.535,29.593,28.027,27.440,28.051,26.440,30.155,27.763,28.543,24.637,25.032,22.653,21.256,25.621,19.322,22.047,21.475,19.994,21.191,22.241,20.865,17.773,18.889,16.759,18.234,15.767,15.924,18.293,14.985,15.690,15.091,13.554,15.037,14.368,13.773,13.225,12.195,13.140,11.632,10.979,9.109,9.974,9.989,9.072,7.522,9.072,8.085,6.949,6.909,6.430,5.888,6.866,5.229,5.225,5.105,7.037,4.082,6.512,6.642,4.270,3.262,2.461,4.667,2.921,3.141,4.185,3.095,2.088,1.607,0.737,3.545,1.434,1.401,-0.119,0.590,0.358,-1.100,1.696,
310,-15.992,-11.597,-10.983,-9.379,-7.987,-7.648,-6.918,-7.771,-5.499,-5.959,-5.290,-5.966,-4.862,-4.461,-4.588,-4.074,-3.705,-3.119,-3.718,-3.937,-3.047,-3.196,-2.457,-2.465,-1.556,-2.349,-2.745,3.056,149.850,867.932,1487.533,710.763,108.457,2.919,0.729,1.055,1.149,1.719,4.216,2.349,3.521,4.181,4.727,4.957,7.069,7.948,13.814,20.615,25.420,25.440,17.186,14.183,13.393,14.372,14.193,16.301,18.883,18.791,19.462,21.269,20.209,21.356,23.999,28.188,23.758,27.971,26.725,29.925,25.484,27.152,26.918,30.060,30.306,31.201,32.745,31.612,32.722,32.905,31.547,33.949,33.687,35.824,34.768,33.299,35.465,37.330,34.410,35.187,31.739,32.069,34.675,29.036,31.758,28.371,32.786,32.036,28.592,32.248,28.434,30.524,28.669,28.578,28.318,27.243,28.908,27.172,26.169,26.500,27.130,28.487,25.460,22.845,22.166,22.105,23.683,22.335,22.707,19.352,19.149,17.896,18.972,19.340,17.039,16.436,19.751,13.618,17.688,17.134,14.800,13.156,12.859,13.512,11.783,13.097,11.991,9.759,10.570,10.484,11.869,9.361,9.110,10.985,8.630,8.356,5.811,5.384,6.688,6.708,7.822,7.111,5.224,4.785,4.553,6.546,4.889,5.043,3.376,4.285,3.300,2.371,2.699,3.245,2.451,1.813,2.144,1.388,2.091,1.556,3.036,2.552,0.051,1.598,1.903,-1.238,0.510,0.100,
315,-8.893,-9.939,-9.619,-7.801,-6.940,-6.182,-5.679,-5.304,-5.890,-5.167,-5.083,-4.635,-4.296,-3.114,-3.538,-3.439,-3.598,-3.356,-3.414,-2.948,-2.285,-2.718,-2.155,-2.857,-2.521,-2.379,-1.847,-1.986,-1.713,-0.879,18.645,319.133,1136.521,1195.093,329.677,29.763,1.906,0.431,1.489,2.671,2.528,2.663,2.232,4.176,4.616,4.320,5.112,5.926,8.073,12.237,18.925,22.891,20.703,17.771,15.541,15.128,15.033,14.494,18.211,17.484,21.951,19.974,20.973,22.004,23.886,23.302,22.972,24.173,25.118,25.454,27.382,29.042,30.232,28.828,29.227,32.287,31.730,28.657,33.079,32.588,32.083,33.835,30.678,32.673,33.675,30.340,33.055,29.475,33.764,31.213,31.819,31.198,29.654,31.443,31.705,32.365,31.961,28.976,29.454,29.537,27.545,28.723,28.882,28.208,26.475,27.096,25.042,24.710,24.000,23.000,22.372,21.123,22.516,21.667,22.722,19.741,22.119,19.302,18.555,19.134,18.285,19.564,18.572,15.731,17.558,14.785,14.649,15.671,16.052,13.658,14.457,13.371,11.254,13.306,13.561,12.541,10.700,8.345,11.345,9.533,7.420,8.612,9.735,7.757,8.038,7.434,6.789,7.586,6.619,6.298,6.643,5.620,4.951,4.054,5.181,4.920,3.716,4.810,4.672,3.811,4.596,4.252,3.822,4.790,2.956,2.703,1.339,3.535,3.849,1.799,1.484,0.839,0.646,1.276,-0.165,0.284,
320,-11.810,-9.681,-6.132,-7.133,-5.828,-4.399,-4.984,-6.187,-4.791,-4.100,-3.926,-3.430,-3.459,-4.075,-3.351,-3.140,-2.703,-2.781,-3.137,-3.256,-2.029,-2.211,-2.387,-2.376,-2.478,-2.710,-1.738,-2.198,-1.985,-1.417,-1.362,-1.632,2.132,103.733,739.036,1253.615,650.257,81.797,3.095,2.149,2.612,1.063,2.008,1.768,2.582,2.711,3.653,5.136,4.400,7.023,7.350,9.014,13.850,20.196,21.201,22.164,19.513,15.579,18.962,17.195,17.706,21.346,19.506,19.916,21.900,22.229,22.926,25.126,24.740,27.055,24.834,24.817,24.849,29.801,27.037,30.033,28.145,29.091,29.022,33.462,29.825,31.489,30.152,31.882,30.453,30.329,31.647,31.098,30.847,33.342,30.187,31.636,32.464,30.933,29.097,31.535,27.553,28.188,28.832,29.142,28.640,27.924,27.148,27.248,25.050,26.648,26.016,27.857,25.019,22.762,24.562,22.434,22.917,21.929,21.323,22.024,21.630,21.270,18.788,19.245,19.403,18.025,16.520,16.494,15.860,16.966,16.612,13.840,13.485,14.016,12.309,12.907,12.608,12.085,11.830,11.164,10.825,9.440,9.226,8.254,8.753,8.722,8.827,8.273,6.380,7.610,8.904,7.119,6.794,6.330,5.831,6.571,5.922,5.066,4.288,4.434,4.779,3.340,4.693,2.916,4.663,3.911,2.337,2.729,2.633,2.208,2.033,2.374,1.219,2.248,1.557,2.153,0.915,1.129,0.726,-0.097,
325,-11.258,-8.314,-7.061,-6.129,-5.152,-4.655,-4.425,-4.677,-4.499,-4.256,-3.505,-3.945,-2.816,-3.068,-2.733,-2.840,-2.946,-2.713,-2.669,-2.124,-2.703,-2.167,-2.340,-2.564,-2.155,-1.804,-1.867,-1.672,-1.716,-2.075,-1.061,-1.189,-1.170,-1.252,-0.455,13.402,252.755,980.002,1004.115,286.312,19.036,0.545,1.489,1.359,1.061,1.827,2.890,2.737,4.213,3.525,5.920,6.323,6.214,7.304,7.791,12.600,14.038,21.978,23.502,17.555,18.013,16.221,15.863,17.605,17.276,18.841,21.506,20.696,20.222,20.629,21.775,22.058,25.291,23.279,25.184,23.392,26.107,29.519,27.233,28.340,29.459,28.048,27.195,27.377,28.568,28.697,31.485,30.518,29.799,31.964,30.851,31.343,28.253,29.090,29.369,27.684,28.324,29.600,28.283,28.683,27.561,28.555,26.805,26.633,26.054,26.587,25.688,23.612,24.689,24.414,23.868,22.404,25.252,21.949,21.610,19.922,20.495,19.269,18.417,17.468,19.210,15.927,17.388,16.866,15.161,16.457,17.413,14.391,12.965,13.479,12.010,11.824,13.388,12.327,9.961,13.498,10.830,9.947,9.831,8.702,10.454,7.955,9.204,7.296,9.511,8.235,8.165,6.977,6.603,7.080,4.602,6.968,6.028,5.791,6.808,5.797,3.200,3.973,3.557,2.614,4.225,3.225,2.644,3.181,3.699,2.538,2.389,2.168,2.127,1.940,1.954,1.137,1.718,1.432,0.403,0.950,
330,-9.539,-7.944,-7.322,-4.801,-4.535,-5.168,-4.007,-4.664,-3.430,-4.165,-3.411,-3.029,-2.797,-2.867,-1.932,-3.028,-2.662,-2.643,-2.676,-2.308,-2.295,-1.819,-1.765,-2.007,-1.773,-1.468,-1.962,-1.688,-1.694,-1.273,-1.265,-1.340,-1.277,-1.567,-0.745,-0.771,-0.923,1.345,61.862,536.602,1071.958,592.313,78.446,1.879,0.542,1.080,0.422,1.178,1.432,2.059,2.824,3.689,4.066,5.521,6.075,8.306,7.488,10.136,12.415,16.617,20.869,20.449,20.106,18.064,16.717,17.710,17.755,19.103,20.413,19.696,20.540,22.648,23.692,22.713,24.027,24.949,25.660,24.018,23.484,25.451,26.237,30.095,28.674,28.422,27.818,28.431,29.623,28.163,28.586,27.609,30.227,28.119,28.188,28.042,30.300,28.207,26.320,29.215,28.267,26.725,26.955,28.617,27.882,24.643,24.749,25.972,25.496,24.367,22.217,23.804,23.414,22.284,23.331,19.960,22.625,20.445,18.303,19.813,18.398,17.481,18.684,19.138,17.445,16.491,15.010,16.252,15.446,15.055,13.632,12.913,13.595,11.500,12.921,13.468,11.252,11.078,10.886,10.644,10.005,8.838,10.041,8.592,9.128,9.349,6.833,8.483,6.026,5.436,5.211,5.431,6.533,5.635,4.975,5.432,5.369,4.690,2.827,3.531,4.303,4.275,3.435,2.876,3.920,2.800,2.401,3.199,3.739,3.046,1.050,1.345,1.734,1.521,0.451,0.209,1.029,0.613,
335,-7.678,-6.983,-6.178,-5.337,-4.096,-3.998,-3.157,-4.160,-2.917,-3.745,-3.346,-2.323,-3.189,-2.640,-2.617,-2.368,-2.154,-2.226,-2.362,-2.033,-1.967,-1.850,-2.031,-2.164,-1.901,-1.999,-2.022,-1.949,-1.633,-1.738,-1.330,-1.663,-1.011,-1.164,-1.239,-1.181,-0.822,-1.175,-0.723,-0.485,20.473,260.712,909.872,833.265,211.825,10.454,1.276,0.986,1.227,1.360,2.265,2.514,3.323,3.544,3.842,6.321,6.312,7.146,8.231,8.349,11.836,13.073,16.176,20.284,22.089,20.379,19.237,17.612,17.140,18.612,17.514,18.720,19.008,20.638,20.051,21.781,23.485,23.057,23.676,24.516,26.385,26.617,27.222,27.854,27.798,26.083,27.995,29.582,26.996,26.403,27.683,26.274,29.051,26.544,25.834,27.467,26.588,27.689,24.812,26.148,26.119,24.707,25.071,26.945,23.660,27.019,24.818,25.055,25.239,22.300,22.504,21.721,22.356,21.106,20.737,20.042,18.182,19.345,16.937,17.329,16.946,16.992,17.270,16.023,16.123,15.837,14.275,13.673,12.139,14.185,12.259,12.662,12.328,10.925,11.299,10.457,10.484,10.173,9.224,10.772,8.599,7.408,7.420,7.566,6.627,7.394,7.025,7.402,6.581,5.751,4.144,5.069,4.660,5.383,5.908,4.916,4.819,5.403,3.597,3.315,4.250,4.097,2.804,1.851,1.668,2.446,2.680,2.816,1.505,1.536,1.574,1.445,1.578,1.320,0.390,0.625,
340,-8.822,-6.743,-5.665,-4.520,-4.452,-4.292,-3.569,-4.002,-3.241,-2.726,-3.183,-2.652,-2.651,-2.022,-2.092,-2.090,-2.087,-1.904,-2.064,-1.917,-1.848,-1.867,-1.567,-1.553,-1.901,-1.639,-1.597,-1.880,-1.576,-1.420,-1.494,-1.603,-1.148,-1.164,-1.156,-0.999,-0.834,-0.862,-0.985,-1.053,-0.723,-0.294,1.666,74.812,507.323,940.213,485.224,62.893,2.479,1.563,1.126,1.919,1.891,2.376,3.354,3.718,3.791,5.648,6.386,7.186,7.954,8.523,8.566,9.566,13.841,14.575,19.540,20.570,20.991,19.359,18.508,17.927,17.277,17.672,22.307,20.611,20.510,20.436,22.112,24.352,23.743,23.904,23.459,23.597,24.742,23.449,24.789,25.392,27.013,25.758,25.890,25.602,24.690,25.850,26.015,24.119,24.694,26.008,26.033,26.569,27.630,25.513,24.157,24.787,23.857,22.298,23.328,23.160,23.108,23.314,21.321,21.033,20.357,19.765,17.768,19.097,19.634,17.995,18.404,16.936,17.039,16.079,16.247,17.765,15.790,14.617,14.966,13.439,13.799,12.325,12.309,11.751,11.785,12.033,11.832,10.832,10.715,9.928,7.584,8.994,9.303,7.669,8.047,7.949,8.341,7.106,6.190,8.550,6.487,6.028,5.951,5.815,5.254,5.110,4.915,4.208,4.858,3.509,4.535,3.613,3.325,3.146,2.790,3.147,3.338,2.135,2.342,2.429,2.028,2.459,1.398,2.855,1.818,1.582,0.668,0.904,
345,-6.920,-6.356,-4.562,-5.094,-3.291,-3.549,-3.722,-2.308,-2.846,-2.904,-2.665,-2.610,-2.280,-2.149,-2.217,-1.992,-1.931,-1.853,-1.969,-1.667,-1.918,-1.924,-1.745,-1.614,-1.785,-1.793,-1.256,-1.223,-1.180,-1.478,-1.517,-1.572,-0.881,-0.891,-0.957,-1.144,-0.858,-0.835,-0.470,-0.857,-0.650,-0.743,-0.723,-0.845,-0.327,18.999,234.521,780.594,700.011,166.777,9.146,0.940,1.167,1.428,1.986,2.276,2.768,4.241,4.473,5.473,6.525,6.064,7.216,7.456,8.947,10.464,10.804,12.169,14.269,18.847,19.416,20.708,18.383,17.237,16.883,18.107,16.868,19.220,19.893,21.792,20.833,21.655,22.103,23.613,21.636,23.639,22.984,22.141,25.069,22.706,24.612,23.443,22.790,25.225,25.191,24.118,24.761,24.397,24.303,23.681,22.120,22.600,26.145,23.941,23.715,23.133,22.781,22.051,21.514,21.333,21.008,20.553,19.458,19.204,18.434,18.398,18.237,18.839,16.776,17.293,16.026,14.922,15.873,15.001,15.104,15.586,14.695,13.470,13.836,12.732,12.218,12.466,12.899,12.762,11.248,10.389,10.667,10.171,8.046,9.908,8.201,8.976,7.340,6.267,7.207,7.432,6.585,6.266,6.914,7.041,6.589,5.383,5.469,3.960,4.883,4.310,3.747,3.554,3.688,4.298,3.648,3.020,3.143,2.464,2.944,3.071,2.945,1.718,2.214,1.777,1.976,1.935,1.536,1.878,0.973,0.651,
350,-6.881,-6.088,-4.881,-3.752,-3.348,-3.774,-3.184,-3.078,-2.822,-2.272,-2.389,-2.371,-2.459,-2.264,-2.067,-1.780,-1.653,-1.951,-1.536,-1.665,-1.302,-1.498,-1.352,-1.641,-1.292,-1.433,-1.434,-1.333,-1.369,-1.442,-1.091,-1.140,-1.437,-1.002,-0.925,-0.893,-1.002,-0.939,-1.076,-0.893,-0.809,-0.838,-0.530,-1.008,-0.859,-0.481,-0.403,2.662,104.577,565.742,830.443,315.522,29.095,1.433,1.930,2.013,2.017,2.425,2.914,3.082,3.732,4.836,5.348,6.208,6.204,7.423,7.959,9.577,9.690,9.840,12.284,14.199,16.234,18.178,17.635,16.974,16.766,16.818,17.874,17.753,18.027,17.536,20.338,20.144,20.535,20.192,21.330,20.054,21.653,22.737,21.294,22.082,22.676,21.471,24.154,22.081,23.294,23.200,23.090,23.260,21.713,23.258,23.276,21.139,22.578,22.293,19.747,21.976,21.675,21.876,17.929,18.910,18.636,18.693,19.487,18.195,17.267,17.098,18.144,17.721,14.515,15.099,15.053,15.870,14.488,14.312,13.063,11.998,12.703,11.743,11.599,11.867,11.082,10.719,10.150,10.759,9.016,8.497,9.260,8.772,8.745,9.015,7.946,7.337,7.627,6.617,6.480,6.514,6.799,5.838,5.547,4.304,5.115,3.390,4.703,4.583,5.001,4.179,4.076,4.224,2.812,3.358,1.960,2.402,2.736,2.254,2.375,2.230,2.920,2.173,1.868,1.497,1.237,1.247,1.487,0.803,
355,-5.583,-5.600,-4.245,-4.168,-3.331,-2.776,-3.346,-2.816,-2.209,-2.585,-2.300,-1.999,-2.207,-1.964,-1.704,-1.636,-1.654,-1.596,-1.425,-1.534,-1.523,-1.667,-1.484,-1.187,-1.168,-1.531,-1.217,-1.303,-1.526,-1.223,-1.316,-0.933,-1.115,-1.110,-0.977,-1.166,-0.887,-1.215,-0.821,-1.068,-0.766,-1.092,-0.803,-0.643,-0.568,-0.596,-0.730,-0.462,-0.646,-0.221,15.667,256.067,734.588,627.277,135.032,7.517,1.216,1.640,1.921,2.038,2.713,3.029,3.271,3.983,4.027,5.271,5.928,7.136,7.133,8.621,9.174,9.487,9.733,9.497,12.025,14.956,15.565,18.797,18.819,16.799,16.138,17.303,17.831,18.239,19.078,16.960,18.727,19.234,18.806,19.602,19.992,19.735,20.070,20.632,20.376,19.630,20.914,19.753,21.609,21.050,20.783,21.042,21.184,20.092,20.066,20.832,20.090,19.738,19.710,18.684,18.631,19.947,17.855,17.197,17.903,17.616,19.158,15.790,15.767,14.718,14.709,16.602,15.831,14.458,13.052,14.025,13.157,13.734,13.484,12.547,10.649,11.162,11.721,11.001,10.654,9.877,9.417,8.377,8.675,9.666,8.253,8.003,7.838,7.463,6.706,7.431,6.934,6.158,5.732,4.953,5.725,5.389,5.218,5.436,4.796,4.240,3.861,3.962,4.197,3.820,3.387,3.092,3.067,2.484,2.679,3.348,2.004,2.462,1.817,1.411,1.732,1.372,1.695,1.002,0.953,0.306,
360,-5.147,-4.716,-4.376,-2.510,-1.847,-2.483,-0.150,-2.383,-2.420,-2.346,-2.424,-2.319,-1.985,-1.460,-1.526,-1.669,-1.325,-1.374,-1.456,-1.353,-1.521,-1.073,-1.336,-1.457,-1.360,-1.395,-1.396,-1.197,-1.220,-1.274,-1.150,-0.948,-1.098,-1.190,-1.057,-1.210,-1.115,-1.074,-1.051,-0.846,-0.949,-0.904,-0.695,-0.719,-0.723,-0.754,-0.670,-0.732,-0.426,-0.457,-0.236,-0.181,3.430,81.322,483.631,736.735,371.489,38.557,1.917,1.502,1.642,1.420,2.209,2.671,2.773,3.157,5.036,5.081,5.611,5.322,6.649,6.439,7.510,8.466,8.862,10.104,10.270,12.529,14.374,16.481,18.464,17.604,18.188,16.790,15.786,16.446,16.284,17.052,17.759,16.856,16.850,17.270,17.961,18.920,18.532,18.412,18.795,20.028,20.503,19.571,19.368,18.021,20.694,18.441,19.240,18.341,18.206,18.984,18.808,18.291,17.141,17.968,17.217,17.028,17.247,16.554,16.794,14.988,15.073,14.455,14.748,13.302,14.122,14.001,13.790,12.686,12.106,12.747,11.443,11.991,12.086,10.699,10.070,10.366,10.107,9.221,8.443,8.923,8.367,7.443,7.724,8.740,7.762,7.997,7.100,7.117,6.586,6.297,5.599,4.762,4.954,4.444,5.659,4.753,4.090,4.782,4.176,4.280,3.865,3.651,3.772,2.751,2.849,2.854,1.728,3.665,1.745,2.532,1.481,2.597,3.097,1.795,1.593,1.042,1.549,1.308,
365,-5.124,-4.244,-3.550,-2.966,-2.890,-2.530,-2.356,-2.485,-2.216,-2.013,-2.006,-1.924,-1.905,-1.660,-1.747,-1.004,-1.431,-1.215,-1.595,-0.976,-1.129,-1.304,-1.069,-1.346,-1.182,-1.358,-1.385,-1.240,-1.099,-1.098,-1.233,-1.250,-0.710,-0.937,-0.902,-1.058,-0.957,-0.937,-0.755,-0.814,-0.938,-0.828,-0.579,-0.837,-0.561,-0.800,-0.784,-0.865,-0.629,-0.574,-0.308,-0.326,-0.503,-0.404,0.187,20.127,193.720,647.301,567.938,128.169,5.861,1.498,1.175,1.529,1.930,2.226,2.468,2.952,4.014,4.235,5.053,5.013,6.840,6.544,6.110,8.010,7.524,8.527,8.678,9.538,11.353,13.000,16.102,16.356,17.102,18.331,14.739,15.137,13.845,15.599,16.044,15.551,16.251,15.615,16.699,17.153,17.178,16.815,17.795,17.028,17.359,17.843,17.704,17.823,18.414,17.625,16.946,16.739,17.283,17.450,17.684,16.298,14.789,16.396,14.610,16.325,14.002,15.275,13.885,14.057,13.696,13.404,14.642,13.640,12.775,13.346,11.569,12.170,10.954,11.276,11.442,10.870,10.678,9.987,10.049,9.144,9.136,9.293,7.935,7.470,7.282,8.219,7.584,6.845,7.054,6.548,5.978,6.381,5.944,4.956,5.589,4.834,5.423,4.696,4.747,3.560,3.231,3.847,3.879,3.882,3.001,2.464,3.024,3.031,2.916,2.404,2.180,2.501,2.517,2.716,2.032,1.350,1.150,2.133,0.876,1.913,
370,-5.383,-4.248,-3.299,-2.563,-2.960,-2.752,-2.274,-2.146,-2.093,-2.123,-1.469,-1.629,-1.802,-1.664,-1.666,-1.345,-1.302,-1.283,-1.027,-1.289,-1.429,-1.207,-0.949,-0.799,-1.188,-1.258,-1.224,-1.097,-1.070,-1.178,-1.124,-0.980,-0.903,-0.942,-0.912,-0.974,-0.956,-0.994,-1.071,-0.940,-0.745,-0.733,-0.813,-0.847,-0.754,-0.650,-0.682,-0.806,-0.752,-0.616,-0.537,-0.507,-0.468,-0.527,-0.360,-0.387,-0.143,2.187,57.989,387.097,687.834,379.072,53.569,2.369,1.042,1.236,1.803,1.537,1.916,2.482,3.580,3.222,3.844,4.701,4.774,4.548,6.118,6.329,7.320,8.854,8.339,8.615,9.245,10.882,11.555,13.722,15.312,14.447,15.296,14.495,13.284,13.219,13.551,13.761,13.491,14.491,14.268,16.730,15.685,15.352,15.467,16.436,16.480,15.909,15.744,15.442,16.003,15.547,15.393,17.399,14.869,14.335,14.162,14.026,15.352,13.861,13.913,14.556,14.520,13.456,13.612,13.321,12.268,12.975,11.984,13.278,10.903,10.945,11.435,10.961,10.349,10.347,9.851,9.052,9.093,8.454,8.527,7.951,8.200,7.609,8.127,8.120,6.812,6.810,6.105,5.651,6.521,6.126,7.161,6.512,5.210,5.297,4.120,4.751,5.745,3.697,3.837,3.256,3.725,2.681,2.853,3.276,2.979,3.203,2.899,2.297,2.846,1.527,2.275,1.422,1.437,2.020,1.567,1.873,1.516,1.119,
