285,-25.696,-23.337,-16.222,-11.571,-13.805,-13.017,-10.648,-9.692,-12.731,-9.824,-10.123,-7.075,-6.907,-3.840,-3.410,50.450,692.033,2367.509,2187.260,589.289,45.106,0.659,0.794,3.017,3.737,1.553,2.337,4.360,4.064,6.748,10.128,17.317,28.045,43.317,38.438,35.379,42.306,41.724,46.116,42.748,42.113,49.721,53.491,58.324,66.666,61.019,63.067,62.296,62.271,56.465,55.072,60.118,56.360,58.130,50.463,51.800,55.245,51.637,49.443,46.844,48.740,43.913,42.949,46.513,47.593,48.181,43.502,43.973,44.350,47.672,39.564,42.713,38.609,41.072,43.418,48.827,37.781,41.525,37.321,41.449,45.514,43.783,48.126,40.070,39.536,40.674,42.822,42.472,40.939,41.377,39.287,40.926,42.106,42.669,44.852,38.943,40.302,41.583,40.752,36.087,38.476,44.009,41.246,38.083,37.772,39.014,40.976,38.212,34.005,38.233,31.670,35.762,37.256,38.454,29.370,32.631,32.920,33.276,29.279,26.978,32.202,25.180,28.609,26.561,24.397,28.256,23.606,22.031,25.973,22.019,19.774,25.732,18.682,19.582,20.072,21.678,19.240,18.423,13.368,18.305,15.482,14.754,13.831,11.256,8.722,12.861,12.333,9.362,9.710,9.090,11.142,10.917,10.462,10.014,8.089,7.756,14.542,53.492,186.440,450.155,603.025,554.376,305.659,96.320,21.893,6.281,3.916,2.121,1.380,2.766,-1.075,-0.155,0.410,4.179,0.424,2.205,
290,-19.058,-16.202,-15.312,-13.280,-13.499,-10.320,-11.198,-10.383,-6.753,-8.300,-7.818,-7.549,-6.843,-7.807,-5.643,-4.765,-4.073,10.483,281.319,1669.674,2573.782,1256.469,148.570,8.101,2.976,-0.093,1.884,3.058,1.055,2.822,4.176,4.875,12.911,17.032,29.152,63.232,71.622,66.162,54.408,55.639,55.726,57.250,65.151,80.117,78.422,81.616,72.648,73.798,74.684,74.055,76.750,67.011,70.444,70.682,68.387,72.859,61.077,69.838,60.478,66.611,62.913,59.519,57.193,57.469,55.401,53.618,52.065,52.866,51.453,48.542,49.259,49.663,45.618,43.926,45.483,45.258,45.100,43.781,46.921,43.523,47.131,50.225,47.370,45.252,47.754,43.561,43.373,47.525,46.636,47.425,42.977,43.380,45.141,44.083,39.805,43.035,39.745,42.465,42.098,43.991,44.611,40.142,39.908,43.634,43.208,35.091,35.462,38.624,40.284,39.495,36.730,36.230,37.289,33.701,34.529,29.589,31.153,29.581,32.381,25.659,28.777,24.741,29.611,23.957,21.617,23.722,26.044,23.674,23.011,22.267,23.498,19.613,16.956,21.109,16.258,18.355,19.795,13.493,13.947,15.801,17.301,15.580,12.350,15.706,13.639,14.521,14.548,10.043,10.673,9.425,7.887,10.405,12.454,8.984,7.580,8.538,11.368,5.586,5.102,3.349,4.941,16.319,65.854,222.539,488.990,645.879,561.602,274.209,70.971,11.993,4.484,3.345,-0.757,1.313,3.057,-0.716,
295,-23.296,-19.461,-14.039,-10.103,-10.734,-11.104,-7.720,-7.553,-9.691,-6.937,-8.243,-6.677,-7.197,-6.766,-6.703,-5.504,-6.117,-2.067,-3.826,-1.768,84.832,825.691,2485.027,2059.660,540.560,39.541,-0.238,2.148,0.619,4.012,2.983,3.502,8.021,13.292,26.368,40.489,50.628,61.907,72.808,84.181,76.097,72.451,81.156,74.778,91.456,90.952,80.056,81.456,80.079,79.888,78.586,83.341,79.827,79.314,76.843,71.502,76.183,69.249,65.158,66.218,61.788,63.078,56.925,57.198,62.370,56.791,59.487,54.684,51.285,55.933,52.836,55.126,53.699,51.396,50.051,45.316,47.458,47.687,46.803,54.109,45.558,44.326,41.694,49.871,48.159,45.335,44.554,46.685,46.487,43.399,42.084,47.113,45.422,42.128,46.274,42.242,36.460,44.427,42.276,38.872,38.061,40.617,44.073,39.085,41.444,34.381,37.905,35.635,33.217,33.397,31.786,34.786,34.101,30.028,31.986,32.190,30.752,27.462,27.520,27.764,27.422,28.006,26.564,23.197,24.708,24.041,23.250,23.284,22.335,20.717,17.857,21.269,19.127,19.737,19.989,19.716,13.222,15.862,14.403,17.861,17.405,16.485,11.275,13.614,8.865,16.197,11.594,10.905,7.668,9.038,8.288,8.310,7.616,6.378,8.507,7.701,6.744,4.621,3.905,5.798,4.034,6.037,4.153,4.053,7.183,3.842,16.796,68.430,251.050,504.814,636.172,499.054,260.201,65.083,9.482,2.258,
300,-17.201,-16.169,-10.352,-7.412,-7.251,-10.382,-8.523,-8.897,-6.124,-7.158,-7.117,-5.965,-4.284,-4.567,-3.988,-4.184,-4.212,-4.805,-3.920,-2.263,-3.844,-1.687,8.479,208.895,1439.293,2641.328,1329.163,230.609,6.644,2.281,2.979,5.766,4.369,14.142,27.001,39.329,51.766,58.544,61.206,57.701,69.603,88.803,100.740,97.265,98.165,91.752,90.362,84.984,89.577,90.332,82.374,87.769,90.296,76.036,77.715,75.575,74.872,72.902,71.266,66.543,64.578,67.266,63.043,61.609,64.724,66.579,59.374,57.118,57.308,55.232,56.010,49.793,51.770,51.282,53.752,51.848,49.559,49.818,47.717,51.699,50.651,49.793,48.722,50.511,50.678,50.929,49.189,43.966,45.473,47.548,46.567,44.101,45.625,41.159,46.944,41.638,45.009,44.280,36.885,40.845,43.074,40.399,40.156,39.354,38.120,36.736,33.069,34.993,35.696,34.666,31.222,33.080,33.218,30.254,32.883,31.896,28.957,27.633,26.925,25.618,25.738,26.501,23.634,24.950,21.149,22.940,22.896,18.622,20.200,22.790,20.417,18.326,17.723,17.283,18.026,17.363,14.521,14.571,14.287,16.160,14.179,12.606,11.444,9.592,12.175,9.580,12.592,11.144,12.021,8.748,8.823,9.234,7.633,6.695,9.019,5.256,4.263,5.211,7.215,5.665,3.600,3.092,5.815,2.847,3.434,4.067,3.037,1.035,3.434,2.695,2.784,11.384,63.320,204.579,470.147,622.269,
305,-14.242,-14.224,-12.086,-8.686,-9.095,-7.333,-7.401,-8.093,-5.800,-5.456,-4.961,-6.246,-5.427,-3.585,-4.900,-3.861,-4.162,-3.542,-3.479,-3.312,-3.236,-3.178,-3.585,-1.888,-0.949,73.757,842.602,2293.748,2031.575,535.304,28.898,3.614,5.516,15.860,29.079,35.578,51.415,51.201,54.790,49.331,65.443,70.887,77.182,90.737,100.474,102.814,101.342,88.941,85.006,79.453,79.810,81.572,85.020,78.356,78.787,73.015,72.858,68.923,67.795,63.774,67.557,69.371,62.810,66.143,61.070,58.018,60.230,62.247,57.370,51.964,53.081,52.171,57.362,51.872,51.349,52.618,52.145,52.229,50.915,54.231,52.004,51.479,55.305,50.062,52.617,46.621,48.903,48.835,44.165,44.357,43.432,41.770,45.151,43.289,43.884,41.715,40.217,42.840,44.997,44.436,40.623,41.977,36.985,37.262,39.190,38.292,39.164,37.435,34.954,35.009,33.914,30.410,34.963,34.036,29.806,30.881,29.601,26.913,26.663,24.630,23.633,24.895,25.568,23.256,21.751,24.564,21.259,21.172,20.094,18.522,17.553,18.964,20.997,14.981,14.671,17.717,15.604,15.357,14.461,12.182,16.289,11.740,13.439,12.170,9.539,10.461,9.093,12.141,9.348,8.849,10.149,5.649,7.032,5.825,8.385,6.806,6.014,5.053,4.154,5.112,3.295,5.033,2.845,2.797,4.868,4.121,4.462,2.294,4.425,1.661,2.695,3.282,1.021,2.616,2.960,5.736,
310,-13.621,-13.538,-8.197,-8.508,-6.646,-5.639,-5.412,-6.050,-6.203,-6.260,-4.833,-4.461,-4.326,-3.145,-3.451,-4.001,-3.504,-3.344,-3.423,-3.259,-2.378,-2.474,-2.944,-1.564,-1.890,-1.121,-0.546,8.060,245.683,1447.240,2458.703,1244.387,178.782,13.472,21.036,31.147,38.209,39.083,41.594,43.779,43.335,51.468,62.993,68.000,67.964,67.180,76.241,76.038,83.049,74.380,69.297,69.733,65.588,68.201,62.788,63.046,59.342,58.689,57.846,54.624,56.652,55.901,58.177,56.781,54.653,56.749,52.803,53.960,54.074,52.090,51.745,48.365,52.591,51.930,51.935,53.561,50.945,51.412,48.530,50.190,50.838,51.769,49.903,48.625,50.525,47.431,49.638,49.732,47.684,47.107,46.979,45.199,47.114,46.484,45.484,42.837,42.201,45.070,42.871,44.151,40.058,42.793,40.982,43.395,41.672,38.919,36.446,37.448,36.018,35.229,32.484,32.270,31.125,30.753,31.643,30.917,28.907,26.575,25.542,30.049,24.578,23.815,25.061,23.576,23.079,20.183,21.626,20.599,19.880,19.197,21.648,17.157,19.119,14.882,15.486,16.440,16.209,14.110,14.425,13.151,13.300,12.992,13.605,12.421,10.998,8.262,9.294,8.270,11.080,8.696,7.687,8.544,9.326,6.717,6.017,4.898,7.469,4.944,5.743,3.763,4.491,5.229,3.975,5.595,3.886,2.591,3.451,4.590,3.163,3.121,0.703,1.044,3.443,1.773,3.031,0.397,
315,-11.363,-10.320,-7.927,-7.700,-6.824,-6.937,-4.879,-5.486,-4.374,-4.599,-4.295,-4.276,-4.155,-3.158,-3.286,-3.237,-4.101,-2.910,-3.091,-2.234,-1.918,-2.181,-2.295,-1.920,-1.212,-1.576,-2.381,0.029,0.078,-0.369,31.910,592.172,1969.948,2125.697,614.721,70.964,29.066,29.127,31.061,36.439,37.999,39.631,44.465,51.983,54.048,52.900,53.077,51.474,49.253,58.833,58.375,64.784,63.164,59.023,54.186,49.450,53.456,48.072,49.171,47.554,49.624,51.351,53.377,49.969,48.607,51.228,48.822,47.165,49.637,46.553,48.181,47.771,46.581,47.619,50.974,48.837,51.102,48.989,49.332,50.064,48.165,48.402,47.480,46.234,49.080,44.945,48.265,47.376,48.710,41.310,47.423,44.453,48.662,47.014,46.513,43.499,43.370,43.318,43.125,39.592,41.187,38.169,40.934,38.676,39.255,38.216,38.362,38.138,35.353,35.266,33.512,31.675,33.317,31.884,29.502,29.725,28.552,26.560,28.457,25.364,24.748,24.471,23.996,21.901,20.973,19.762,21.308,19.375,19.804,21.350,17.587,16.996,17.301,18.957,15.041,14.684,13.949,15.289,14.026,12.829,13.469,13.690,11.444,12.783,10.989,11.273,9.066,10.753,8.961,7.799,7.738,7.762,7.505,7.741,5.860,6.633,7.751,5.250,4.586,5.560,6.216,4.100,4.028,4.368,3.169,5.350,3.131,3.298,2.148,3.025,2.480,1.734,1.157,1.407,1.529,1.273,
320,-10.796,-10.798,-7.704,-6.443,-5.746,-4.480,-5.453,-4.423,-5.777,-4.599,-3.498,-3.690,-3.542,-3.555,-3.154,-3.385,-3.045,-2.820,-2.499,-2.893,-2.143,-1.995,-2.309,-1.834,-1.539,-1.912,-1.620,-0.477,-0.873,-0.129,-0.511,0.276,8.417,195.743,1311.197,2232.609,1158.447,162.895,20.147,20.510,20.143,22.561,25.438,28.234,29.664,32.159,32.909,31.645,29.031,32.860,31.720,35.148,41.014,40.576,46.418,43.070,42.235,39.755,35.350,35.578,35.672,37.611,37.180,40.773,41.322,40.016,44.031,41.492,41.126,41.776,43.519,45.729,43.158,44.067,45.651,44.722,46.544,48.880,46.175,43.631,48.307,47.224,48.070,45.473,48.374,47.035,47.157,42.831,43.123,44.669,48.440,43.187,45.633,43.026,43.145,41.809,42.818,41.253,41.141,39.908,41.169,40.430,40.797,36.907,37.799,39.820,37.187,34.473,33.085,34.952,34.443,33.061,31.539,30.664,30.378,27.329,28.993,28.307,25.084,24.456,26.833,24.880,23.969,24.864,19.535,20.679,20.088,19.470,19.760,20.085,18.236,17.852,16.180,17.031,13.589,15.558,16.823,12.054,11.752,12.425,12.718,11.849,11.078,11.134,11.206,9.360,9.883,10.071,9.036,8.280,9.714,6.928,8.496,8.132,8.461,5.129,6.975,5.432,5.827,5.360,4.665,4.351,4.365,5.250,2.761,3.935,3.693,2.233,3.077,2.607,2.155,3.775,1.739,1.492,0.599,2.162,
325,-8.154,-7.260,-5.524,-5.848,-4.811,-5.663,-4.508,-4.037,-4.476,-3.924,-3.662,-2.838,-3.212,-1.895,-2.698,-2.295,-2.576,-2.447,-2.634,-2.126,-2.228,-2.734,-1.526,-1.767,-1.536,-1.680,-1.241,-1.217,-1.085,-1.128,-0.878,-0.795,-0.489,0.848,0.844,26.055,490.528,1831.423,1880.328,536.294,34.204,5.667,5.577,6.905,7.307,6.803,7.084,7.935,9.321,10.023,11.389,12.562,14.226,18.089,17.339,21.172,26.236,31.812,31.591,30.608,27.318,27.318,28.304,30.501,32.932,32.109,32.468,33.603,37.512,34.896,37.404,37.100,36.546,39.827,42.479,40.672,42.098,41.505,45.487,44.683,44.544,44.278,43.129,44.545,44.546,43.886,43.444,43.541,44.011,44.238,46.324,44.673,42.896,42.921,43.388,43.879,41.822,42.218,41.974,43.022,40.020,38.093,38.297,37.811,37.913,38.164,38.481,34.815,33.161,33.998,32.410,32.359,29.231,29.758,27.697,27.227,25.995,27.362,24.550,26.119,24.215,23.984,22.032,23.444,22.574,20.483,17.591,19.252,20.283,16.423,17.458,16.226,16.053,16.493,16.346,15.739,14.864,14.441,14.346,12.253,13.507,12.325,10.721,11.517,11.518,9.370,9.022,9.601,9.783,6.651,7.775,7.978,5.914,7.027,5.729,3.696,5.642,7.027,5.188,5.600,5.340,5.213,3.891,3.710,4.164,1.766,2.694,2.963,3.425,0.984,4.181,2.386,1.733,1.842,1.511,0.749,
330,-10.348,-6.619,-6.116,-5.539,-4.762,-4.592,-4.219,-3.401,-2.904,-3.489,-2.865,-3.095,-2.476,-2.778,-3.074,-1.796,-1.668,-2.632,-1.874,-2.066,-2.371,-1.865,-1.795,-1.568,-2.258,-1.213,-0.937,-1.477,-1.054,-1.768,-1.032,-1.031,-0.253,-0.863,-0.126,-0.447,0.253,5.928,132.930,1021.293,2042.975,1147.212,156.850,6.212,2.820,2.625,3.283,4.411,3.825,5.587,6.984,8.371,9.313,10.099,10.651,11.604,14.059,16.366,18.249,24.074,30.482,32.185,29.659,26.117,27.396,27.535,28.169,30.406,32.343,29.709,34.482,37.381,34.582,39.870,37.985,36.844,37.004,39.987,41.754,42.164,45.135,44.618,42.388,44.237,42.061,41.969,41.961,43.471,43.231,43.286,42.865,41.996,41.742,41.145,42.075,40.505,38.394,39.506,39.418,38.962,39.781,37.583,39.749,37.359,38.030,37.163,36.779,32.896,33.217,33.040,33.919,31.708,30.987,30.132,31.443,28.784,27.347,28.835,26.770,24.862,26.026,22.529,20.827,24.230,21.690,18.892,21.355,18.907,19.776,18.857,16.400,18.851,16.274,16.179,15.398,15.239,13.671,13.779,12.748,12.824,14.187,11.539,11.811,12.151,10.390,10.062,8.329,9.901,8.594,9.071,8.450,8.122,6.943,6.455,5.482,7.428,6.008,6.710,6.102,5.301,5.489,5.148,4.392,4.628,3.743,3.438,3.790,2.855,3.670,3.590,2.917,2.278,1.624,0.989,1.341,0.899,
335,-6.371,-6.662,-4.917,-4.899,-3.693,-4.141,-4.093,-3.287,-3.381,-2.766,-2.031,-1.751,-2.660,-2.459,-2.731,-2.093,-2.576,-2.615,-2.365,-1.752,-1.983,-1.911,-1.599,-1.564,-1.540,-1.597,-1.157,-1.072,-1.108,-1.697,-0.957,-0.786,-0.898,-0.663,-0.446,-0.614,-0.570,-0.048,0.237,0.559,45.631,509.262,1743.983,1644.778,424.989,22.268,2.836,2.967,2.652,3.117,5.046,5.298,6.459,7.817,8.708,10.620,10.427,12.606,15.150,16.036,17.298,20.417,22.844,28.822,31.523,30.465,31.069,29.337,27.705,29.988,31.732,34.014,34.057,33.081,34.229,37.659,35.430,36.938,39.438,38.298,41.232,39.401,42.990,40.322,43.139,40.236,41.939,43.399,41.476,42.254,41.173,40.693,39.503,41.656,40.740,40.443,42.224,41.640,37.997,36.547,40.154,37.969,37.216,38.377,37.376,36.467,33.556,34.163,33.145,32.838,34.379,30.875,29.759,29.449,30.078,26.699,26.371,26.563,25.100,28.417,22.426,22.847,24.029,22.826,20.403,20.695,19.566,19.566,21.046,17.457,17.039,19.291,17.927,15.665,14.076,14.918,13.752,13.524,13.095,12.780,12.426,10.461,11.724,11.315,11.305,10.584,10.364,8.593,9.133,8.391,6.861,7.262,7.349,7.026,6.487,6.586,6.494,4.802,4.689,4.429,6.604,5.344,4.058,3.948,3.507,4.233,3.114,3.584,3.036,1.932,1.798,2.239,1.854,2.204,2.148,2.021,
340,-6.449,-6.346,-3.593,-4.843,-4.488,-3.762,-3.193,-3.583,-3.165,-2.422,-2.551,-1.927,-2.042,-2.258,-2.453,-2.111,-1.974,-1.895,-2.034,-2.309,-1.803,-1.736,-1.597,-1.611,-1.725,-1.465,-1.207,-1.370,-1.329,-0.790,-1.252,-1.107,-0.648,-1.086,-0.526,-0.728,-0.598,-0.585,-0.473,-0.216,0.119,-0.010,4.013,149.689,1006.203,1901.734,999.605,133.594,4.982,3.098,3.767,4.305,3.839,5.805,6.307,7.025,7.859,9.997,10.797,13.805,13.517,16.254,16.973,19.450,18.632,25.435,28.890,31.026,32.747,28.879,27.602,28.691,27.344,28.919,32.161,34.319,32.770,33.014,34.672,35.037,37.180,38.990,37.987,39.802,36.725,39.111,36.886,40.612,39.249,38.375,39.890,39.862,40.858,39.777,38.862,39.568,40.094,36.603,40.311,38.524,36.967,37.760,35.777,36.197,37.791,34.797,34.202,33.710,33.406,31.970,30.211,31.695,30.444,29.301,27.786,28.925,27.052,27.816,26.372,24.631,23.455,23.231,23.750,22.818,20.632,22.613,20.508,19.733,17.485,20.015,15.853,15.825,16.240,17.417,13.422,14.611,15.685,13.809,12.354,12.174,11.827,12.611,11.398,11.067,9.680,10.359,9.298,9.190,8.070,7.191,7.907,7.655,8.086,7.293,7.486,5.560,5.382,6.228,4.757,5.902,5.139,4.539,4.224,4.544,4.075,3.850,4.057,2.669,3.068,2.804,2.134,2.375,2.113,1.352,2.030,1.345,
345,-6.015,-6.196,-4.342,-3.263,-3.823,-3.715,-2.325,-3.231,-3.448,-3.139,-2.529,-2.117,-2.264,-2.059,-1.994,-2.085,-1.799,-1.753,-1.773,-1.357,-1.667,-1.506,-1.686,-1.508,-1.376,-0.866,-1.301,-1.209,-1.233,-1.261,-1.202,-0.742,-1.068,-1.050,-1.203,-0.908,-0.858,-0.649,-0.310,-0.936,-0.374,0.106,-0.148,-0.150,0.117,37.638,492.303,1595.236,1470.271,356.124,20.352,3.061,3.622,4.210,4.527,5.599,5.666,6.309,8.042,8.974,11.255,12.620,13.754,14.453,16.941,17.224,20.183,20.245,21.274,26.957,28.560,32.989,31.609,29.315,28.074,30.292,29.895,29.641,30.989,33.712,34.441,34.983,34.366,36.801,34.375,36.757,36.392,37.680,38.026,38.061,37.812,36.873,37.227,37.038,39.453,37.293,35.181,36.392,36.689,38.133,35.929,36.417,36.382,33.202,36.129,34.194,35.628,32.262,32.953,30.401,30.526,29.200,28.778,28.542,29.563,27.279,26.898,24.678,25.046,23.850,24.425,21.578,22.762,22.212,19.584,20.169,19.608,20.438,20.396,18.190,17.011,17.454,16.194,16.317,14.739,15.327,12.738,14.235,12.798,13.591,11.387,11.863,10.664,11.321,10.074,10.814,10.231,9.607,7.139,9.030,6.644,7.661,7.499,8.039,5.904,5.901,5.936,6.749,6.562,5.139,4.980,3.737,3.983,3.034,3.661,3.448,3.024,2.615,3.192,2.906,1.594,2.263,3.818,1.813,1.287,2.097,
350,-6.589,-4.485,-4.111,-3.879,-2.805,-2.729,-3.599,-3.000,-2.018,-1.593,-2.333,-1.402,-2.381,-2.159,-1.751,-1.622,-1.514,-1.746,-2.012,-1.418,-1.798,-1.533,-1.246,-1.394,-1.639,-1.240,-1.093,-1.426,-1.454,-0.835,-0.744,-1.419,-1.003,-0.514,-0.712,-0.892,-1.068,-0.661,-0.657,-0.834,-0.691,-0.527,-0.126,-0.203,0.276,0.266,-0.010,7.666,213.198,1189.944,1783.682,693.806,70.884,4.116,3.634,3.757,3.634,4.690,5.962,6.800,8.206,9.222,10.135,11.711,11.645,14.475,15.455,14.914,17.744,18.070,19.907,23.152,28.220,28.670,30.163,29.134,28.332,26.624,28.240,29.262,29.604,32.667,31.317,32.584,34.498,32.958,33.602,34.626,34.105,34.889,38.010,36.860,34.933,34.892,36.159,36.386,35.858,36.356,35.253,34.237,34.875,34.261,35.556,32.558,33.039,34.435,34.949,32.179,30.562,30.220,29.938,28.472,27.272,27.882,27.333,25.875,25.217,24.140,24.958,24.661,22.421,23.588,21.707,22.119,21.724,22.332,19.507,21.049,19.313,17.787,17.351,16.572,15.538,16.443,15.254,12.273,11.734,13.197,12.719,13.056,13.642,11.554,11.045,10.977,9.140,9.130,10.181,8.149,8.272,8.400,8.371,7.426,8.010,6.105,5.189,5.665,6.347,5.427,4.752,5.871,4.936,3.800,3.500,5.149,4.264,3.557,4.078,2.026,3.613,2.079,2.509,2.404,1.765,1.919,1.378,1.015,
355,-6.270,-5.482,-4.415,-3.473,-3.128,-2.567,-2.305,-2.268,-2.378,-1.970,-2.439,-1.980,-1.788,-1.892,-2.034,-1.797,-1.698,-1.362,-1.370,-1.120,-1.426,-1.487,-1.639,-0.678,-1.426,-1.301,-1.017,-1.336,-0.848,-0.739,-0.831,-0.806,-0.907,-0.744,-1.138,-0.737,-0.853,-0.418,-0.600,-0.893,-0.734,-0.713,-0.521,-0.443,-0.071,0.254,-0.137,0.160,0.277,0.716,34.375,529.093,1557.873,1358.148,308.455,18.469,2.990,3.080,3.986,4.709,5.482,6.530,7.243,7.770,8.073,10.892,10.999,11.516,12.132,13.231,14.478,16.209,18.427,17.963,21.401,22.813,29.424,27.900,29.078,28.238,30.114,27.974,28.755,28.276,29.893,28.290,28.497,31.866,30.623,30.042,32.772,32.171,33.468,30.957,35.073,33.328,33.658,33.512,32.838,32.057,33.525,30.718,32.363,32.148,31.496,29.544,30.380,31.357,30.208,28.697,30.924,26.357,27.280,28.352,26.961,25.588,23.966,24.620,24.896,21.684,22.910,21.583,20.782,21.665,19.523,17.829,20.157,19.080,17.452,17.547,15.362,15.642,15.763,13.884,15.197,12.630,14.270,12.844,13.111,11.844,11.350,10.039,11.038,9.282,9.789,7.846,9.967,9.121,8.335,9.041,8.107,6.320,6.263,5.937,5.848,6.654,7.064,5.684,5.489,4.489,4.653,5.196,4.027,4.281,4.089,3.649,3.953,3.421,2.344,2.259,2.479,1.725,3.061,3.210,1.344,1.859,
360,-6.164,-4.426,-3.088,-3.093,-2.639,-2.219,-2.278,-2.039,-2.318,-2.006,-2.070,-1.476,-1.757,-1.239,-1.428,-1.458,-1.587,-1.459,-1.008,-1.238,-1.423,-0.873,-1.371,-1.022,-1.205,-0.875,-0.550,-0.741,-1.270,-0.924,-0.571,-0.823,-1.210,-0.685,-0.424,-0.724,-0.653,-0.732,-0.617,-0.975,-0.159,-0.722,-0.468,-0.782,-0.361,-0.293,0.217,-0.218,0.248,0.387,0.330,0.644,8.948,179.689,1083.212,1637.135,752.416,94.658,4.566,2.855,3.520,4.623,3.923,4.890,6.188,6.381,7.931,8.878,10.232,9.947,11.778,12.839,14.498,14.830,15.047,17.904,17.371,19.566,22.435,26.761,28.078,27.950,27.099,25.346,26.897,26.775,26.018,28.959,28.641,28.494,28.886,29.393,29.278,28.943,31.315,31.722,30.455,30.453,31.432,30.513,28.624,29.424,28.952,29.233,28.039,29.978,26.186,28.520,30.730,26.834,28.102,27.329,26.652,26.468,24.802,24.224,24.953,22.830,23.157,21.289,21.317,22.267,20.425,19.981,19.309,18.000,17.234,17.269,17.622,16.294,15.097,15.241,14.674,13.542,13.529,13.235,13.912,12.287,11.361,11.754,10.520,11.567,11.558,9.509,10.381,7.800,9.830,8.663,8.731,7.371,7.667,6.950,6.359,6.533,5.747,5.899,5.408,5.123,5.470,6.430,5.187,4.640,4.191,4.616,2.971,3.744,2.772,3.336,2.601,2.656,2.341,2.786,2.875,2.145,2.025,1.616,
365,-5.052,-4.179,-3.679,-3.268,-3.168,-3.074,-2.092,-2.198,-1.606,-1.473,-1.334,-1.783,-1.525,-1.570,-1.639,-1.220,-1.632,-1.448,-1.367,-1.375,-0.814,-1.247,-0.837,-1.053,-1.454,-0.775,-1.227,-1.173,-1.069,-0.877,-0.914,-1.041,-0.993,-0.866,-0.712,-0.667,-0.648,-0.707,-0.532,-0.819,-0.863,-0.475,-0.599,-0.566,-0.249,-0.466,-0.229,-0.481,-0.367,-0.263,-0.113,-0.126,0.175,0.454,1.242,50.691,446.398,1466.997,1299.677,296.911,15.013,2.456,3.015,3.227,3.677,4.327,4.912,6.243,7.159,7.168,8.879,10.178,10.102,11.864,12.857,12.659,15.561,15.837,17.154,18.572,18.869,21.591,23.952,25.383,26.854,25.865,24.075,22.941,23.140,24.593,24.923,26.069,26.922,27.381,27.229,26.766,26.673,28.316,29.434,30.114,28.601,25.696,26.226,29.112,27.196,27.815,28.533,26.926,26.889,25.455,26.046,26.653,24.905,24.223,24.880,24.052,23.559,20.821,21.637,19.335,20.066,20.371,18.743,18.259,18.940,18.861,16.609,18.232,17.233,16.992,16.539,15.576,14.699,15.232,13.615,14.346,12.155,12.454,12.428,11.067,11.061,9.486,9.726,9.164,9.211,8.988,7.657,9.506,7.365,7.486,8.035,6.711,5.673,6.588,6.285,6.877,6.563,4.493,4.629,5.582,4.630,3.418,3.306,4.115,3.214,3.275,2.542,3.112,3.061,2.976,2.293,2.307,1.754,2.117,2.453,2.511,
370,-5.858,-4.153,-3.050,-2.759,-2.333,-2.276,-1.661,-2.309,-2.091,-1.798,-1.673,-1.405,-1.675,-1.037,-1.708,-1.197,-1.309,-1.369,-1.497,-1.394,-0.877,-0.970,-0.885,-1.384,-1.144,-1.016,-0.849,-1.104,-0.754,-0.863,-1.120,-1.023,-0.910,-1.023,-0.776,-1.019,-0.797,-0.612,-0.895,-0.874,-0.687,-0.681,-0.349,-0.724,-0.561,-0.366,-0.358,-0.567,-0.308,-0.228,-0.505,-0.370,-0.032,0.060,-0.033,0.167,0.347,5.256,128.883,883.186,1562.334,857.730,119.941,4.824,2.939,3.372,3.127,3.857,4.925,4.874,5.975,6.352,7.004,7.443,8.758,11.285,10.923,11.421,12.864,13.478,14.825,15.441,17.699,16.811,17.788,22.384,23.096,23.496,24.796,22.958,23.267,22.032,23.126,24.410,24.417,24.411,25.409,24.751,24.711,26.577,25.043,25.656,24.478,26.642,24.527,24.146,25.077,25.364,24.144,24.918,24.575,23.449,23.263,22.118,24.235,22.830,22.370,20.205,19.327,21.325,20.235,19.610,17.793,18.428,18.619,17.323,18.023,16.198,15.609,15.888,14.755,15.003,14.042,15.365,14.004,14.017,13.557,11.825,11.971,10.466,10.973,9.486,10.553,9.118,8.970,8.195,9.195,8.052,8.426,7.854,5.957,5.710,6.554,5.667,5.136,6.416,5.302,6.069,5.627,4.921,3.941,3.968,4.335,3.880,2.990,3.165,3.982,2.752,3.451,2.641,3.123,2.692,1.913,1.833,2.401,1.097,
