"Summary"
"[Software Information]"
"Software Name:","LabSolutions RF"
"Version:","1.12"
"[Data Information]"
"Data is:","Modified"
"Sample Name:","AP01_2705"
"Sample ID"
"Option"
"Analyst"
"Date/Time:","17/06/2025 10:20:32"
"Comments"
"[Instrument Information]"
"Instrument Name:","Fluoro"
"Instrument Type:","RF-6000 Series"
"Model (S/N):","RF-6000 (A40245500667SA)"

"Parameter"
"[Measurement]"
"Spectrum Type:","3D"
"EX Wavelength Start:","240.0 nm"
"EX Wavelength End:","450.0 nm"
"Data Interval:","5.0 nm"
"EM Wavelength Start:","250.0 nm"
"EM Wavelength End:","600.0 nm"
"Data Interval:","2.0 nm"
"Scan Speed:","6000 nm/min"
"[Instrument]"
"EX Bandwidth:","3.0 nm"
"EM Bandwidth:","3.0 nm"
"Sensitivity:","High"
"[Attachment]"
"Attachment:","None"
"[Auto Print]"
"Auto Print:","No"
"Report File:",""

"AP01_2705.fs3f - CorrectionData"
285,-23.192,-22.749,-18.768,-14.091,-14.069,-10.110,-13.415,-11.034,-10.383,-10.589,-7.971,-8.017,-6.476,-5.279,-4.826,37.651,606.187,1932.954,1717.409,457.643,33.780,1.372,-0.130,1.502,0.122,1.985,1.909,0.959,2.193,0.659,9.494,20.444,28.213,31.775,21.419,10.715,5.547,4.988,5.806,9.653,8.010,7.511,7.423,9.278,10.892,9.475,9.968,13.026,10.448,9.792,11.875,12.843,15.102,15.574,14.779,14.127,17.942,21.512,16.378,21.939,21.104,20.307,20.227,19.676,25.100,21.720,26.803,27.901,25.824,29.085,29.228,27.108,24.857,28.488,33.277,30.466,30.925,33.678,26.455,35.737,31.555,35.767,34.996,35.605,31.912,31.598,32.847,33.633,35.843,36.722,33.278,33.819,35.629,33.807,33.869,33.960,34.477,29.652,35.251,37.056,37.072,35.117,35.364,35.223,33.883,32.836,35.855,30.393,33.668,34.674,32.753,30.089,27.577,28.021,25.856,26.203,25.959,23.196,25.076,24.862,27.753,22.090,22.845,22.240,24.653,20.801,21.731,19.315,19.386,19.312,19.292,19.613,19.719,16.649,17.247,17.890,15.606,15.079,13.440,14.227,12.109,11.974,13.158,9.947,10.982,11.666,9.033,9.260,9.187,7.517,7.864,5.944,6.835,7.078,4.631,5.170,11.967,43.104,170.631,370.300,523.781,435.518,259.135,76.938,15.573,4.684,3.872,0.690,0.914,2.815,2.515,0.619,1.483,0.999,0.293,2.438,
290,-20.180,-20.154,-12.599,-12.778,-12.085,-9.187,-9.937,-7.684,-9.055,-8.506,-6.769,-5.886,-6.054,-7.271,-5.440,-4.450,-3.097,7.291,231.571,1418.718,2154.279,1037.898,128.313,3.746,0.877,0.820,1.698,-0.450,-0.793,1.672,0.955,2.422,5.924,6.476,17.648,27.442,31.078,20.041,12.426,10.224,7.596,9.834,7.913,10.212,14.439,10.296,12.339,11.952,14.516,11.120,16.446,16.101,21.758,15.861,17.341,17.940,17.236,22.330,24.738,22.389,21.887,27.990,26.649,26.898,26.233,26.144,27.492,28.517,29.967,28.289,32.803,29.317,29.552,32.936,27.137,31.077,34.739,34.052,28.689,29.392,35.289,36.203,36.969,34.713,36.297,34.599,33.626,36.978,34.627,37.007,35.745,34.691,33.480,32.216,34.922,34.519,35.714,37.268,33.465,35.005,35.489,33.511,33.746,37.828,30.769,31.126,29.883,29.941,27.711,27.953,28.683,29.695,33.437,25.831,29.937,27.141,26.895,27.157,27.485,27.506,23.327,21.831,22.674,20.764,20.991,22.990,21.264,22.609,18.976,16.069,19.281,20.128,15.575,17.578,16.362,16.868,16.209,16.184,15.471,14.349,12.584,11.700,12.495,9.717,11.564,11.066,10.493,10.557,11.431,6.812,9.269,12.607,7.047,6.250,5.171,6.948,4.259,7.533,8.468,6.561,3.966,12.249,59.846,186.874,416.350,557.525,459.459,223.579,62.406,9.284,1.615,1.595,0.938,2.443,0.261,3.794,
295,-18.713,-13.491,-12.678,-13.468,-9.503,-10.695,-10.301,-9.286,-8.522,-7.184,-6.747,-5.798,-7.239,-6.588,-3.797,-4.619,-5.409,-4.302,-4.034,-2.527,63.589,682.523,2073.258,1716.528,439.048,25.728,0.828,1.264,1.669,1.044,1.761,0.793,1.203,2.839,2.297,3.941,8.603,19.208,24.549,31.919,22.795,13.331,13.084,11.845,9.499,11.579,12.530,11.585,14.353,11.440,14.105,17.118,15.413,18.729,17.373,16.293,21.949,20.850,23.770,24.154,21.753,23.742,27.927,26.809,28.423,30.014,27.668,30.249,29.569,28.513,27.644,35.701,32.565,29.111,32.793,31.603,35.456,35.183,31.865,33.918,35.026,34.442,33.429,36.667,37.929,34.990,35.490,35.622,35.762,32.115,38.249,35.311,32.724,36.099,36.794,35.193,34.135,33.955,30.646,32.887,31.281,31.074,31.577,31.403,32.308,26.405,28.875,29.254,28.493,27.397,27.989,30.929,28.383,27.206,26.846,25.574,28.914,24.798,25.308,23.318,20.781,22.859,23.973,21.608,20.917,20.331,19.546,15.888,18.722,16.278,15.630,16.931,18.276,16.200,11.900,15.319,13.629,13.533,11.245,10.330,11.775,10.997,13.018,6.418,12.199,9.917,9.261,10.995,7.837,7.473,7.390,5.836,6.126,7.961,6.647,5.507,6.952,5.254,4.709,3.057,4.362,5.410,4.056,4.044,4.255,3.750,10.307,60.988,207.513,410.456,530.415,436.268,203.591,58.633,7.152,0.044,
300,-16.383,-15.634,-13.048,-8.849,-8.836,-8.001,-9.558,-8.817,-7.499,-5.939,-5.373,-6.401,-4.955,-5.190,-3.643,-4.327,-3.604,-3.176,-3.978,-3.289,-2.636,-1.465,5.149,212.110,1232.511,2213.059,1163.301,172.668,4.789,1.577,1.555,0.916,-0.285,1.162,2.437,2.499,4.693,5.079,4.824,6.574,14.413,27.703,30.880,20.866,16.243,11.047,9.892,10.103,12.264,13.651,13.331,14.697,18.264,14.937,20.701,21.066,21.049,20.040,21.263,19.028,22.362,23.433,26.962,26.036,29.719,25.939,30.390,29.964,30.137,29.316,31.673,31.808,34.362,31.759,32.841,34.930,36.578,34.156,35.829,32.575,35.304,36.223,37.086,36.110,35.461,36.885,38.166,33.924,33.437,36.326,34.620,33.380,34.850,34.910,35.109,31.951,34.800,34.058,34.112,32.472,33.057,31.329,30.612,30.275,30.569,28.092,28.425,31.275,28.754,25.999,31.138,26.063,26.634,24.880,24.831,21.810,23.586,23.074,23.059,20.087,25.048,20.886,22.100,23.179,18.209,19.286,18.843,15.911,17.421,17.403,17.457,17.267,16.459,13.451,14.543,13.658,13.259,11.350,12.739,12.422,13.617,11.715,10.376,10.587,9.168,9.496,10.660,11.641,8.790,7.850,6.546,8.678,7.171,5.680,3.978,4.095,4.813,7.179,3.693,3.442,3.457,4.225,3.287,1.147,2.522,4.075,0.767,0.854,2.081,2.104,2.901,8.759,47.380,177.622,382.477,515.646,
305,-16.126,-12.588,-11.341,-8.046,-9.109,-7.597,-8.109,-4.968,-5.664,-5.945,-6.518,-5.000,-4.894,-6.079,-3.562,-4.388,-3.748,-4.346,-3.331,-2.644,-3.711,-2.792,-2.317,-2.617,-0.283,54.685,668.626,1911.821,1682.203,438.140,26.260,1.242,-0.377,0.136,0.065,1.410,1.424,3.059,1.872,2.465,4.435,4.033,8.975,12.556,22.237,23.794,24.364,19.395,12.477,13.561,14.146,15.603,15.613,16.382,16.360,20.705,20.036,21.404,22.680,20.970,22.449,24.889,25.887,26.067,26.972,28.825,30.752,31.299,30.411,30.679,33.880,33.074,33.425,35.647,35.854,33.713,35.896,34.634,37.630,37.129,33.239,37.445,36.971,37.249,40.316,37.187,37.033,38.057,37.052,34.221,39.160,34.452,33.503,31.861,34.901,33.134,36.295,37.518,31.903,33.470,32.576,32.714,30.922,27.579,32.325,31.471,27.406,26.959,28.012,26.599,27.226,24.703,25.523,24.103,25.786,25.517,22.947,20.123,21.326,19.286,20.725,19.579,18.863,17.396,17.906,18.508,18.797,17.462,15.997,16.449,15.996,17.365,17.453,14.460,13.932,14.439,13.756,11.905,12.177,11.873,10.176,9.124,12.092,8.374,11.249,9.973,9.223,8.597,9.296,8.131,6.060,5.411,6.029,4.974,5.740,6.900,5.164,6.115,3.097,3.677,3.488,2.765,4.528,2.500,1.887,2.489,2.838,1.503,3.857,4.365,0.652,1.227,1.048,1.009,1.682,0.279,
310,-13.018,-8.722,-9.373,-9.321,-7.474,-5.339,-5.266,-5.492,-6.378,-5.533,-4.795,-5.071,-4.260,-4.069,-4.730,-3.456,-3.573,-2.390,-3.028,-2.204,-2.237,-2.890,-2.135,-1.132,-0.946,-0.949,-1.455,5.752,219.951,1186.031,2078.554,975.780,140.406,3.106,0.941,0.829,1.806,1.462,2.190,1.739,2.609,4.143,3.683,5.093,5.821,8.378,13.156,20.689,24.484,21.696,17.558,14.269,13.212,14.792,16.756,17.406,19.515,19.984,21.926,21.064,22.427,25.134,26.304,27.905,27.036,28.544,31.701,31.635,30.011,31.536,33.202,35.034,33.835,35.672,35.892,38.161,34.049,38.803,36.663,38.595,39.447,38.907,36.909,38.205,35.421,38.978,34.430,33.888,38.808,36.869,36.188,36.044,32.853,36.230,35.444,36.482,33.006,32.431,35.815,34.164,34.238,31.800,33.279,33.646,31.466,32.594,30.270,28.566,27.736,26.910,28.528,27.460,27.686,24.818,25.129,23.927,24.300,22.128,21.854,20.198,21.531,20.172,17.562,16.913,19.945,17.950,18.810,18.323,18.413,16.421,16.264,16.518,14.236,13.491,14.358,16.039,13.565,12.512,11.395,10.275,10.786,10.599,10.263,6.959,8.160,7.822,7.940,8.736,7.620,6.655,6.953,7.024,4.539,9.209,6.991,6.897,3.768,5.115,4.597,3.854,5.065,2.767,1.198,3.672,2.527,2.505,2.124,2.595,1.653,2.702,0.857,0.863,1.542,0.041,0.751,1.176,
315,-13.358,-8.426,-7.430,-7.301,-5.861,-6.339,-5.652,-4.528,-5.261,-4.825,-4.671,-5.019,-3.676,-3.106,-3.207,-3.122,-2.498,-2.746,-2.466,-2.399,-2.270,-2.627,-2.079,-1.667,-2.330,-1.689,-1.967,-1.966,-0.800,0.157,27.020,483.241,1656.685,1776.205,492.997,41.707,1.619,2.534,1.334,1.023,1.474,1.880,2.714,3.180,4.360,5.560,6.183,7.438,8.573,14.233,22.159,25.514,23.624,18.168,17.119,17.925,16.976,17.730,21.387,20.890,23.662,23.509,24.851,27.544,26.129,28.980,28.264,27.517,30.760,34.072,33.973,32.338,32.011,34.783,35.623,36.591,39.782,37.624,36.700,37.577,38.338,38.869,38.046,38.615,40.243,34.066,35.921,36.169,37.674,37.429,35.805,34.754,34.866,35.896,32.752,34.170,34.385,36.212,34.330,33.515,32.428,32.546,28.948,29.066,30.926,30.421,28.815,28.509,26.386,26.709,24.600,26.992,26.089,25.961,26.655,24.619,23.736,24.674,21.739,21.488,22.201,17.800,18.592,19.004,16.844,17.184,16.800,16.368,18.115,15.764,15.470,14.311,12.450,11.934,10.984,11.498,13.559,12.620,10.639,12.519,10.773,9.318,9.292,8.556,8.901,8.713,8.021,8.661,7.579,8.210,8.121,6.107,6.740,5.173,8.539,4.906,5.410,3.701,4.868,4.302,4.107,2.650,4.758,3.371,3.145,1.907,2.052,2.411,1.874,1.370,1.472,0.627,1.417,1.802,1.176,1.273,
320,-9.962,-9.585,-6.197,-6.199,-6.393,-6.079,-5.516,-3.963,-4.426,-4.405,-3.940,-3.492,-2.951,-2.827,-3.157,-2.844,-2.748,-2.363,-2.851,-2.587,-2.163,-2.418,-1.742,-2.075,-2.007,-1.801,-1.683,-1.141,-1.072,-1.142,-1.081,-0.417,3.446,142.029,1104.601,1898.188,972.290,120.055,5.170,1.006,0.836,1.605,0.888,3.262,1.781,4.565,3.791,5.174,5.189,7.142,8.323,9.220,13.335,22.296,23.870,25.162,20.866,18.145,18.043,19.273,22.624,21.326,25.216,23.925,24.307,26.129,27.363,28.203,28.675,31.501,31.062,32.511,33.164,31.832,33.332,33.281,33.463,36.409,36.882,35.922,37.295,36.982,39.967,35.805,35.711,37.273,37.882,36.417,37.166,35.687,35.517,34.211,35.480,34.200,35.828,33.149,33.273,32.304,32.250,32.279,33.410,32.354,33.540,30.908,30.904,31.733,30.985,30.069,27.748,26.226,28.010,26.411,26.718,25.221,23.880,24.446,25.244,23.235,22.663,20.210,21.339,19.496,18.021,20.042,19.991,14.920,15.287,16.059,14.951,14.392,15.020,14.987,14.008,12.211,13.659,11.858,11.802,12.343,11.858,10.007,11.061,10.150,9.113,8.431,8.541,7.280,6.672,7.587,8.021,7.598,7.290,6.107,6.357,7.889,5.405,4.696,4.745,5.726,2.796,4.598,3.860,3.561,2.496,4.195,2.120,1.531,1.589,2.433,2.578,2.881,2.020,1.708,0.746,1.292,1.013,0.255,
325,-7.779,-7.686,-5.878,-5.994,-4.878,-4.507,-4.810,-4.266,-2.478,-3.702,-3.043,-3.276,-3.019,-2.671,-2.865,-2.958,-2.135,-2.378,-2.117,-1.906,-1.939,-1.933,-2.128,-1.737,-1.765,-1.254,-1.659,-1.462,-1.365,-1.470,-1.506,-0.991,-0.541,-0.283,-0.296,19.797,402.969,1601.715,1657.056,482.427,24.257,1.983,1.543,1.523,1.456,1.629,2.498,4.684,3.513,5.046,6.578,7.625,7.916,9.038,11.204,14.992,19.580,26.597,29.099,27.319,20.581,20.992,21.144,22.415,25.920,25.602,25.795,26.059,28.741,30.366,29.716,32.078,28.568,33.981,33.512,33.004,34.704,33.907,34.071,33.833,36.046,36.858,35.325,36.879,35.496,36.473,37.457,35.005,36.252,36.244,34.028,36.270,35.210,35.980,36.043,35.228,32.546,33.081,31.885,32.943,32.061,30.534,30.149,29.575,30.401,29.587,27.955,29.142,26.525,28.429,25.397,27.662,27.878,22.421,24.386,22.810,22.051,21.998,21.687,20.731,22.467,20.758,17.787,19.370,17.980,18.583,16.355,16.068,16.273,14.896,15.911,14.110,13.892,12.797,13.392,11.526,14.123,11.213,11.678,9.564,10.789,8.588,10.611,8.148,8.879,8.924,7.887,7.997,6.743,9.448,6.083,6.453,5.229,4.886,5.989,6.212,5.116,4.490,3.674,4.380,3.954,3.223,3.033,2.372,3.379,2.730,1.353,1.871,3.179,1.122,2.852,2.598,2.708,1.209,1.547,1.830,
330,-8.876,-7.052,-5.519,-5.043,-4.606,-4.476,-3.303,-4.159,-4.002,-3.316,-2.904,-2.917,-2.936,-2.954,-2.373,-1.912,-1.803,-2.384,-2.322,-2.238,-1.381,-1.723,-1.707,-1.632,-1.615,-1.572,-1.303,-1.107,-1.728,-0.612,-1.294,-0.339,-1.028,-0.977,-0.191,-0.343,0.095,4.219,108.914,907.266,1813.121,1018.969,125.728,5.202,1.994,1.960,2.115,3.162,3.215,4.887,4.612,4.426,7.034,8.102,10.107,10.611,12.633,13.398,16.842,21.914,26.923,28.159,28.377,23.864,24.262,23.285,24.809,25.432,24.211,26.110,29.111,28.044,30.466,29.440,29.793,30.927,33.591,32.810,32.161,34.374,35.015,36.436,36.131,34.925,32.916,33.922,37.433,33.884,34.556,35.397,35.067,35.279,34.887,34.602,32.585,34.036,35.980,34.096,31.610,34.017,32.970,31.545,30.839,29.063,29.052,29.217,29.110,27.794,28.529,28.983,27.955,25.860,26.324,25.481,23.154,21.636,22.523,23.105,20.732,19.594,18.516,20.418,19.922,18.284,17.963,16.484,15.438,16.049,15.098,15.096,15.124,13.725,12.515,12.404,11.462,13.232,12.877,11.358,9.821,11.234,10.361,9.350,9.709,7.238,8.713,7.122,7.927,7.632,7.907,6.954,7.181,5.655,6.335,6.837,4.126,4.848,4.063,4.180,3.798,5.297,4.666,2.883,2.643,3.432,3.028,2.844,3.687,2.766,1.189,1.795,2.122,2.320,1.437,1.239,0.952,0.573,
335,-4.255,-6.455,-5.329,-4.671,-4.365,-3.817,-3.573,-3.833,-2.914,-2.616,-3.499,-3.062,-2.706,-2.414,-1.537,-2.073,-1.899,-1.649,-2.073,-1.806,-1.249,-1.647,-2.117,-1.642,-1.985,-1.239,-1.758,-1.410,-0.996,-1.076,-1.025,-0.891,-1.136,-0.727,-0.750,-0.645,-0.751,-0.127,0.229,0.383,38.795,461.151,1585.976,1472.468,373.285,16.590,1.991,2.583,2.706,3.110,3.670,5.414,7.383,6.002,7.081,8.266,9.971,9.722,12.125,12.697,16.441,18.986,20.159,25.787,26.595,26.686,25.010,25.750,25.167,24.965,26.130,25.572,27.877,28.391,29.497,28.947,31.254,30.070,29.700,30.418,34.369,33.278,35.010,31.984,35.537,33.726,33.590,32.351,32.247,35.023,31.631,33.764,33.910,34.265,34.225,33.058,30.805,32.104,33.802,33.977,31.876,30.323,31.410,30.480,30.569,29.470,28.225,28.134,26.744,27.802,27.490,25.475,23.854,25.567,24.039,21.628,22.866,21.567,20.772,19.330,19.085,20.467,19.099,18.973,17.953,17.927,16.553,15.593,16.428,14.461,14.578,14.288,12.854,11.819,11.889,11.644,11.291,10.698,10.501,10.483,7.718,8.538,8.187,7.798,8.141,8.243,8.211,7.899,6.002,6.031,7.739,5.734,5.846,5.386,4.846,4.437,4.233,4.357,4.154,3.835,3.884,3.276,3.305,2.345,3.308,2.770,3.047,1.861,2.936,3.421,2.215,1.473,0.989,1.416,0.784,0.874,
340,-7.400,-6.191,-5.106,-4.223,-4.025,-3.872,-3.472,-3.146,-3.668,-3.023,-2.298,-2.619,-2.799,-2.042,-1.845,-2.021,-2.044,-2.067,-1.920,-1.711,-1.594,-1.608,-1.459,-1.757,-1.518,-1.422,-1.526,-1.430,-0.792,-1.305,-0.826,-1.045,-0.762,-0.732,-0.893,-1.356,-0.628,-0.912,-0.064,-0.432,-0.224,-0.493,2.866,130.908,901.742,1715.740,892.151,120.161,3.326,2.112,2.249,4.056,4.975,5.019,5.367,6.642,6.728,9.471,9.251,11.595,12.308,13.145,14.507,16.251,18.969,21.678,24.964,28.204,27.847,25.648,23.782,22.618,24.856,26.732,27.974,28.906,28.281,27.246,30.621,29.398,31.611,32.534,31.704,32.695,29.133,31.927,30.899,32.992,31.308,32.325,33.125,33.484,33.278,32.225,31.414,32.456,33.117,32.126,34.417,31.417,30.993,31.481,29.756,31.097,27.602,29.640,27.936,27.295,26.714,25.925,23.780,24.556,22.650,23.784,22.598,22.392,22.585,20.893,18.991,21.210,18.555,19.537,17.142,18.094,16.187,14.677,16.856,15.788,14.126,15.619,14.391,13.301,11.798,11.331,12.104,12.821,13.058,11.933,10.680,10.836,10.121,10.137,8.370,10.181,7.931,6.794,7.219,7.060,6.798,6.878,6.375,6.581,4.909,5.181,6.518,4.731,4.577,5.239,3.873,3.856,4.145,3.520,2.709,2.129,3.400,1.880,2.056,1.399,1.312,1.680,2.597,1.650,1.210,1.649,1.190,0.687,
345,-6.037,-3.803,-3.652,-4.088,-3.540,-3.266,-2.729,-3.323,-2.575,-2.749,-1.794,-2.649,-2.153,-1.499,-2.153,-1.548,-1.649,-1.850,-1.942,-1.406,-1.677,-1.849,-1.330,-1.275,-1.735,-1.332,-1.230,-1.469,-0.769,-1.194,-1.157,-1.367,-0.827,-0.974,-0.767,-0.891,-0.825,-0.499,-0.762,-0.522,-0.523,-0.085,-0.175,-0.283,0.352,31.236,430.519,1427.239,1322.444,312.867,17.003,2.087,2.484,3.833,3.726,4.535,4.814,6.654,6.688,7.689,9.146,9.609,10.521,13.030,12.921,14.247,16.826,18.855,21.414,25.063,27.341,28.705,26.667,24.436,24.896,24.637,25.570,25.418,25.966,26.878,27.524,28.468,30.905,28.557,30.779,30.036,29.105,31.746,30.523,30.287,31.094,30.250,31.301,29.442,29.616,31.867,30.812,29.276,28.178,30.268,29.059,29.765,30.385,26.656,27.448,28.003,28.182,26.989,26.760,25.938,25.687,23.408,25.436,23.450,22.758,22.660,20.881,20.963,20.497,20.920,18.948,19.326,18.156,18.011,17.735,16.903,15.103,15.923,14.356,13.443,13.789,13.405,12.943,13.397,12.472,12.159,11.550,10.843,9.896,10.992,9.244,10.009,9.736,8.991,8.593,6.945,7.730,7.116,7.135,7.012,6.681,6.069,5.726,6.172,5.402,5.283,4.908,4.398,3.889,4.062,3.916,3.568,3.846,4.056,2.793,2.296,3.054,1.397,2.345,1.539,2.116,1.766,0.918,1.411,1.534,1.309,
350,-5.329,-4.972,-4.275,-2.695,-2.948,-2.874,-3.469,-2.046,-2.840,-2.137,-2.482,-2.083,-2.124,-1.170,-1.822,-1.673,-1.552,-1.104,-1.805,-1.391,-1.199,-1.328,-1.436,-1.487,-1.338,-1.240,-1.481,-1.145,-1.005,-1.129,-1.165,-1.339,-1.187,-1.038,-0.732,-0.604,-0.461,-1.016,-0.860,-0.533,-0.498,-0.614,-0.183,-0.241,-0.276,-0.156,0.396,5.825,184.134,1064.761,1584.955,606.623,56.764,3.302,3.159,3.028,4.033,4.008,5.073,5.886,6.906,7.574,7.867,9.391,11.594,12.774,12.527,13.345,15.609,15.836,17.757,18.622,21.372,24.659,24.638,24.988,24.488,23.028,24.131,25.712,24.461,24.952,26.084,27.339,26.793,28.936,28.167,28.877,28.357,28.697,28.863,28.163,29.106,28.529,28.974,27.539,28.728,30.239,29.700,28.747,27.982,29.785,28.372,27.374,26.133,26.394,26.563,26.512,25.915,24.770,24.363,25.342,23.065,21.605,20.790,22.554,22.591,20.965,19.943,20.217,19.418,18.520,17.065,17.251,14.832,16.918,15.789,16.724,15.322,13.874,13.351,13.414,14.424,13.954,12.376,11.986,11.035,10.695,10.870,10.303,9.200,10.377,7.726,8.082,8.051,7.558,7.975,7.101,8.212,6.402,5.835,5.259,4.444,6.732,6.281,4.883,5.423,4.059,3.749,4.466,3.036,4.245,3.360,3.135,3.438,2.065,2.054,2.120,2.723,1.935,2.303,1.550,1.188,1.669,1.423,1.526,
355,-5.942,-4.388,-3.890,-2.437,-3.444,-3.307,-2.508,-2.150,-2.332,-1.532,-1.022,-2.098,-2.005,-1.944,-1.707,-1.762,-1.486,-1.421,-1.395,-1.207,-1.213,-1.442,-1.431,-1.376,-1.141,-1.130,-1.167,-1.070,-0.690,-1.206,-0.666,-1.022,-1.060,-1.266,-0.919,-1.054,-0.651,-0.710,-0.384,-0.591,-0.399,-0.679,-0.676,-0.483,-0.372,-0.310,-0.129,-0.039,-0.233,0.601,31.621,484.818,1443.402,1255.163,294.079,16.394,2.943,2.579,4.015,3.352,5.134,4.234,5.718,6.032,7.194,8.174,9.148,10.067,10.595,12.132,13.024,13.307,15.588,17.319,18.094,20.610,22.624,25.106,24.845,24.132,21.370,24.392,23.464,24.600,25.531,24.300,25.083,25.460,25.676,25.358,25.739,24.522,27.836,27.075,27.441,27.605,26.201,28.581,27.424,26.525,27.349,26.321,27.128,25.262,25.571,25.146,25.515,25.017,24.113,24.538,21.895,22.905,23.510,21.254,21.544,20.391,20.668,20.915,18.549,17.786,18.873,17.130,17.333,15.919,17.089,16.533,14.646,14.154,15.225,13.830,14.890,14.326,13.053,12.386,11.743,11.214,11.417,10.054,9.995,9.612,9.268,9.798,7.705,8.508,8.348,7.730,7.339,6.821,6.928,6.046,5.924,7.015,4.794,5.067,5.255,4.104,4.519,4.679,4.075,3.928,2.806,3.952,3.173,3.198,2.762,2.515,2.771,1.687,2.349,2.641,2.640,2.020,1.902,1.457,1.968,1.098,
360,-5.408,-4.253,-3.794,-3.640,-2.313,-2.410,-1.860,-2.013,-2.206,-1.438,-1.379,-1.869,-1.144,-1.413,-1.366,-1.422,-1.543,-1.577,-1.007,-1.015,-0.996,-1.554,-1.090,-1.055,-1.247,-1.158,-1.107,-0.496,-1.040,-0.948,-0.771,-1.052,-0.970,-0.563,-0.808,-0.849,-0.711,-0.845,-0.799,-0.715,-0.706,-0.208,-0.231,-0.573,-0.258,-0.558,0.011,-0.430,0.497,-0.037,0.296,0.619,6.649,160.535,1002.698,1562.744,764.724,80.814,4.736,2.655,3.602,3.833,3.839,4.762,5.238,5.576,7.155,7.272,8.421,9.213,10.336,11.287,12.642,12.621,13.041,14.766,16.113,16.028,19.925,22.907,24.096,23.803,22.238,21.001,22.245,21.875,23.506,21.724,23.973,23.942,23.392,24.829,24.564,24.011,23.886,25.045,25.565,25.412,26.018,25.310,24.169,24.826,25.016,24.848,23.588,22.183,24.449,22.027,23.246,23.504,21.607,21.245,22.213,21.394,21.016,19.442,20.178,18.701,18.514,17.548,16.809,17.824,16.852,16.700,16.778,15.130,13.952,15.755,13.946,13.997,13.056,12.706,12.357,11.894,11.807,9.976,10.998,9.715,9.915,10.448,9.093,9.194,8.098,8.501,8.703,7.182,7.574,7.174,6.922,6.215,5.774,5.263,5.872,5.136,5.157,5.084,4.811,3.593,3.972,3.633,3.899,2.497,2.800,2.123,3.250,2.748,2.502,2.467,1.528,2.130,2.049,1.991,1.722,2.039,0.755,0.993,
365,-5.572,-3.898,-2.932,-1.494,-1.852,-2.280,-1.814,-2.228,-2.230,-1.531,-1.759,-1.577,-1.729,-1.321,-1.331,-1.402,-1.102,-1.438,-1.095,-1.190,-1.296,-0.865,-1.214,-1.125,-1.233,-1.217,-1.205,-1.012,-0.776,-0.845,-0.496,-1.157,-0.780,-0.862,-0.748,-0.867,-0.720,-0.995,-0.859,-0.801,-0.867,-0.502,-0.358,-0.667,-0.440,-0.540,-0.757,-0.615,-0.505,-0.301,-0.234,0.293,-0.258,0.281,1.515,42.732,413.128,1412.553,1229.862,277.998,13.722,2.734,3.339,2.994,3.605,3.985,4.158,5.247,6.296,6.451,7.614,7.629,8.870,10.564,10.448,11.001,12.047,13.174,13.199,15.311,16.897,18.278,20.523,21.758,22.499,22.175,20.999,20.453,19.878,20.421,21.502,20.572,21.192,21.551,22.198,22.685,22.889,23.899,23.358,23.236,22.630,22.150,22.840,23.319,23.526,22.089,22.900,22.170,21.580,21.206,21.531,21.415,19.907,20.271,20.944,20.090,19.392,17.999,17.680,17.340,17.466,16.307,14.905,15.604,16.900,13.898,14.964,13.380,13.783,12.501,13.329,12.965,11.532,12.589,10.426,10.315,9.656,10.302,9.825,8.413,10.422,8.824,8.541,8.022,7.579,7.586,7.278,7.156,6.747,6.402,5.735,6.168,5.904,4.630,5.275,4.524,4.150,3.951,3.003,4.255,3.604,3.236,4.171,2.758,3.101,2.420,2.430,2.718,2.572,2.123,2.682,2.300,1.007,1.806,1.149,1.688,
370,-4.116,-3.459,-3.724,-2.504,-2.827,-2.013,-2.007,-1.828,-2.000,-1.751,-1.774,-1.465,-1.364,-1.706,-1.278,-1.608,-0.913,-1.033,-1.324,-0.824,-1.313,-0.707,-0.890,-0.988,-0.938,-1.075,-1.231,-0.905,-0.983,-0.732,-1.033,-0.815,-1.000,-0.726,-0.748,-0.914,-0.625,-0.438,-0.617,-0.947,-0.695,-0.581,-0.702,-0.256,-0.474,-0.622,-0.600,-0.536,-0.509,-0.473,-0.518,0.135,-0.168,0.034,0.210,-0.059,0.420,5.381,129.187,840.461,1518.244,799.057,117.723,4.503,2.331,2.666,3.086,3.706,3.964,4.015,5.031,5.412,6.158,6.670,8.138,8.503,8.796,10.296,10.102,12.021,12.687,13.704,14.204,16.400,17.362,18.267,20.672,20.829,20.784,19.589,18.583,18.890,19.132,19.443,20.590,21.221,19.737,18.808,21.752,21.937,19.821,21.413,21.770,22.156,22.191,20.410,20.777,19.653,20.817,19.127,19.526,19.250,18.608,19.140,18.075,18.434,17.082,17.957,16.883,16.734,15.974,15.371,15.596,15.825,13.845,14.105,14.266,13.188,12.886,12.229,12.220,12.254,11.073,11.714,11.633,10.479,9.610,10.082,7.936,7.605,8.165,8.474,8.560,8.168,7.457,6.799,7.399,6.644,5.885,6.378,6.346,4.950,5.478,4.835,3.351,4.783,3.335,4.211,3.721,3.512,4.099,3.172,3.464,3.408,3.258,2.186,2.769,2.325,3.179,1.712,1.589,2.380,1.441,1.873,1.399,1.251,
