EX Wavelength/EM Wavelength,250,252,254,256,258,260,262,264,266,268,270,272,274,276,278,280,282,284,286,288,290,292,294,296,298,300,302,304,306,308,310,312,314,316,318,320,322,324,326,328,330,332,334,336,338,340,342,344,346,348,350,352,354,356,358,360,362,364,366,368,370,372,374,376,378,380,382,384,386,388,390,392,394,396,398,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,Series,Sample_Date
240.0,-149.781,-105.281,-131.458,-97.151,-46.91,-12.219,-10.986,-61.29,-50.424,-67.106,-62.668,-60.728,-56.192,-40.923,-60.673,-54.816,-53.821,-49.654,-38.491,-46.59,-35.977,-38.09,-42.603,-37.686,-39.018,-44.113,-31.35,-36.549,-27.969,-34.519,-27.049,-25.782,-21.878,-8.262,-2.997,13.833,17.374,20.625,19.731,24.878,29.717,42.585,35.41,51.828,52.18,75.177,43.486,67.266,43.535,50.63,61.698,54.813,53.667,46.821,44.501,40.719,44.236,34.581,38.776,37.445,44.152,42.21,32.218,35.1,35.957,47.969,25.597,36.422,40.5,44.596,24.177,30.213,36.744,29.139,44.395,25.082,45.136,29.062,22.104,26.046,35.646,40.107,37.216,33.051,24.896,40.607,24.611,24.558,36.7,42.191,44.514,33.097,13.196,34.374,38.835,43.153,38.426,38.408,25.162,38.271,35.288,26.031,29.185,30.999,26.09,32.983,23.64,23.069,21.923,23.682,34.141,39.128,59.142,180.969,325.507,416.698,334.198,150.737,57.281,24.164,14.692,9.749,9.262,15.992,8.115,8.365,15.017,4.305,-4.63,-6.382,2.1,0.455,-0.302,3.394,11.592,-0.841,6.67,3.966,7.68,0.204,-10.254,-5.833,-13.338,-12.967,-22.574,-12.334,-24.128,-12.11,-13.941,-22.709,-21.164,-22.081,-19.867,-18.907,-24.004,-23.445,-29.538,-16.995,-21.586,-21.618,-35.387,-33.679,-29.117,-33.164,-24.835,-29.987,-38.553,-40.109,-37.898,-39.657,-40.867,-37.716,-31.275,-40.334,-43.562,-35.406,AP01,2025-07-01
245.0,-1.456,-84.855,-64.473,-79.719,-70.029,-67.326,-38.47,-27.618,9.56,-7.391,-26.627,-41.877,-44.153,-36.227,-35.491,-32.905,-38.275,-34.854,-36.814,-32.437,-34.972,-28.927,-31.098,-24.908,-32.22,-31.046,-26.152,-22.578,-14.353,-23.298,-21.189,-18.147,-17.621,-4.137,11.179,15.567,15.958,26.004,30.667,29.373,30.865,40.845,48.262,45.175,57.275,52.617,63.363,69.631,63.099,61.072,42.891,53.284,44.955,49.009,55.488,46.524,37.23,41.668,60.767,49.216,44.352,29.828,45.467,55.772,51.361,41.252,36.244,36.855,35.965,31.382,32.498,44.664,34.084,32.843,42.177,27.156,38.463,33.469,30.409,36.233,39.498,35.268,28.501,33.809,39.311,33.323,37.742,43.081,37.749,35.805,39.389,38.129,32.924,31.2,39.396,23.687,30.022,44.844,39.518,24.3,23.761,36.506,39.325,39.04,30.007,36.074,26.652,24.235,23.881,30.612,28.738,38.046,25.416,22.999,17.839,23.977,21.363,66.503,180.653,384.496,600.559,541.526,310.413,104.919,28.259,21.854,15.514,2.898,13.032,6.448,0.577,7.043,10.953,-4.16,3.161,7.168,5.169,1.736,-3.131,-6.513,2.766,7.6,-1.166,2.531,0.304,-3.218,-10.86,-11.287,-9.372,-12.631,-4.904,-17.467,-9.53,-12.372,-3.604,-21.896,-19.0,-14.487,-14.273,-16.65,-20.951,-12.428,-13.576,-21.42,-27.568,-22.237,-19.435,-22.02,-27.577,-20.697,-24.712,-29.905,-27.903,-32.72,-31.681,-26.711,AP01,2025-07-01
250.0,4135.115,2797.847,395.12,-29.66,-40.725,-51.371,-43.116,-40.888,-45.239,-36.972,-17.904,20.974,5.164,-13.46,-18.712,-27.141,-27.198,-24.0,-20.222,-23.283,-25.109,-24.21,-22.792,-19.369,-17.094,-19.068,-16.4,-23.695,-19.868,-16.6,-16.744,-11.211,-13.336,-5.568,1.834,8.716,20.07,23.437,13.551,22.964,26.002,38.512,41.136,43.007,43.505,52.533,45.611,52.601,32.743,42.584,48.295,48.723,48.015,39.991,50.089,36.291,31.254,30.697,25.528,32.413,33.88,44.337,31.11,33.7,36.235,36.333,30.75,37.307,33.069,42.443,40.093,38.757,43.224,40.238,34.027,36.875,36.829,32.585,43.188,42.009,38.235,39.268,35.157,37.561,33.034,33.647,40.669,43.291,31.783,40.431,52.131,44.951,47.091,51.911,47.026,48.281,38.411,40.603,33.079,39.03,35.536,31.141,36.801,52.026,33.859,34.247,25.065,40.243,29.827,27.877,35.633,31.276,36.815,29.576,25.046,20.273,18.165,22.466,28.479,26.68,25.947,23.696,53.412,190.533,391.465,561.609,425.007,248.086,92.33,25.383,10.727,16.333,14.251,6.486,9.718,6.737,7.961,10.001,0.535,4.484,5.068,6.688,6.405,4.975,0.154,4.949,4.455,3.166,25.631,5.343,2.457,0.49,-7.728,-8.96,-8.497,-12.926,-3.277,-14.396,-10.224,-13.723,-11.766,-13.362,-12.329,-10.877,-10.34,-23.23,-13.977,-14.204,-13.856,-11.989,-20.289,-19.207,-17.49,-15.287,-12.416,-21.255,AP01,2025-07-01
255.0,86.318,1095.219,3410.862,3332.141,1206.713,64.613,-26.102,-32.897,-35.544,-38.225,-33.978,-30.465,-28.278,-7.09,27.349,17.05,-3.061,-25.606,-24.469,-18.655,-19.975,-19.553,-21.29,-21.989,-17.537,-21.008,-18.134,-14.657,-16.087,-16.188,-13.704,-12.817,-8.583,-7.046,7.696,11.521,9.132,11.237,5.875,19.348,13.334,15.366,27.574,26.775,27.863,38.926,25.472,38.382,31.131,25.04,40.916,26.656,32.269,33.635,32.251,31.764,35.13,37.836,32.82,32.482,25.309,36.39,38.072,33.472,49.611,42.225,40.828,49.025,37.929,42.288,46.687,36.822,43.174,38.298,47.546,48.235,45.974,52.003,54.922,58.181,50.424,44.261,45.849,52.968,57.451,49.987,59.129,62.136,47.061,49.282,58.858,47.451,64.116,53.328,57.995,49.852,50.831,50.362,59.434,48.614,56.307,49.04,58.329,58.897,55.25,43.439,48.871,47.92,47.917,47.35,43.821,34.684,49.136,44.556,38.712,38.57,36.49,35.645,34.949,31.951,23.99,32.337,24.842,20.83,30.946,25.052,26.959,72.417,210.15,513.544,670.875,643.316,321.979,118.475,34.545,12.674,20.993,22.674,10.58,12.844,9.292,15.249,6.072,4.015,9.433,-2.627,5.901,5.762,9.561,-2.93,-6.727,6.74,4.651,13.787,10.315,10.812,3.97,-4.97,-1.589,-6.285,-8.645,-6.608,-7.173,-13.167,-9.436,-13.599,-17.249,-11.524,-13.549,-12.332,-15.55,-19.155,-18.791,-17.712,-16.575,-22.489,AP01,2025-07-01
260.0,-81.504,-52.639,-28.482,343.704,1960.453,3753.355,2444.834,533.745,-4.279,-20.369,-13.43,-21.229,-23.954,-15.246,-15.77,-17.309,2.82,28.192,31.094,3.656,-7.056,-13.059,-12.454,-15.15,-14.656,-10.912,-10.853,-9.63,-9.37,-9.1,-7.334,-4.946,-7.223,-2.357,5.94,13.808,22.27,16.993,20.177,22.411,31.837,21.689,26.636,36.077,43.57,31.054,28.968,36.37,35.015,36.97,34.626,42.304,46.687,45.009,26.753,39.502,42.829,38.883,29.427,39.189,34.712,41.528,42.724,38.769,50.736,37.691,36.335,39.923,37.97,39.515,52.385,42.08,41.654,50.208,42.853,44.121,46.764,57.683,48.852,48.133,42.697,62.132,49.158,43.593,55.81,60.908,51.392,50.353,53.677,59.143,52.886,57.665,52.3,55.058,65.011,58.991,53.947,50.9,55.253,48.804,54.597,49.603,54.723,53.312,46.836,46.108,49.386,47.75,51.316,50.182,47.57,48.2,49.418,49.191,48.284,44.67,38.996,40.061,47.188,41.383,35.993,35.468,31.087,34.943,29.139,31.876,33.025,25.973,25.081,28.113,23.034,20.986,65.549,206.822,490.332,821.644,751.512,428.873,160.332,37.537,19.145,12.955,9.762,8.944,9.423,3.164,11.036,0.94,8.266,1.088,1.838,7.436,13.109,-0.387,0.387,-0.918,6.627,5.065,2.258,8.855,2.911,-1.067,5.518,0.699,-3.796,-3.652,-7.656,-7.637,-11.95,-5.524,-8.457,-14.874,-5.429,-11.027,-13.831,-12.103,AP01,2025-07-01
265.0,-60.647,-53.632,-41.414,-30.174,-24.871,83.264,1170.757,3363.033,3325.253,1035.194,76.267,-6.704,-9.585,-12.619,-10.094,-12.628,-12.366,-12.809,-1.474,11.032,37.087,33.974,10.186,-7.433,-8.794,-2.078,-4.575,-6.141,-3.909,3.936,-3.671,-2.084,-1.214,5.457,3.433,15.785,16.467,24.967,26.106,22.762,31.18,34.525,39.925,44.424,46.783,53.598,39.216,37.482,34.152,35.846,49.098,37.66,40.004,36.548,37.277,36.837,40.364,36.321,36.0,35.837,37.076,43.201,35.706,36.987,40.383,32.628,39.054,40.442,41.137,36.024,40.358,34.575,39.565,40.44,47.551,39.684,40.844,42.78,49.006,49.478,38.967,49.936,45.303,50.992,52.089,46.44,39.217,50.58,53.822,45.801,44.156,53.87,52.574,54.001,57.849,51.831,50.778,53.741,53.715,47.347,53.169,51.495,44.9,53.942,47.991,49.867,43.904,43.657,43.361,40.864,42.846,45.307,37.54,39.649,39.111,41.36,34.752,33.46,32.232,36.195,34.016,32.95,31.195,36.998,26.571,30.251,29.039,26.917,25.96,28.322,28.106,27.47,23.751,21.828,23.32,26.135,29.514,78.541,262.102,608.657,854.82,724.34,363.619,126.801,33.891,13.837,12.953,10.777,8.419,7.07,3.274,6.679,7.346,3.23,4.825,5.573,4.812,2.254,-2.595,2.541,3.863,-0.391,3.327,0.83,0.169,6.052,8.95,5.938,-0.619,3.355,-3.938,-2.815,-2.281,-6.465,-0.693,-5.305,AP01,2025-07-01
270.0,-40.508,-34.241,-34.381,-20.801,-20.353,-18.849,-23.659,-10.338,386.521,2289.159,3907.354,2189.908,413.469,6.8,-4.02,-9.017,-5.811,-8.75,-9.7,-4.511,-5.922,7.096,17.254,38.658,26.433,19.215,8.675,-4.303,-3.122,1.239,0.472,0.834,3.729,9.749,15.031,24.011,32.57,30.482,33.159,39.202,34.667,36.249,47.017,50.379,61.573,49.269,61.686,48.841,48.572,44.554,49.954,57.014,52.781,49.685,48.305,54.201,54.294,49.082,43.472,44.642,41.352,42.747,46.95,43.599,34.211,46.656,35.872,42.445,48.358,41.564,39.251,43.398,45.263,41.14,42.961,44.141,44.77,44.382,50.915,41.816,42.119,46.344,46.841,45.832,43.171,46.579,47.383,43.56,45.344,49.487,49.406,57.979,44.713,46.693,51.4,48.359,44.532,51.337,45.823,48.534,46.322,50.802,53.325,50.818,51.391,45.374,47.93,46.517,50.56,46.201,44.859,37.6,41.222,42.929,37.44,42.143,36.768,41.279,40.96,35.211,33.834,35.615,38.418,27.1,28.168,27.752,30.334,25.632,25.342,28.585,29.388,22.365,21.417,19.251,18.187,22.979,15.666,19.916,21.537,18.907,16.968,22.761,68.773,255.077,625.942,922.198,789.551,437.901,135.554,31.649,8.843,9.339,8.315,6.271,13.232,6.775,7.36,4.442,3.325,-0.844,3.231,5.171,2.119,2.706,2.867,4.106,-0.971,0.653,-3.577,1.028,3.74,3.609,6.29,5.769,2.193,0.85,AP01,2025-07-01
275.0,-41.722,-26.082,-29.816,-17.921,-20.27,-14.749,-17.952,-13.332,-13.16,-7.762,66.622,1148.008,3509.534,3310.24,913.959,84.605,-5.684,-3.875,0.733,-3.568,-5.68,-1.956,-3.013,-1.365,5.814,16.56,32.468,35.618,20.878,8.02,2.76,3.212,10.85,14.762,22.819,33.238,37.68,42.196,45.462,48.097,46.676,52.749,60.682,70.493,67.955,70.254,68.251,63.729,67.62,63.914,70.798,60.566,62.201,55.192,55.498,57.912,56.419,51.77,54.065,49.635,49.866,48.025,46.16,48.314,45.803,44.403,47.305,41.515,41.001,38.0,37.144,41.983,42.765,43.225,39.351,38.602,45.431,44.903,46.709,43.229,46.16,46.349,50.37,44.336,49.116,46.697,48.632,46.48,43.991,48.06,45.303,43.596,48.993,41.838,49.343,38.685,49.531,43.841,43.688,42.629,48.117,44.24,48.485,47.726,40.312,46.721,47.701,40.374,50.795,47.161,38.347,40.267,41.9,37.844,36.775,39.675,35.87,37.935,37.333,38.523,31.5,29.288,30.37,33.147,27.217,29.935,31.036,28.719,30.082,27.175,22.053,24.356,23.856,21.907,22.455,18.179,22.277,15.463,23.44,17.982,18.73,17.753,14.081,16.814,14.476,16.503,24.089,74.194,278.048,673.068,970.337,811.113,389.748,117.457,26.845,7.662,10.18,11.855,4.598,4.27,2.964,6.74,8.204,-0.664,3.286,4.939,3.211,3.686,1.142,-2.306,-0.946,-0.234,0.056,-1.723,0.478,-0.022,AP01,2025-07-01
280.0,-24.136,-26.944,-16.753,-15.721,-15.583,-14.626,-11.945,-15.245,-12.843,-10.619,-9.028,-6.112,9.997,483.243,2611.663,3990.266,2008.442,256.649,4.565,0.372,0.972,-0.282,1.047,6.26,3.237,2.834,7.391,7.114,16.138,31.98,39.176,23.03,15.27,17.047,30.409,43.211,50.182,51.167,56.465,53.607,59.983,72.676,73.733,78.841,86.616,82.137,84.47,74.22,82.15,76.712,82.223,72.472,73.698,70.74,71.474,64.651,61.664,66.651,59.368,65.583,57.918,55.519,54.088,58.459,55.299,49.987,52.478,45.165,42.282,44.745,44.024,44.098,41.352,46.556,53.624,46.768,48.254,46.618,52.543,45.86,46.452,41.344,46.189,45.078,39.249,46.158,39.848,42.932,42.234,43.623,42.529,48.288,44.017,44.065,43.222,42.118,46.728,42.896,52.258,43.119,41.632,43.532,40.692,39.251,41.698,43.716,40.234,39.383,37.171,43.725,36.392,35.803,42.116,39.143,40.107,39.448,33.732,36.344,34.824,33.05,29.211,33.515,29.088,27.698,30.521,28.432,31.505,26.545,22.544,24.847,25.273,20.129,23.102,23.484,21.926,21.049,19.42,20.267,19.558,22.721,15.557,15.017,17.576,16.408,15.77,15.548,10.249,11.938,15.192,10.786,10.14,25.275,106.786,344.422,731.986,974.888,792.076,399.53,106.663,22.187,7.87,4.571,3.238,5.552,5.378,3.632,6.459,2.453,1.75,-0.102,5.905,1.174,2.289,1.135,0.733,-0.705,AP01,2025-07-01
