285,-29.915,-18.041,-14.733,-11.678,-16.137,-11.861,-11.243,-11.415,-6.597,-9.024,-6.940,-7.203,-6.702,-6.102,-2.650,40.181,756.613,2327.911,2140.011,568.608,44.475,1.782,3.078,2.972,7.563,7.410,6.662,8.560,12.309,12.227,18.476,23.961,37.563,49.663,49.037,58.079,59.857,57.467,55.858,59.079,67.650,66.814,75.142,81.222,83.245,86.217,78.747,73.241,76.793,72.363,69.722,76.386,74.283,68.417,67.777,62.455,63.706,57.683,51.805,55.826,50.330,52.273,48.788,47.147,48.948,48.193,47.254,40.697,38.801,38.154,35.768,34.351,38.411,39.964,36.155,35.376,32.943,33.195,34.027,32.718,35.041,33.848,33.498,33.965,27.887,29.726,28.391,32.496,30.573,30.350,30.112,31.094,29.028,30.452,30.550,31.116,28.622,34.872,27.713,27.274,30.141,29.187,27.683,30.088,26.014,28.347,27.951,26.055,31.057,29.981,24.268,29.410,22.016,23.810,22.593,24.744,23.741,21.578,24.197,19.108,19.642,22.618,23.341,17.394,19.349,19.990,15.491,19.886,17.219,14.958,16.524,14.744,14.308,12.148,13.300,14.502,11.979,14.863,9.369,9.560,12.127,11.143,8.567,9.608,9.983,9.296,10.741,6.167,3.870,8.790,6.865,6.353,6.289,4.128,6.019,5.887,12.044,59.365,201.186,447.608,658.097,584.710,312.262,97.819,14.313,4.050,3.848,5.323,3.417,1.097,1.836,2.170,1.514,3.584,3.525,0.456,
290,-21.818,-18.018,-16.411,-14.176,-10.422,-8.786,-11.716,-9.741,-7.054,-9.462,-7.783,-5.675,-8.285,-8.086,-4.785,-3.985,-3.330,11.035,280.789,1725.217,2660.963,1315.030,138.726,11.862,4.641,3.460,8.086,7.022,5.967,7.836,12.076,16.218,17.940,28.806,51.398,76.812,88.802,90.143,74.754,74.931,75.175,85.282,90.993,100.042,103.790,102.300,96.921,92.499,93.145,90.805,97.080,90.724,85.409,90.119,85.899,82.212,74.456,75.052,72.228,69.953,65.241,61.407,62.253,59.297,60.376,53.777,54.731,47.717,46.351,46.695,42.315,41.792,42.031,37.403,38.276,38.160,39.055,35.712,36.028,44.449,34.371,34.063,34.726,34.558,38.146,34.612,35.787,34.778,33.150,33.855,30.484,32.609,29.749,33.336,31.539,32.530,32.647,31.491,30.951,32.674,30.012,29.648,29.918,29.277,28.902,26.353,26.166,28.254,29.297,26.320,26.595,23.649,23.654,23.802,23.964,23.062,23.405,25.277,21.279,22.683,21.784,18.827,20.318,18.311,17.907,18.952,17.031,19.520,18.670,16.338,13.000,13.503,13.883,13.710,13.399,11.852,14.254,12.598,13.592,9.516,9.281,12.647,9.630,9.226,9.688,10.360,8.659,8.887,9.411,5.980,4.836,4.701,9.297,7.492,3.513,6.567,5.634,6.870,4.004,3.915,5.820,14.401,68.266,218.294,499.661,679.545,554.505,265.795,71.279,14.695,2.642,2.907,4.459,0.437,-1.573,1.374,
295,-21.484,-16.926,-11.081,-11.163,-8.757,-7.866,-10.472,-6.049,-8.259,-6.093,-5.446,-5.477,-5.479,-5.989,-4.922,-3.632,-1.582,-3.284,-1.526,-2.593,82.085,887.168,2527.203,2114.958,579.581,28.531,2.951,2.715,3.965,4.732,6.727,6.517,11.023,20.286,42.505,54.053,74.373,83.581,88.667,90.909,101.704,88.430,101.635,105.937,114.343,111.828,104.232,109.901,99.577,101.834,102.466,101.789,101.851,94.707,94.844,86.988,83.326,72.387,73.966,74.901,69.653,72.647,69.523,62.409,57.706,60.469,56.482,57.573,47.614,53.478,49.421,52.931,46.592,47.177,46.432,40.570,41.556,39.164,40.423,41.004,38.187,37.122,35.647,35.213,36.063,37.116,38.904,34.129,35.410,34.393,37.824,30.259,34.616,34.478,33.717,34.342,33.076,31.420,30.968,32.986,30.222,28.542,30.280,31.847,28.929,29.641,26.027,29.396,27.299,24.843,23.832,26.118,26.332,23.414,24.929,21.840,21.611,21.968,20.036,20.899,19.004,20.186,18.290,20.402,17.091,15.642,17.631,14.457,18.260,16.166,16.420,14.155,11.063,15.022,12.542,11.506,13.115,10.175,9.986,13.105,10.353,10.352,7.831,10.395,6.993,6.293,9.837,6.834,5.348,7.511,7.580,6.263,5.542,3.763,5.169,5.726,2.155,2.799,3.426,5.667,3.048,4.533,3.300,4.043,3.212,2.412,13.239,74.719,249.156,485.570,640.584,476.497,246.444,69.432,6.869,-0.579,
300,-17.101,-14.115,-14.140,-11.625,-8.978,-9.219,-7.954,-8.225,-6.528,-5.398,-5.283,-5.400,-4.406,-4.913,-4.975,-4.171,-4.540,-4.201,-3.163,-3.374,-2.720,-1.164,6.989,228.123,1352.396,2514.248,1264.463,195.418,4.730,1.788,1.773,6.555,9.399,20.559,39.073,57.220,67.502,78.574,74.291,82.627,96.036,116.401,123.974,129.344,120.131,120.920,115.901,113.296,102.458,102.984,106.799,106.283,110.405,107.769,105.355,89.656,88.119,86.906,85.402,80.261,76.480,68.740,67.517,70.396,69.063,59.357,60.206,58.541,56.666,59.098,46.461,49.601,50.255,44.766,45.569,42.485,45.832,44.207,41.524,41.369,42.683,39.595,38.207,36.933,35.232,42.325,36.244,35.103,35.585,36.889,38.045,34.095,34.787,33.958,34.579,32.777,33.398,34.017,31.319,30.160,30.933,28.438,28.536,28.024,29.832,26.829,27.545,27.717,26.314,25.088,25.810,26.985,24.498,23.432,21.366,21.267,21.595,21.400,19.672,21.414,16.771,20.342,15.936,17.010,17.721,17.678,16.424,15.563,15.585,14.798,16.102,12.702,12.915,13.620,14.133,11.883,10.074,9.936,9.062,10.147,11.399,10.560,9.081,10.449,8.012,6.511,8.577,7.141,5.386,8.711,5.549,6.802,5.463,6.594,4.548,5.681,5.776,4.648,3.543,3.474,4.556,2.754,3.972,3.995,1.117,2.375,3.126,4.288,1.777,0.966,5.148,12.361,55.812,187.391,437.137,582.603,
305,-16.143,-14.920,-10.646,-8.048,-8.683,-6.404,-5.710,-8.054,-8.036,-4.125,-4.480,-5.055,-4.623,-3.478,-4.431,-2.157,-4.553,-3.884,-3.281,-4.016,-1.877,-3.118,-2.011,-1.615,-0.885,66.202,759.675,2103.839,1859.924,476.209,28.051,4.033,4.302,19.034,35.337,47.668,61.896,66.780,70.391,67.594,77.992,83.850,99.308,115.879,127.919,125.738,120.972,117.519,100.742,98.836,99.278,96.947,102.805,101.103,97.639,90.053,80.159,80.779,75.340,77.865,75.533,68.516,67.978,67.475,63.578,61.824,57.911,54.217,52.061,52.687,51.440,48.086,48.366,44.881,43.998,44.918,44.455,44.514,42.855,47.343,40.590,43.837,41.944,36.536,40.962,37.638,37.893,38.231,41.149,34.836,37.552,34.413,34.870,35.142,33.480,29.881,32.350,31.330,31.031,34.333,29.483,28.958,30.082,28.560,29.240,29.984,27.844,27.324,26.173,24.801,26.667,25.662,21.321,21.700,24.028,23.278,19.550,20.594,20.368,19.369,20.555,16.033,18.378,16.072,19.914,17.464,14.430,14.675,13.997,15.500,14.357,13.707,13.513,13.781,11.331,12.378,12.258,10.602,10.739,10.918,10.543,11.164,9.613,9.915,7.562,9.105,8.237,5.879,8.688,6.986,5.769,5.778,6.851,4.852,3.310,4.354,5.899,3.781,3.277,3.005,2.724,3.885,3.512,1.152,2.574,2.772,2.368,3.379,1.675,1.081,1.615,2.614,-1.129,0.658,3.255,2.224,
310,-13.025,-11.694,-9.206,-8.509,-7.823,-6.338,-6.101,-5.953,-6.106,-4.708,-5.710,-5.001,-4.118,-4.280,-3.455,-3.757,-2.890,-3.316,-1.853,-2.893,-2.448,-2.849,-2.811,-2.280,-1.883,-1.511,-1.455,6.295,240.369,1307.105,2181.956,1078.020,149.247,19.386,24.755,42.993,48.311,50.809,56.956,56.647,59.210,66.156,74.816,79.998,86.594,88.026,93.219,91.843,94.295,87.663,86.387,86.809,79.812,77.253,75.500,71.361,70.177,68.138,63.907,63.253,63.311,58.040,58.867,55.607,50.041,50.085,50.800,48.107,45.842,43.187,46.997,45.859,40.332,42.901,42.726,43.962,45.524,39.937,40.359,39.549,39.074,41.943,40.630,42.275,39.796,37.445,40.125,36.860,35.897,33.176,35.582,34.003,35.750,33.053,34.634,32.978,30.971,32.146,31.168,34.451,29.953,29.509,29.546,29.726,28.291,28.408,27.429,26.332,25.021,27.362,25.270,24.718,24.884,21.062,22.265,24.606,22.406,21.897,19.563,20.639,19.259,17.934,17.277,18.388,17.951,17.651,15.680,17.012,13.944,14.408,13.184,13.479,14.222,11.738,11.990,11.313,12.389,9.760,8.644,11.491,10.199,8.690,10.081,9.102,9.138,5.761,8.848,7.708,7.228,6.796,4.360,6.372,5.476,6.174,5.083,5.111,4.130,4.803,2.642,2.041,4.290,4.006,4.377,2.009,2.513,3.120,0.698,1.933,1.473,2.164,2.113,1.905,1.972,0.088,1.890,1.321,
315,-11.786,-11.436,-7.475,-6.368,-4.203,-5.646,-4.748,-4.407,-4.746,-4.590,-4.444,-3.136,-4.208,-2.512,-3.737,-3.116,-3.007,-2.707,-1.857,-1.862,-1.925,-1.811,-1.057,-2.012,-1.590,-0.676,-1.470,-1.188,-0.438,0.973,33.364,507.428,1687.286,1791.716,529.744,72.159,41.520,41.271,40.653,43.591,47.122,55.109,62.030,64.242,66.494,68.244,68.493,67.564,61.989,66.189,70.218,74.193,75.080,68.135,59.304,58.492,58.584,57.390,54.758,48.951,48.871,48.077,49.270,48.601,47.575,46.707,41.229,45.190,39.712,40.884,42.340,39.976,37.863,38.994,38.439,36.002,37.205,38.555,38.453,38.530,37.381,36.645,36.138,35.814,33.743,35.062,34.584,36.401,35.190,33.876,34.450,33.967,31.841,32.139,30.082,31.745,28.479,31.838,27.952,33.400,32.978,31.335,27.971,28.407,27.703,25.374,25.671,26.948,25.699,26.904,24.862,24.813,24.580,24.877,21.728,19.986,20.433,21.230,18.835,20.255,18.839,18.590,17.747,19.843,15.042,16.062,15.665,13.748,14.191,11.379,14.468,12.612,13.536,11.759,12.041,12.310,9.537,10.834,11.644,9.154,8.948,10.501,8.135,8.050,9.986,9.525,6.732,6.818,5.742,5.750,6.479,6.465,5.420,5.622,5.523,4.047,5.893,5.649,4.138,3.670,4.959,3.273,3.763,2.795,3.513,1.561,3.529,0.876,2.279,2.122,3.227,1.069,1.542,0.310,1.271,1.308,
320,-11.618,-7.442,-6.025,-5.990,-4.450,-4.182,-4.496,-4.644,-3.559,-3.612,-3.483,-3.744,-3.593,-3.410,-2.578,-3.021,-2.412,-3.085,-1.851,-1.854,-2.020,-2.662,-1.917,-1.940,-1.899,-1.903,-2.027,-0.680,-0.857,-0.952,0.806,-0.637,7.276,161.143,1117.169,1926.090,989.919,140.287,28.161,24.045,28.286,30.718,30.686,37.163,40.404,37.965,36.792,39.420,35.162,36.962,38.375,39.752,42.140,47.138,48.597,50.426,42.628,36.794,36.084,33.682,34.981,34.692,33.791,34.382,34.836,31.852,35.081,34.847,35.870,33.053,31.783,32.076,33.206,33.257,31.473,31.415,34.177,34.091,32.798,33.009,33.439,33.245,32.354,34.321,33.899,35.087,33.560,32.470,34.651,32.521,33.417,34.492,31.117,31.870,29.181,32.343,30.848,29.610,27.945,29.706,28.647,31.388,27.767,26.339,25.912,27.351,27.488,24.735,23.049,24.898,22.135,22.310,23.629,22.024,22.259,20.039,21.650,19.570,18.357,20.182,16.770,18.117,17.760,17.235,17.487,14.707,14.229,13.208,12.874,14.522,13.561,12.198,11.087,12.270,10.903,10.399,10.149,10.728,11.065,10.000,8.781,9.662,9.983,9.867,7.675,7.384,7.119,6.708,6.816,4.587,5.411,5.694,6.555,7.041,5.372,4.556,6.693,2.499,4.617,5.332,2.795,1.770,2.461,2.751,3.417,3.484,1.160,1.534,2.165,1.039,1.471,1.847,1.179,1.791,1.001,0.522,
325,-9.705,-7.541,-6.670,-6.258,-4.805,-4.354,-4.681,-4.224,-3.959,-3.203,-3.204,-2.817,-3.124,-3.010,-2.417,-2.292,-2.765,-2.705,-2.320,-2.547,-2.200,-2.057,-1.922,-1.966,-1.359,-2.009,-1.213,-1.236,-1.676,-1.187,-0.722,-0.846,0.391,0.091,2.892,25.762,404.447,1555.317,1570.401,450.841,31.228,5.844,6.616,6.815,8.636,8.549,6.713,8.329,8.229,10.101,9.563,11.492,10.748,11.915,11.870,16.196,21.757,24.489,24.396,24.492,22.451,19.549,19.410,18.764,22.751,24.079,22.143,25.191,23.632,23.476,24.857,24.142,27.991,27.905,28.595,29.662,25.776,28.533,28.055,32.258,28.264,30.273,32.302,30.427,30.655,33.686,32.493,29.563,31.775,30.703,31.066,31.389,29.477,31.488,30.271,29.143,29.349,26.682,28.373,28.680,27.233,26.453,27.747,28.264,27.526,26.697,25.090,25.283,26.830,22.777,24.571,24.059,22.734,22.718,21.141,20.260,21.402,21.627,18.760,20.211,18.170,18.889,17.490,14.645,15.846,14.217,16.360,14.566,14.371,13.188,11.974,13.165,13.168,12.973,11.618,11.114,11.036,8.744,10.036,9.025,9.901,6.736,10.067,7.643,7.979,8.855,6.514,6.907,6.702,6.847,5.549,5.043,6.892,5.672,5.217,4.246,5.067,4.421,3.140,4.109,4.002,3.316,3.219,2.464,3.866,2.621,1.849,3.108,1.734,1.608,1.107,1.807,0.968,1.608,1.154,1.466,
330,-8.993,-7.058,-5.131,-4.613,-3.919,-4.389,-3.420,-4.289,-3.435,-3.757,-3.149,-3.123,-2.580,-2.099,-2.599,-2.317,-1.889,-2.084,-1.508,-2.138,-1.803,-1.488,-1.870,-1.435,-1.258,-1.263,-1.447,-1.352,-1.247,-1.591,-1.305,-0.967,-0.735,-0.421,0.379,-0.163,0.380,4.209,105.238,844.826,1671.472,941.810,125.921,5.869,1.490,2.270,2.300,2.646,2.756,2.862,3.697,4.295,6.157,6.834,7.036,8.881,8.424,10.517,12.181,17.963,20.372,22.555,21.973,17.851,17.891,18.684,19.421,19.406,17.874,18.610,21.703,22.110,21.664,23.014,24.576,25.540,26.516,24.443,25.219,26.487,27.789,27.184,29.192,29.917,29.283,27.611,28.392,28.459,27.518,30.958,29.542,29.132,28.891,31.034,29.500,27.224,28.134,26.814,25.991,27.904,27.546,26.265,25.907,26.498,26.701,25.837,26.073,22.612,23.157,22.633,23.240,23.705,21.842,21.365,21.060,19.093,19.361,20.017,17.509,17.355,19.170,18.312,16.678,15.346,16.135,15.569,16.107,13.528,13.737,15.806,12.828,12.475,12.234,12.580,11.265,10.023,11.056,10.362,11.597,9.939,7.544,7.843,8.182,9.212,7.258,6.738,7.558,6.651,7.115,6.402,6.794,4.697,5.243,4.992,5.621,5.128,3.161,4.347,3.759,5.125,3.543,3.475,3.648,3.359,3.408,3.955,2.367,2.910,2.143,1.215,1.134,1.578,2.527,2.358,1.023,2.573,
335,-7.719,-4.199,-4.979,-5.325,-3.779,-3.159,-3.506,-3.146,-2.567,-3.015,-2.148,-2.747,-3.119,-2.885,-1.971,-2.051,-2.422,-1.783,-2.122,-1.579,-1.583,-1.490,-1.776,-1.667,-1.634,-1.744,-1.149,-1.614,-1.169,-0.956,-0.888,-0.914,-0.760,-0.995,-0.801,-0.119,-0.516,-0.271,-0.442,0.292,36.765,409.975,1393.331,1293.410,328.007,17.133,1.586,1.708,1.828,2.247,3.449,3.949,4.016,3.776,5.084,5.596,6.902,8.227,9.372,8.783,11.809,14.606,14.148,20.685,21.826,21.454,18.877,16.095,17.599,18.564,17.848,21.562,21.105,22.702,19.964,22.875,24.421,24.519,26.770,25.020,25.064,27.561,25.048,27.452,25.408,28.686,27.555,25.339,28.850,27.787,26.224,29.639,26.905,27.558,29.113,27.648,27.146,26.747,25.939,27.166,26.883,25.609,25.465,24.571,25.107,24.312,24.445,23.895,23.319,21.136,21.788,20.907,21.231,19.646,21.756,20.252,18.488,16.956,18.244,17.300,17.443,17.001,17.212,16.451,15.624,13.577,13.462,13.055,13.475,13.522,13.770,13.301,11.852,11.581,11.018,10.105,10.081,9.975,8.931,9.786,9.294,9.457,8.513,7.162,8.092,8.231,6.607,6.442,6.790,6.339,5.597,5.434,5.986,5.942,5.331,4.911,5.813,3.931,4.400,3.959,4.096,3.746,2.406,2.929,2.518,2.696,3.839,3.244,3.142,1.461,0.950,1.630,1.751,2.048,0.966,1.745,
340,-5.839,-5.822,-4.654,-4.090,-4.399,-3.252,-3.808,-3.697,-2.707,-3.406,-2.753,-2.754,-1.700,-2.150,-2.147,-2.095,-1.598,-1.725,-1.774,-1.582,-1.403,-1.334,-1.211,-1.273,-1.470,-1.445,-1.499,-1.279,-1.161,-1.115,-0.678,-0.841,-0.940,-0.730,-1.127,-0.852,-0.650,-0.083,-0.685,-0.486,-0.406,-0.048,2.712,112.287,763.967,1484.059,784.894,109.704,3.519,2.086,1.988,2.388,2.991,2.601,2.917,4.482,4.731,6.325,7.420,7.438,8.056,8.560,8.852,10.394,13.425,14.821,18.216,21.565,19.483,19.131,17.953,18.360,18.566,17.787,18.380,20.354,20.392,21.744,21.817,22.736,24.304,23.170,23.293,25.456,25.854,25.602,25.479,25.292,23.683,26.008,26.753,26.582,26.029,26.371,28.265,25.587,24.931,25.324,24.588,25.597,29.390,24.721,24.245,25.974,24.172,23.248,22.726,22.679,21.452,21.579,22.133,20.957,19.275,19.428,18.780,18.882,20.421,19.414,17.895,16.770,16.953,15.826,15.946,16.798,16.691,13.917,14.103,14.026,13.928,14.274,13.350,12.591,12.403,11.949,11.483,10.803,10.676,9.497,9.645,9.699,8.451,8.118,8.008,9.155,7.658,6.696,6.712,6.290,6.341,6.734,6.736,5.311,5.272,5.311,5.146,4.234,5.185,4.089,4.492,4.089,2.908,3.673,2.803,3.180,1.782,3.116,2.562,1.759,3.019,2.150,2.420,1.427,0.989,1.311,2.114,0.361,
345,-5.841,-4.935,-4.370,-3.971,-4.126,-2.730,-3.570,-2.400,-2.172,-2.326,-3.103,-2.469,-2.393,-1.965,-2.095,-1.533,-1.632,-1.679,-1.916,-1.170,-1.316,-1.502,-1.697,-1.250,-1.542,-1.437,-1.363,-1.191,-1.263,-1.253,-0.998,-1.173,-0.958,-1.034,-0.619,-0.382,-0.790,-1.029,-0.708,-0.680,-0.131,-0.093,-0.209,-0.409,0.507,31.097,371.021,1213.215,1137.502,268.257,14.243,1.667,1.810,2.562,3.315,2.793,3.343,4.266,5.143,5.425,6.186,5.478,8.096,9.513,9.226,9.580,11.915,12.280,14.431,17.821,20.184,21.374,17.421,16.551,19.038,16.918,18.092,19.403,19.955,20.886,19.589,22.054,21.965,21.281,23.316,23.217,24.013,25.464,25.528,25.418,24.848,24.188,24.434,23.430,24.601,24.403,24.541,27.246,25.855,23.904,25.519,24.602,23.679,24.231,23.038,23.262,22.897,23.147,23.812,21.507,21.442,19.638,19.918,19.934,19.462,18.173,18.499,19.609,18.840,16.914,17.316,16.609,17.223,14.788,14.777,14.743,14.214,13.927,13.744,13.923,12.356,12.957,11.768,11.968,12.826,9.407,11.083,10.488,9.926,9.167,8.333,8.329,9.238,7.496,6.976,7.894,5.900,7.650,6.597,6.863,5.421,4.806,4.868,4.616,5.023,4.301,4.547,4.673,3.734,2.976,3.712,3.126,3.073,3.489,4.260,2.223,2.653,1.722,1.816,2.229,1.572,1.883,1.112,1.921,1.581,1.969,
350,-3.359,-4.502,-3.860,-3.443,-1.733,-3.021,-2.635,-2.401,-2.585,-2.753,-2.034,-1.983,-2.200,-1.784,-1.746,-1.200,-1.211,-1.772,-1.743,-1.900,-1.409,-1.297,-1.366,-1.191,-1.420,-0.913,-1.567,-1.225,-1.079,-0.962,-1.114,-0.674,-0.847,-1.143,-0.863,-0.575,-0.532,-0.776,-0.540,-0.651,-0.663,-0.401,-0.448,-0.266,0.002,-0.192,0.160,5.155,165.947,888.805,1311.777,510.625,51.852,2.188,1.590,2.397,2.185,2.759,3.274,3.306,3.996,4.436,5.652,5.798,6.594,8.944,8.002,8.707,9.503,9.891,12.779,13.971,15.991,18.193,19.003,18.697,17.623,17.178,18.040,17.033,18.932,19.772,18.777,19.963,19.526,20.479,21.853,21.716,20.060,23.372,22.050,21.553,23.018,22.702,24.169,23.281,23.308,24.534,23.632,23.450,24.776,22.891,23.651,22.345,22.758,22.764,24.316,22.387,22.786,19.965,20.702,20.364,21.261,18.310,18.707,18.568,17.420,17.751,17.603,16.699,16.886,16.996,16.621,14.722,14.002,14.437,13.671,13.582,12.969,12.665,12.668,11.230,11.542,11.450,10.031,10.727,9.098,10.435,9.152,7.847,9.873,9.234,7.693,7.717,7.503,8.231,5.737,6.132,6.974,5.775,6.992,5.840,5.163,4.453,5.515,4.042,4.902,4.880,3.314,4.241,3.605,3.376,4.013,4.655,1.908,2.489,2.794,2.917,2.563,1.728,2.245,1.990,1.474,2.071,2.807,1.353,
355,-4.669,-4.592,-3.878,-2.940,-3.170,-3.066,-2.477,-2.144,-2.545,-2.064,-1.434,-2.072,-1.550,-1.560,-1.770,-1.317,-1.584,-1.332,-1.644,-1.166,-1.116,-1.292,-1.148,-1.337,-1.385,-0.567,-1.235,-0.998,-1.109,-0.768,-0.909,-0.800,-0.911,-0.867,-0.917,-0.571,-1.002,-0.704,-0.493,-0.800,-0.444,-0.404,-0.698,-0.321,-0.527,-0.363,-0.119,-0.663,0.082,0.333,27.321,393.265,1161.899,1025.265,249.235,14.465,1.165,1.882,2.176,2.718,3.293,3.466,3.720,4.255,5.200,6.600,6.252,7.201,7.201,8.343,9.346,9.410,9.855,11.191,12.550,15.692,17.763,19.281,18.626,16.052,17.028,16.900,17.122,17.779,18.478,17.695,19.935,19.234,19.742,20.979,20.249,19.808,23.180,21.977,23.043,22.252,22.531,21.392,23.117,22.923,21.206,21.500,22.610,21.124,20.419,20.369,20.390,20.300,19.875,19.995,19.384,19.678,19.507,18.181,18.104,17.385,17.476,18.073,16.034,16.465,14.759,15.283,15.241,16.045,14.487,14.961,12.944,13.767,12.551,11.595,11.199,11.133,11.046,10.827,10.257,10.423,10.132,8.820,9.101,9.304,8.300,9.604,7.426,7.381,7.999,7.787,6.956,6.216,7.366,5.254,5.504,6.323,4.459,5.111,4.520,3.692,4.895,3.224,4.030,3.695,3.542,2.311,3.442,2.988,2.651,3.068,2.550,2.529,2.669,2.899,1.478,1.560,1.694,1.308,1.032,0.930,
360,-5.581,-2.556,-3.818,-2.811,-1.516,-2.763,-2.151,-2.145,-2.088,-2.362,-1.719,-1.564,-1.785,-1.323,-1.688,-1.766,-1.269,-1.363,-1.347,-1.253,-1.341,-1.122,-0.940,-0.879,-1.286,-0.851,-0.814,-0.720,-1.276,-1.234,-0.850,-0.780,-1.070,-0.913,-1.184,-0.941,-0.652,-1.060,-0.482,-0.764,-0.860,-0.505,-0.714,-0.621,-0.465,-0.660,-0.130,0.034,-0.160,0.022,0.150,0.277,6.221,130.615,796.652,1226.529,588.940,64.571,2.838,1.498,2.257,2.301,2.530,2.853,3.045,3.911,4.230,4.871,4.773,6.900,6.177,7.376,7.350,7.855,8.544,9.239,11.307,10.166,13.974,17.551,19.189,18.301,17.284,16.303,17.425,16.851,17.773,17.380,16.506,16.660,18.722,18.645,18.173,20.061,19.004,19.111,20.906,18.395,20.651,20.974,22.288,19.281,20.044,19.274,19.437,18.582,20.000,18.908,19.277,19.667,18.706,18.289,17.462,18.585,17.825,16.817,16.830,17.071,16.112,17.092,15.068,15.077,15.152,13.461,13.054,14.046,11.776,12.152,12.872,11.323,12.130,9.719,10.613,10.520,9.530,9.044,9.294,10.141,8.647,8.260,7.752,8.044,7.472,6.326,8.589,6.730,6.818,6.134,4.799,5.561,5.854,5.080,5.365,4.332,3.788,4.018,4.451,4.209,3.301,3.567,3.100,2.867,2.986,3.260,2.959,1.221,1.858,2.333,2.524,2.321,1.367,1.545,2.143,1.968,1.637,0.997,
365,-5.042,-3.862,-2.781,-2.902,-2.031,-1.623,-1.782,-2.312,-2.069,-2.041,-1.519,-1.029,-1.508,-0.935,-1.225,-1.151,-1.352,-1.228,-1.210,-0.906,-1.342,-1.098,-0.747,-0.715,-0.726,-1.133,-1.082,-1.046,-0.921,-0.441,-0.720,-0.985,-0.751,-0.887,-0.878,-0.758,-0.816,-0.742,-0.743,-0.585,-0.680,-0.433,-0.563,-0.470,-0.726,-0.537,-0.488,-0.391,-0.561,-0.438,-0.569,-0.448,0.093,0.071,0.338,35.164,345.883,1059.702,932.315,214.929,9.907,1.386,1.520,1.674,2.328,2.213,2.965,2.477,3.747,3.992,4.601,5.227,6.944,6.626,6.601,7.957,7.860,8.114,9.593,10.976,11.023,14.305,15.453,16.990,17.774,17.029,16.224,15.799,15.538,15.951,15.787,17.123,16.934,17.712,17.054,18.695,17.952,18.103,17.166,18.631,19.343,18.467,18.846,19.918,18.396,17.373,18.993,19.017,17.207,18.655,17.978,17.307,15.952,17.417,15.286,16.128,14.975,16.605,14.998,15.040,14.960,14.240,14.717,13.138,13.025,12.142,12.692,11.335,11.818,11.156,11.485,10.730,10.053,11.060,9.782,9.262,9.490,8.991,8.380,8.545,7.323,8.173,6.863,6.563,7.180,6.359,5.897,5.983,5.102,5.784,5.373,5.729,5.022,4.417,4.050,3.789,4.288,3.330,4.277,2.951,3.584,4.049,3.042,2.625,2.692,2.554,2.773,2.122,2.448,1.535,1.771,1.520,1.389,1.516,1.596,1.635,
370,-3.096,-4.307,-3.167,-2.052,-2.345,-2.738,-2.581,-1.230,-1.680,-1.199,-1.208,-1.528,-1.571,-1.369,-1.197,-1.755,-1.366,-1.170,-1.190,-0.873,-1.267,-1.299,-0.990,-1.096,-1.192,-1.076,-1.080,-0.947,-0.848,-0.958,-0.701,-1.014,-0.877,-0.431,-0.936,-0.823,-0.934,-0.790,-0.853,-0.953,-0.770,-0.545,-0.605,-0.381,-0.452,-0.595,-0.608,-0.583,-0.422,-0.252,-0.486,-0.244,-0.283,-0.233,-0.189,0.076,0.244,3.791,88.869,611.218,1079.726,565.191,89.016,3.486,1.464,0.986,1.839,2.098,2.392,2.943,3.617,4.110,3.751,5.009,4.971,5.722,6.111,6.631,7.172,8.184,9.066,9.248,10.281,12.008,11.850,13.497,14.845,15.608,15.233,15.852,14.013,15.079,14.345,14.087,15.371,17.180,14.440,16.134,16.298,17.479,16.361,16.708,18.170,16.413,16.058,17.197,16.734,16.455,15.366,16.174,15.957,16.237,16.838,15.890,15.323,14.542,14.817,13.234,14.047,14.828,13.262,13.967,14.077,13.733,13.555,14.054,12.078,11.632,12.003,9.973,10.113,10.240,10.376,10.021,9.046,8.779,8.676,7.488,7.167,7.934,7.111,7.972,6.712,7.983,6.545,7.219,6.656,5.618,6.167,5.525,4.874,4.942,5.589,4.079,4.363,3.732,4.058,4.462,4.858,2.935,2.807,2.619,2.930,2.047,2.137,3.054,2.424,2.278,2.486,2.499,1.352,2.227,0.988,1.855,1.236,1.776,
