285,-30.931,-23.135,-16.869,-16.524,-14.045,-13.988,-10.689,-11.707,-11.808,-12.789,-10.565,-10.368,-7.420,-8.013,-6.734,23.526,416.103,1327.540,1238.829,311.761,22.946,-1.787,-0.589,1.306,-0.343,0.470,5.503,2.379,3.249,1.089,9.152,17.988,27.827,34.177,21.836,14.525,6.610,6.637,9.073,8.648,10.432,10.111,13.699,10.236,15.599,15.222,15.004,15.852,14.257,16.285,15.549,19.291,16.787,17.684,18.312,19.542,26.580,21.624,23.423,22.741,27.234,23.403,27.530,27.017,30.551,36.061,28.716,30.592,32.962,34.400,36.098,32.808,31.303,34.153,32.914,36.160,35.450,39.374,38.298,39.859,35.063,39.388,35.219,42.846,39.423,38.914,36.905,37.667,36.092,35.026,42.350,38.330,42.767,39.820,39.806,41.856,41.619,42.739,40.571,40.992,39.690,41.477,41.968,38.938,35.633,40.255,35.374,32.702,36.307,32.612,35.546,37.917,37.253,31.549,35.848,33.106,28.931,34.421,28.809,25.717,29.082,26.006,28.808,25.728,21.894,27.495,22.125,24.612,26.510,21.406,19.465,22.574,21.942,18.845,19.010,20.633,20.806,17.734,18.711,15.592,14.838,12.728,15.739,17.810,12.978,12.256,9.829,9.254,7.963,10.097,8.445,11.051,9.394,9.238,11.644,7.419,10.704,32.153,118.815,249.356,356.184,306.837,164.781,58.279,9.404,6.229,2.220,0.754,1.878,0.693,1.515,0.456,0.986,-0.761,2.044,0.585,
290,-23.768,-23.065,-16.372,-13.197,-14.706,-11.826,-12.353,-12.136,-7.955,-9.565,-9.234,-8.160,-9.089,-7.895,-7.470,-6.984,-4.522,4.993,164.562,995.701,1500.335,728.353,106.341,2.670,-0.602,2.773,1.650,1.576,2.665,2.256,2.944,2.423,4.345,9.760,19.816,28.343,35.062,29.427,15.520,11.147,12.302,11.448,11.199,10.003,10.911,13.236,15.110,12.477,17.843,16.062,17.343,20.771,22.576,21.345,23.962,24.737,25.113,25.850,25.913,25.499,27.217,30.869,31.552,32.799,26.787,34.232,32.430,34.101,33.516,31.606,37.350,35.484,33.176,32.981,40.335,43.957,35.563,39.511,40.713,40.020,41.739,48.027,40.352,38.447,37.454,43.002,40.605,36.465,38.282,42.362,40.759,41.547,41.737,41.194,41.404,39.271,40.080,42.748,40.934,42.145,38.054,37.712,41.008,36.628,35.521,39.329,37.781,33.249,39.642,34.463,36.890,34.445,34.865,33.287,36.150,31.838,26.398,28.703,30.068,29.504,30.869,27.150,25.934,26.376,25.283,28.290,23.089,25.774,23.168,18.868,20.904,19.001,15.706,16.940,22.456,18.197,16.777,17.509,18.404,14.134,17.167,11.588,13.039,11.108,13.683,10.585,9.988,10.616,10.757,10.019,8.858,10.297,7.437,5.755,8.561,7.018,6.524,5.878,5.080,3.647,5.202,10.718,45.663,128.490,294.578,356.236,319.383,159.630,44.564,5.357,3.985,-0.641,1.000,1.449,0.524,-0.652,
295,-23.851,-18.881,-14.375,-12.817,-12.776,-9.897,-9.897,-10.988,-9.164,-9.253,-8.958,-8.126,-5.201,-5.331,-6.360,-6.423,-6.273,-4.477,-3.767,-2.192,47.690,512.770,1422.839,1183.183,311.805,15.471,-0.097,0.004,-0.789,-1.054,0.894,2.018,0.643,5.021,3.891,4.868,8.162,17.331,26.472,29.218,20.951,16.177,10.835,12.820,12.089,17.067,14.434,15.806,15.280,15.361,16.934,17.096,25.546,20.555,25.761,23.933,27.314,25.764,26.538,28.605,30.314,30.202,28.629,29.122,31.946,34.521,33.026,37.725,34.198,36.640,36.915,35.263,40.172,35.693,39.074,36.992,35.857,39.559,42.256,39.294,40.908,43.477,44.598,43.316,42.003,41.747,43.944,43.141,43.979,41.061,41.917,42.785,46.115,40.236,42.048,35.678,41.763,43.256,38.777,41.250,41.702,35.986,34.469,36.201,37.951,38.135,37.348,41.516,33.223,33.127,34.475,30.625,32.662,32.442,29.337,31.392,30.403,28.754,30.966,28.952,27.204,24.239,25.677,25.862,24.760,27.050,20.946,21.913,20.244,20.796,19.432,17.484,17.149,20.045,16.612,15.233,16.315,13.786,14.804,13.068,13.107,10.603,13.184,12.764,9.697,16.203,11.120,8.085,8.970,9.127,9.302,8.421,5.008,7.408,7.999,5.019,5.135,5.277,5.459,3.741,5.206,0.951,0.676,4.348,5.661,2.835,11.522,45.796,142.173,290.040,358.235,279.405,140.798,40.166,5.603,-0.312,
300,-17.213,-14.387,-13.540,-11.372,-11.095,-10.265,-9.289,-8.480,-8.094,-7.362,-6.243,-7.474,-5.727,-5.906,-4.538,-5.590,-4.839,-3.685,-5.136,-4.460,-4.177,-4.202,4.964,131.164,794.605,1476.648,730.581,113.289,1.763,1.239,-0.340,-0.760,0.474,2.827,1.480,2.519,2.417,2.321,4.097,7.567,14.841,27.493,30.679,25.859,16.185,12.464,15.238,14.013,16.697,17.660,15.920,17.447,19.271,21.845,23.894,22.587,24.473,26.331,26.350,31.160,29.763,30.314,31.631,34.965,32.067,34.517,36.972,34.528,37.388,39.636,36.845,34.898,34.219,37.910,42.504,39.646,42.109,39.062,37.926,45.846,44.224,48.486,41.483,42.211,47.078,42.777,39.751,42.650,42.435,42.789,44.446,41.364,41.317,42.929,41.892,39.497,38.082,39.930,40.236,38.046,36.500,43.670,36.288,36.318,38.867,35.828,36.366,35.554,33.125,36.724,31.375,30.966,32.966,31.456,30.184,30.974,29.942,29.481,27.773,25.615,22.847,25.652,25.411,26.937,20.233,21.147,22.470,24.107,19.556,19.770,21.537,19.615,18.250,16.299,16.695,19.223,16.550,16.590,16.615,13.696,15.723,11.132,13.048,12.796,11.453,9.414,8.481,10.353,8.919,5.976,7.214,11.957,8.682,7.342,8.943,5.845,8.069,5.728,3.701,5.328,5.994,5.548,2.003,4.713,-0.718,2.558,2.621,1.673,3.853,4.193,2.053,6.475,38.835,120.369,275.972,347.779,
305,-18.747,-14.324,-11.539,-12.055,-8.792,-8.053,-9.264,-6.528,-8.545,-5.567,-6.513,-5.926,-4.850,-5.594,-5.019,-4.577,-4.451,-4.244,-4.416,-4.206,-3.082,-3.592,-2.925,-2.999,-1.963,47.864,432.481,1303.207,1120.274,292.037,17.799,0.277,0.237,-0.644,0.286,2.486,1.460,2.390,3.756,3.507,6.185,5.899,8.635,14.744,23.740,27.484,25.233,18.132,12.652,12.660,17.738,14.951,19.542,21.642,22.353,23.554,20.784,26.536,28.023,29.490,29.145,30.975,34.336,33.396,31.172,34.041,34.104,35.675,38.861,34.440,39.088,40.338,40.610,42.361,39.712,45.236,41.669,41.659,48.882,42.632,44.634,45.121,46.811,44.037,44.350,46.539,41.240,49.263,45.534,42.708,42.686,42.151,42.945,41.724,42.375,40.849,42.004,42.613,42.949,39.738,41.037,39.051,38.502,37.398,37.671,42.319,36.906,34.381,31.863,32.615,32.568,33.725,30.785,31.066,31.516,26.179,30.022,29.823,27.448,25.736,25.728,24.494,23.096,21.599,25.124,22.633,22.450,19.133,21.347,21.376,17.642,20.036,17.929,17.037,17.997,16.440,15.300,14.595,11.862,15.022,11.995,15.113,12.116,11.856,10.092,11.782,10.129,10.957,10.466,7.278,6.902,8.557,6.035,6.837,7.350,4.902,3.964,5.214,6.143,5.281,4.092,3.550,3.912,3.635,3.452,1.692,1.558,2.870,2.546,1.838,0.272,0.850,2.856,0.985,0.890,3.641,
310,-15.777,-14.460,-11.251,-8.817,-7.800,-6.928,-6.980,-7.032,-6.771,-6.298,-4.706,-5.376,-4.828,-4.410,-4.319,-3.925,-3.683,-4.204,-3.628,-3.605,-3.441,-3.583,-2.826,-3.211,-3.174,-2.541,-2.358,2.528,136.464,806.427,1325.892,635.673,88.383,2.915,-0.542,0.470,0.889,3.379,2.465,1.963,3.454,6.024,3.770,6.013,7.611,9.491,15.640,23.593,28.532,25.025,20.572,16.187,17.696,21.094,18.492,22.770,20.273,22.943,26.886,27.246,28.219,28.531,30.717,31.979,30.993,33.897,37.435,37.553,36.277,39.426,37.804,39.409,44.143,40.761,43.826,43.594,41.711,43.200,44.979,43.132,45.765,42.931,44.555,47.047,48.641,45.830,46.362,44.258,48.276,45.585,46.397,40.846,43.405,43.253,40.775,44.349,40.889,40.185,40.030,40.300,40.860,38.436,39.993,37.548,39.888,37.768,33.036,36.784,32.490,36.431,29.376,29.407,32.670,32.279,30.321,29.210,24.360,26.263,25.608,25.799,24.629,24.550,26.203,23.474,22.018,21.538,20.968,20.704,18.347,17.734,22.241,18.817,16.612,14.391,15.880,16.005,13.566,14.341,14.265,15.071,11.141,11.318,13.824,10.871,10.275,9.684,8.506,9.841,9.379,9.392,7.284,6.518,6.127,6.322,7.147,6.185,5.994,4.956,4.425,4.442,7.458,3.753,4.952,4.228,4.845,2.580,4.916,1.532,1.082,1.634,0.286,1.006,1.081,1.115,1.121,-0.997,
315,-13.710,-9.529,-8.322,-5.798,-5.878,-7.592,-7.067,-5.361,-5.999,-5.453,-4.062,-3.868,-4.436,-4.392,-4.046,-3.712,-3.892,-3.435,-3.264,-2.983,-3.076,-2.490,-2.835,-3.544,-2.248,-2.901,-2.157,-2.388,-1.235,-1.682,16.280,300.830,1063.950,1113.294,318.687,28.067,0.470,1.584,1.588,1.497,2.683,3.221,2.853,4.413,5.586,6.061,6.455,7.666,9.096,14.909,23.331,27.027,28.137,23.445,18.100,19.094,19.745,23.735,24.149,23.691,26.689,25.324,29.923,28.975,34.170,34.487,38.234,36.458,35.882,38.413,38.320,39.414,41.726,44.244,41.671,41.463,40.043,44.916,43.933,47.192,47.106,44.673,42.490,45.927,46.749,44.174,43.764,45.217,43.806,45.128,40.334,41.679,44.897,42.228,41.714,41.120,40.666,41.889,41.433,38.430,39.666,39.569,36.657,37.020,35.620,37.256,37.547,30.986,31.988,33.749,33.269,28.934,29.920,27.706,28.055,27.926,24.093,28.606,26.105,26.471,25.316,23.129,20.762,21.222,21.087,21.399,19.371,19.432,20.295,18.476,17.428,19.001,15.033,15.580,14.970,13.889,12.293,13.491,13.227,12.372,12.118,10.516,10.395,10.680,11.429,7.565,9.133,10.826,8.419,9.507,8.528,8.318,7.840,7.643,6.209,5.340,6.147,7.068,5.865,6.156,3.555,4.260,3.082,3.132,3.056,3.019,3.055,2.835,1.901,2.538,1.358,0.378,1.747,0.565,1.121,0.105,
320,-9.929,-9.444,-7.633,-6.470,-5.273,-6.360,-4.587,-4.386,-4.826,-4.763,-4.761,-4.437,-3.104,-3.200,-3.611,-3.693,-2.987,-2.418,-2.891,-2.561,-2.743,-2.526,-2.824,-2.296,-2.212,-2.153,-1.813,-2.283,-2.288,-1.966,-1.321,-1.522,1.598,100.687,718.674,1167.770,602.530,75.693,2.956,1.035,1.867,1.595,3.063,3.358,3.960,3.020,3.103,5.817,8.123,8.944,10.199,12.557,18.043,24.051,28.889,29.299,26.130,23.872,22.187,22.221,23.428,27.396,25.930,29.135,31.259,32.288,32.977,36.469,35.587,37.000,34.443,36.586,39.934,41.295,38.685,40.561,40.047,43.831,41.250,45.000,40.995,42.314,43.374,45.239,46.110,43.137,43.954,43.989,44.759,44.795,45.444,45.752,41.657,45.144,40.508,41.381,41.286,42.755,42.526,39.888,40.850,39.615,37.630,35.669,37.409,35.772,35.536,36.095,31.003,30.914,30.985,31.085,28.654,29.336,28.614,28.736,27.611,25.698,28.036,27.782,26.890,23.904,22.930,22.134,19.626,21.778,21.251,19.267,19.589,17.629,16.849,16.236,17.286,17.752,14.158,12.763,14.280,14.262,13.932,11.552,12.403,9.187,9.942,10.837,11.219,8.420,9.876,10.206,9.509,7.901,7.060,5.982,8.157,7.827,5.887,6.500,4.664,4.679,4.590,5.560,3.334,3.832,2.428,5.131,3.406,4.788,2.463,3.209,2.346,2.416,2.252,0.994,2.002,2.440,2.283,0.970,
325,-11.375,-8.731,-6.197,-7.359,-6.140,-5.428,-5.117,-4.056,-4.425,-4.243,-3.916,-3.803,-4.013,-2.593,-2.847,-3.127,-2.148,-2.658,-2.809,-2.226,-2.317,-2.197,-1.908,-2.025,-2.053,-2.299,-1.644,-2.161,-2.043,-1.570,-1.927,-1.183,-1.304,-1.766,-0.395,13.815,257.097,973.604,1015.883,298.715,18.568,0.790,1.416,1.683,1.794,2.571,3.752,3.791,4.781,5.417,9.606,8.162,8.983,11.353,14.115,17.893,20.666,27.549,31.034,27.601,25.440,24.867,26.791,27.186,29.567,31.694,31.535,32.975,30.759,35.129,35.979,32.949,38.470,36.216,36.463,38.975,41.347,41.606,37.822,41.666,43.877,39.181,41.232,43.367,44.805,46.102,44.682,43.227,43.418,44.364,42.914,41.737,42.235,43.215,41.013,42.194,39.845,40.648,39.820,40.177,39.290,37.901,38.448,33.862,36.351,35.244,32.436,34.905,35.911,30.955,31.124,28.696,30.096,31.201,30.872,24.488,28.720,25.519,27.247,26.504,23.121,24.430,25.043,22.832,21.817,21.827,19.614,22.461,19.673,16.310,17.282,16.703,15.213,16.744,15.671,14.936,13.588,14.432,14.468,15.425,11.887,10.638,11.243,11.562,10.774,10.240,10.772,9.639,9.930,7.521,8.408,7.620,6.652,7.024,6.746,6.054,5.575,5.595,4.853,4.651,3.861,4.200,4.320,4.434,3.781,4.305,1.295,2.790,2.138,1.658,2.622,0.936,1.086,0.829,2.424,2.391,
330,-9.701,-8.609,-7.551,-5.324,-5.077,-4.686,-4.919,-5.094,-4.335,-3.862,-3.747,-2.833,-2.414,-2.794,-2.973,-2.408,-2.909,-2.852,-2.444,-2.364,-2.352,-2.186,-2.625,-2.294,-1.616,-1.428,-1.999,-1.773,-1.824,-1.543,-1.296,-1.766,-1.408,-1.390,-0.946,-0.795,-0.596,3.029,74.636,546.057,1102.744,619.452,90.032,3.053,1.756,2.354,2.266,2.448,3.082,4.344,5.469,5.929,7.893,8.330,11.022,12.821,13.793,15.851,18.954,23.419,29.376,29.064,28.753,26.128,26.519,27.491,27.512,31.193,30.639,31.181,33.476,34.313,34.135,35.803,37.093,35.365,39.380,39.442,41.201,42.519,39.678,44.055,43.056,41.660,39.262,41.819,41.113,40.709,40.521,40.721,41.855,42.506,40.782,43.850,40.790,40.218,37.933,39.611,39.470,39.423,39.051,39.516,38.395,37.608,35.071,34.085,34.269,32.303,33.161,30.989,32.089,30.585,30.522,30.525,28.529,27.363,24.394,26.660,26.834,26.219,24.481,25.732,22.874,21.802,22.003,22.751,19.895,19.317,19.025,19.241,17.268,17.193,15.646,14.654,14.708,15.114,14.484,13.585,11.366,13.165,10.894,9.912,10.274,11.220,10.600,8.873,9.705,8.205,8.203,7.038,8.003,8.262,7.147,8.410,5.585,6.182,5.443,6.242,4.888,5.138,5.754,3.384,4.491,4.037,3.903,1.899,2.976,2.989,2.233,2.194,1.966,2.907,1.729,1.349,1.835,1.724,
335,-10.205,-6.916,-5.377,-4.549,-3.916,-4.691,-3.906,-3.982,-4.048,-2.877,-3.459,-3.061,-3.110,-3.002,-3.010,-2.678,-2.632,-1.953,-1.614,-1.730,-2.075,-1.993,-2.250,-1.455,-2.216,-2.055,-1.877,-1.792,-1.807,-1.756,-1.630,-0.838,-1.650,-1.246,-1.308,-1.043,-1.171,-1.083,-0.662,-0.384,23.693,272.539,942.923,863.077,229.981,12.503,1.978,2.121,2.428,3.746,3.988,4.427,5.816,6.283,8.367,9.702,10.691,13.250,13.595,15.355,17.529,20.456,22.362,27.545,29.600,31.856,30.547,27.579,28.732,30.528,30.564,33.401,31.467,33.023,33.183,34.227,34.240,34.900,38.125,37.152,38.991,37.330,38.810,40.386,40.960,40.497,41.077,38.699,40.501,40.033,38.785,40.836,41.092,39.500,39.053,38.915,37.768,38.813,39.783,37.409,37.743,36.819,36.656,36.152,35.222,34.025,32.886,32.882,32.509,31.851,32.863,28.394,30.020,29.490,28.938,27.186,27.149,25.292,23.901,25.493,23.677,24.566,22.826,21.783,20.738,21.309,20.314,18.494,18.115,16.446,16.226,16.926,14.633,15.341,14.826,14.449,12.744,13.780,13.641,11.431,11.949,10.630,11.064,10.331,10.885,10.656,9.656,8.302,7.721,7.785,8.382,7.547,6.087,6.386,5.065,5.960,6.222,5.347,6.185,4.235,4.101,4.083,3.921,3.187,4.821,3.479,3.832,2.593,3.710,1.836,2.595,2.221,1.019,2.456,1.791,1.110,
340,-5.990,-6.700,-5.402,-5.429,-4.776,-3.863,-3.596,-3.105,-3.640,-2.762,-3.284,-3.019,-2.726,-2.755,-2.461,-2.219,-2.098,-1.606,-1.835,-1.978,-1.616,-1.485,-1.828,-1.692,-1.746,-1.866,-1.483,-1.644,-1.340,-1.289,-1.051,-1.529,-1.715,-1.424,-1.137,-1.212,-0.797,-0.986,-0.891,-0.651,-0.906,-0.688,2.194,78.568,531.439,1004.048,523.651,73.312,2.781,2.522,2.882,2.990,4.152,5.617,5.880,8.497,9.805,10.154,11.253,13.580,13.908,14.629,16.194,19.814,20.610,25.818,26.185,31.851,31.098,30.828,29.204,26.985,28.976,31.278,32.273,32.187,32.060,36.603,34.380,36.388,36.015,36.485,39.505,38.777,37.962,38.696,37.415,39.813,37.929,39.539,39.043,40.561,41.289,40.084,37.962,35.131,38.587,36.642,37.719,38.660,38.730,35.464,37.308,34.244,35.329,33.443,31.979,32.800,33.588,31.235,34.098,30.645,28.134,30.521,25.884,26.307,27.303,24.726,24.727,26.343,23.501,22.717,23.837,21.637,19.490,20.360,19.803,19.027,19.338,16.746,15.813,16.540,15.709,15.723,15.932,14.476,13.600,13.155,13.511,11.191,12.118,12.635,10.816,9.993,8.449,9.776,8.007,8.840,8.630,7.419,7.543,7.985,6.871,6.597,6.414,6.064,4.968,5.224,4.636,5.514,5.326,5.306,3.559,4.133,3.662,3.461,2.692,2.547,2.800,1.935,2.722,1.361,2.157,2.099,1.611,1.490,
345,-6.622,-5.816,-4.088,-4.391,-3.453,-3.917,-3.284,-3.614,-2.722,-3.039,-3.281,-2.899,-2.507,-2.118,-2.386,-2.307,-1.720,-1.921,-1.787,-1.891,-1.617,-1.767,-1.440,-1.768,-1.125,-1.693,-1.429,-1.560,-1.424,-1.401,-1.693,-1.591,-1.254,-1.489,-1.096,-0.932,-0.942,-1.114,-0.913,-0.982,-1.115,-0.677,-0.816,-0.606,-0.221,20.285,263.193,853.417,762.267,182.376,11.379,3.056,3.231,2.826,4.170,5.255,5.051,7.176,9.678,9.192,9.535,11.252,13.525,14.394,15.670,16.702,19.170,20.289,21.764,25.496,29.400,30.818,27.899,27.395,29.367,30.554,29.513,31.657,30.572,32.926,33.001,35.450,35.047,36.484,35.142,34.741,36.748,37.792,36.309,34.090,36.905,35.711,35.309,37.028,36.931,37.310,37.003,36.252,36.609,34.729,35.154,36.707,33.218,33.506,34.264,33.860,31.701,34.213,34.138,30.544,30.331,28.143,28.708,29.211,29.139,26.428,26.300,26.346,25.381,23.636,23.551,22.948,24.246,20.773,20.741,20.101,19.402,19.135,18.199,18.057,18.275,16.773,16.167,15.754,14.388,13.617,12.889,13.153,12.315,12.119,12.477,12.427,10.760,9.995,10.741,9.713,9.556,9.404,7.852,9.498,7.078,7.350,6.405,7.638,6.176,5.703,5.880,4.907,4.255,4.528,3.546,5.190,3.862,3.609,2.361,2.930,3.784,2.585,3.602,2.139,1.680,2.679,1.627,3.457,1.945,0.927,
350,-6.311,-6.080,-5.273,-4.213,-3.431,-3.513,-2.890,-2.721,-3.207,-2.442,-1.734,-2.317,-2.226,-2.069,-1.786,-1.910,-1.572,-1.770,-1.623,-1.598,-1.551,-1.744,-1.570,-1.366,-1.354,-1.434,-1.462,-1.543,-0.955,-1.335,-1.616,-1.182,-1.216,-1.348,-0.870,-1.276,-1.110,-1.186,-1.053,-0.993,-1.094,-0.881,-0.705,-0.859,-0.560,-0.660,-0.575,3.483,118.239,621.073,902.501,351.938,35.793,3.379,2.403,3.465,3.528,5.100,5.305,5.922,7.069,8.726,10.699,11.061,11.946,13.529,14.268,15.214,17.278,18.412,19.246,21.981,26.591,27.896,29.808,27.809,29.083,30.065,29.156,29.417,29.952,31.216,30.123,34.002,31.299,32.273,34.353,33.361,34.011,35.294,33.874,35.415,34.102,35.986,35.849,36.430,35.466,35.067,35.882,35.625,34.281,33.301,33.173,33.081,34.427,34.486,31.844,29.432,32.373,28.911,29.840,28.198,27.184,29.703,26.920,25.718,26.028,24.590,24.415,23.579,21.889,21.903,21.226,23.054,19.772,19.217,18.502,20.117,17.141,17.073,15.953,16.870,14.601,14.490,14.141,14.435,14.025,15.156,11.686,13.147,11.797,10.534,11.568,9.929,10.545,9.271,10.466,8.292,7.435,8.691,6.911,7.904,6.498,7.226,7.027,5.990,4.550,5.510,4.698,5.657,4.136,4.436,4.231,4.141,4.057,3.230,2.578,2.736,3.416,2.736,2.590,2.444,1.374,1.361,1.731,1.033,
355,-6.482,-5.234,-4.793,-3.855,-3.336,-2.935,-3.261,-2.610,-2.506,-2.523,-2.308,-2.374,-2.343,-2.117,-2.204,-1.771,-1.910,-1.398,-1.413,-1.709,-1.483,-1.643,-1.574,-1.243,-1.555,-1.427,-1.025,-1.125,-1.139,-1.064,-1.251,-1.256,-1.050,-1.012,-1.128,-1.160,-0.787,-1.013,-1.083,-0.864,-0.892,-0.817,-0.764,-0.663,-0.855,-0.156,-0.705,-0.492,-0.518,0.400,20.404,287.382,821.403,719.504,165.476,10.378,2.907,2.746,3.227,3.991,5.000,5.448,6.515,6.086,9.689,9.653,11.277,12.215,12.483,12.974,14.228,16.853,18.138,18.853,20.382,24.545,26.072,28.715,29.024,28.571,27.149,27.124,28.846,28.454,29.102,29.423,28.725,31.652,31.813,29.748,31.953,31.726,32.334,32.604,32.585,32.560,32.177,32.784,33.352,31.966,32.184,29.142,33.146,31.121,30.870,31.184,28.752,28.439,27.882,26.945,28.228,29.336,27.275,26.666,26.055,24.642,25.268,25.004,23.675,22.310,21.678,21.239,20.848,19.764,20.447,18.942,18.979,18.282,17.786,15.479,15.193,16.021,15.687,13.910,15.840,13.664,14.988,12.754,12.594,11.954,11.184,9.995,9.522,11.486,9.462,9.054,8.225,7.929,9.224,8.490,7.585,7.622,6.219,7.136,5.414,7.012,5.432,5.277,5.129,4.488,3.654,2.888,3.655,4.676,3.392,5.286,2.379,3.562,2.089,2.677,2.539,2.364,1.624,1.602,1.909,1.369,
360,-5.864,-4.523,-4.931,-3.419,-3.008,-2.533,-2.202,-2.850,-2.002,-2.120,-2.223,-1.616,-2.296,-1.591,-1.677,-1.783,-1.527,-1.672,-1.473,-1.529,-1.179,-1.474,-1.496,-0.892,-1.268,-0.764,-1.360,-1.042,-1.091,-1.099,-1.111,-1.163,-0.776,-1.058,-0.967,-1.109,-0.883,-0.955,-0.973,-0.775,-0.827,-0.917,-0.869,-0.521,-0.776,-0.875,-0.707,-0.673,-0.239,-0.358,-0.468,0.188,4.525,100.155,576.061,868.336,404.479,41.175,3.469,2.863,3.270,3.383,4.205,4.570,5.979,7.004,7.930,8.735,9.052,11.022,12.386,11.972,13.910,13.669,14.388,17.399,19.424,20.230,21.891,26.295,27.918,28.422,25.924,26.421,25.346,24.417,26.691,27.784,29.635,27.241,29.341,31.717,29.708,29.137,30.326,29.173,30.039,29.218,30.248,30.013,30.312,30.066,30.370,29.769,29.522,28.362,27.694,27.631,26.180,27.041,27.530,26.953,26.374,25.703,25.142,23.584,23.181,22.213,21.719,22.371,21.889,19.584,20.039,18.398,18.004,18.266,17.526,18.206,17.364,16.710,16.613,15.295,14.807,14.593,13.535,14.185,11.945,12.516,11.960,10.480,11.886,9.922,11.201,9.892,8.852,8.928,8.535,8.727,8.268,8.072,9.552,7.076,7.964,6.325,5.413,6.619,6.118,5.530,4.427,6.071,5.009,4.195,4.626,3.235,3.605,3.943,2.330,3.544,2.948,2.166,2.960,2.207,2.167,1.796,1.485,2.010,
365,-4.705,-4.287,-3.537,-3.815,-2.898,-2.645,-2.073,-2.510,-2.084,-2.385,-1.999,-1.951,-2.046,-1.900,-1.743,-1.514,-1.323,-1.564,-1.224,-1.320,-1.512,-1.356,-1.350,-1.216,-0.984,-1.133,-1.150,-1.095,-1.121,-1.213,-1.175,-1.159,-1.118,-1.103,-1.103,-0.946,-0.871,-1.115,-0.602,-0.731,-0.718,-1.097,-0.650,-0.798,-0.605,-0.605,-0.675,-0.518,-0.721,-0.548,-0.417,-0.138,-0.539,-0.323,0.656,26.602,232.833,771.751,670.494,153.897,7.649,2.363,2.572,3.295,3.867,4.186,5.238,5.108,6.983,7.304,9.124,9.955,8.967,10.751,10.690,14.121,14.180,14.778,16.272,19.017,19.324,19.448,23.534,26.388,24.244,24.637,24.052,24.582,25.260,26.339,25.281,26.941,26.397,26.712,27.809,26.193,27.996,28.348,26.119,27.677,27.003,26.324,27.694,27.021,26.619,26.836,28.483,25.249,26.995,25.299,24.042,24.542,24.222,23.301,23.785,23.032,22.931,21.297,20.357,20.756,19.615,20.638,20.489,19.545,18.135,17.135,16.773,18.254,15.193,16.251,15.539,14.058,14.978,14.696,13.505,13.597,13.359,11.429,12.456,10.895,11.814,10.690,10.263,9.140,8.567,8.686,8.351,8.170,6.603,7.409,6.911,6.667,6.672,7.262,6.112,4.274,5.987,5.139,4.761,4.214,4.228,4.715,4.220,3.038,3.458,2.383,3.104,2.841,1.748,3.229,2.888,1.422,1.767,1.796,1.561,1.043,
370,-4.652,-4.319,-3.621,-3.355,-3.070,-2.540,-2.388,-2.034,-2.467,-2.160,-1.909,-1.678,-1.820,-1.109,-1.663,-1.588,-1.424,-1.266,-1.475,-1.466,-1.209,-1.421,-1.331,-1.403,-0.980,-1.323,-1.073,-0.807,-1.098,-1.082,-0.864,-0.841,-1.096,-0.897,-0.900,-0.963,-0.912,-0.858,-0.769,-0.698,-0.951,-0.759,-0.896,-0.755,-0.845,-0.759,-0.628,-0.741,-0.565,-0.482,-0.584,-0.570,-0.556,-0.245,-0.287,-0.325,-0.077,3.349,74.328,465.960,804.736,455.015,63.897,2.996,2.158,2.359,3.194,3.348,4.223,5.094,5.847,5.912,7.371,8.259,9.177,9.420,11.443,12.804,12.426,14.208,15.017,14.725,16.304,17.257,19.590,21.371,22.632,24.485,22.694,24.447,22.354,22.765,23.966,24.750,25.514,23.692,23.827,24.485,24.380,25.917,25.962,25.695,24.816,25.225,25.705,26.076,23.921,22.965,23.065,23.312,23.315,23.846,22.560,23.212,21.568,21.487,21.909,20.597,20.418,20.613,19.656,20.208,19.382,18.416,18.511,17.324,15.773,15.675,14.306,15.242,14.076,14.345,13.888,12.280,15.155,12.522,12.247,12.277,10.811,11.752,10.914,10.630,9.184,9.800,9.512,8.276,8.735,7.752,7.940,7.171,6.296,6.581,6.300,5.992,6.102,5.978,4.982,4.548,4.376,4.988,3.398,4.123,4.671,3.656,2.887,2.566,3.274,2.816,1.622,1.976,3.142,2.500,1.644,2.096,1.888,1.921,
