285,-26.562,-20.041,-15.795,-10.453,-9.979,-10.368,-6.169,-8.476,-9.247,-4.873,-2.859,-2.306,-0.306,3.163,6.734,268.781,3819.696,12025.298,11288.527,2964.732,233.163,12.406,11.889,8.815,7.863,5.998,12.606,11.672,9.595,9.640,12.053,19.189,28.465,31.703,24.564,14.103,14.359,12.305,11.826,12.036,11.175,12.328,9.692,10.072,12.795,15.238,15.243,15.207,17.868,17.810,16.718,17.368,15.867,18.666,19.125,21.555,22.184,20.379,18.889,23.370,26.198,23.476,24.346,24.633,22.572,27.384,24.656,29.101,27.675,29.236,27.609,26.737,30.719,33.732,28.900,31.266,33.061,31.366,34.693,35.866,29.316,30.328,34.587,35.975,34.177,37.951,33.357,34.583,33.878,35.998,37.898,35.692,33.265,37.223,31.977,38.889,38.482,35.174,36.984,34.906,36.855,36.213,32.305,39.056,33.044,31.098,35.851,31.619,33.671,33.891,31.604,27.726,26.479,30.690,28.310,26.805,27.231,21.518,27.898,26.410,28.403,25.262,23.713,24.530,25.492,19.227,23.577,20.853,20.104,21.238,19.668,19.469,17.576,16.892,17.658,17.843,17.750,13.981,15.749,14.802,15.728,11.241,15.760,14.524,9.879,13.181,9.785,6.390,10.167,10.458,8.912,6.473,7.416,9.797,8.881,6.692,42.197,275.029,1035.090,2266.292,3326.568,2893.155,1610.762,488.601,73.544,10.677,6.586,3.131,3.492,5.396,1.878,2.758,6.796,1.505,1.675,0.468,
290,-21.433,-20.027,-10.006,-10.259,-11.358,-8.361,-5.393,-3.219,-1.594,-1.778,-3.729,-1.800,-1.519,1.004,3.249,2.518,2.866,70.260,1545.460,9214.570,12120.250,7024.041,820.093,41.588,13.672,12.854,9.950,11.345,8.546,10.582,6.579,10.560,9.192,13.660,22.602,32.602,26.345,23.765,15.021,7.320,10.998,13.673,13.583,11.790,13.457,14.182,16.561,17.920,13.321,13.957,16.914,21.138,17.749,19.933,22.571,23.070,23.096,20.746,26.966,22.216,22.640,25.729,27.653,25.172,26.282,29.010,29.589,28.115,27.744,28.284,33.099,32.887,31.864,33.170,34.146,32.170,32.821,37.603,32.702,33.156,34.351,32.124,31.092,32.931,30.104,36.652,37.285,38.803,33.997,34.385,33.485,36.349,39.184,38.529,34.990,36.843,34.174,31.906,36.196,32.643,34.885,33.920,35.692,34.766,35.073,35.189,31.137,32.490,36.501,27.807,31.574,29.664,31.707,29.858,27.209,30.871,25.998,24.781,26.811,23.643,27.787,24.991,22.644,23.172,22.405,19.267,21.679,21.069,18.754,18.332,22.023,18.164,20.082,19.363,19.926,16.910,18.532,16.982,13.529,15.003,11.512,12.860,11.134,14.080,10.347,8.008,11.101,7.515,7.906,9.443,10.712,8.176,7.634,8.272,9.111,5.625,4.946,8.373,9.868,4.691,6.787,65.845,331.926,1135.040,2649.336,3556.302,3128.321,1494.879,397.454,61.645,5.730,6.258,4.635,1.969,2.681,3.223,
295,-16.260,-15.674,-14.381,-12.275,-8.829,-8.634,-8.329,-8.470,-2.923,-5.678,-4.233,-4.517,-2.679,0.743,0.259,4.846,3.046,4.298,5.173,19.598,457.021,4531.157,10399.025,9980.675,3050.697,203.528,14.464,12.316,9.164,9.132,6.244,6.021,6.604,7.355,7.352,8.890,12.939,20.409,29.752,33.692,20.979,15.379,9.870,11.069,13.437,13.130,10.616,14.072,16.258,16.806,15.158,16.481,18.440,18.547,21.968,20.599,21.137,23.080,24.158,25.122,22.992,26.651,28.436,26.749,31.156,30.618,30.174,29.572,29.885,31.367,31.628,32.751,30.104,35.645,34.253,35.131,35.514,37.867,33.492,36.407,38.697,37.935,37.746,34.979,36.954,34.033,33.955,37.152,37.542,38.698,34.476,32.569,37.550,33.673,39.119,36.109,33.578,33.884,35.518,34.159,34.238,28.940,34.768,32.559,30.158,32.281,32.329,28.483,27.884,29.138,26.222,26.293,29.987,25.284,25.982,25.999,27.997,26.700,22.495,24.258,23.358,25.331,21.788,21.603,21.432,18.803,17.031,19.381,17.358,18.336,22.072,19.073,19.232,18.141,15.969,13.237,12.626,15.974,12.252,12.475,13.103,13.209,8.102,12.655,11.533,11.696,9.379,9.391,8.353,6.339,7.080,6.081,7.941,5.642,7.626,6.652,6.532,5.281,7.308,9.446,4.971,4.865,9.378,4.298,6.186,14.416,65.966,395.548,1369.885,2768.158,3633.219,2866.540,1405.364,371.752,42.428,5.639,
300,-14.667,-14.366,-9.129,-7.828,-7.198,-9.164,-9.058,-7.025,-6.205,-4.394,-2.826,-2.523,-2.658,-2.271,0.143,-0.571,-0.274,2.772,2.339,5.459,6.299,7.261,65.222,1326.152,7656.125,8586.126,7161.764,1150.067,41.045,11.135,8.088,10.019,7.045,5.584,6.801,10.931,8.769,9.558,8.011,11.244,17.521,24.262,29.503,26.171,15.583,14.460,12.283,12.743,13.357,14.459,14.855,15.667,18.847,19.294,18.157,17.376,22.073,21.053,19.606,27.539,25.568,27.649,26.181,29.628,28.283,29.601,31.932,32.195,33.865,32.851,32.739,33.048,31.299,35.450,35.843,33.958,34.095,36.350,36.420,38.827,37.125,40.159,36.874,39.399,36.553,35.473,37.577,36.850,37.488,34.117,36.289,38.257,36.710,33.159,35.731,35.043,37.640,38.252,36.608,32.130,35.706,33.844,31.173,32.994,33.097,32.558,32.158,28.746,28.649,28.488,27.875,27.953,25.251,26.029,27.427,23.872,21.699,25.974,24.615,21.721,23.752,19.375,23.109,19.566,20.007,18.293,19.862,19.420,17.527,16.051,16.050,17.689,17.207,14.444,14.825,13.906,12.606,14.399,12.668,15.613,12.697,13.324,11.503,11.499,8.767,8.860,11.669,8.901,10.858,7.020,10.012,8.234,6.537,7.477,7.061,6.632,4.497,5.603,5.004,3.290,3.859,5.265,4.775,2.489,3.856,4.915,3.840,4.796,5.220,2.810,7.546,64.990,339.439,1179.393,2731.062,3679.840,
305,-15.688,-12.187,-10.014,-6.748,-7.750,-7.200,-5.650,-5.679,-5.495,-5.723,-5.499,-3.598,-2.849,-2.301,0.119,-0.066,-1.956,0.271,0.929,2.266,3.701,4.876,5.802,7.577,12.684,412.994,4704.943,7254.570,7082.904,3200.462,184.886,13.840,12.764,8.537,8.315,9.741,8.744,7.383,7.114,8.308,7.723,8.810,11.346,16.178,23.150,28.034,23.223,19.553,14.425,12.185,14.262,15.709,18.113,17.739,19.912,21.442,21.273,20.445,20.970,24.419,26.663,24.588,27.318,26.004,29.638,30.678,32.548,30.652,36.316,32.638,34.694,36.514,34.500,39.022,35.262,34.607,36.458,39.393,36.930,36.355,37.646,39.727,40.667,39.066,40.698,40.772,35.470,37.512,35.029,39.064,37.627,35.064,37.718,35.841,38.525,34.186,39.384,38.546,36.796,34.491,36.099,34.480,33.314,32.577,33.582,31.648,29.076,31.181,29.808,27.042,29.388,27.928,27.894,27.210,26.246,28.277,24.115,23.157,21.828,20.630,20.436,21.712,21.928,17.922,17.608,19.071,15.156,17.731,19.177,15.495,15.294,17.228,14.272,13.870,16.192,14.495,13.133,16.363,12.833,12.735,8.743,12.191,13.168,9.296,10.244,8.587,7.729,8.105,9.002,7.670,8.609,8.868,6.005,6.142,6.034,3.665,5.144,6.481,5.371,5.340,6.240,3.700,4.252,3.466,4.840,5.609,3.575,3.237,1.635,2.802,2.453,2.465,2.055,1.264,3.804,11.706,
310,-12.767,-11.482,-7.171,-6.951,-6.437,-6.195,-5.812,-5.635,-5.520,-5.855,-4.129,-2.808,-3.958,-1.613,-1.904,0.623,-1.332,-0.209,-0.375,1.067,0.488,0.843,4.017,4.330,6.333,5.753,8.877,53.029,1582.736,5866.977,5949.270,5595.555,1047.523,33.050,9.277,11.812,10.651,9.745,8.087,8.790,8.014,9.564,9.354,9.775,9.311,13.010,16.702,22.198,27.549,23.004,17.971,16.015,15.987,14.768,17.113,18.780,19.586,20.490,24.433,25.041,23.869,26.064,26.084,25.972,27.640,30.066,33.026,31.335,34.385,34.389,32.684,35.626,34.704,36.038,34.166,36.387,37.252,36.776,36.248,36.913,40.491,40.883,39.701,41.590,42.816,37.574,36.496,39.504,39.434,36.805,38.188,39.015,37.885,37.834,37.782,36.015,33.515,34.818,35.499,33.877,35.419,33.838,31.878,34.576,31.228,31.880,33.402,29.874,27.716,27.906,28.902,29.307,25.627,24.811,24.958,25.382,25.934,21.580,22.646,22.922,20.486,19.417,21.019,21.505,17.524,15.780,17.553,18.853,16.549,16.758,18.279,15.167,18.561,15.505,13.686,12.449,12.090,11.841,14.912,9.185,10.993,10.939,11.721,8.209,8.555,9.453,9.080,6.958,6.685,6.650,6.128,7.547,8.700,6.544,5.171,5.220,4.532,5.092,5.082,5.226,4.478,5.195,3.512,4.717,2.013,2.904,2.402,3.766,2.368,2.538,2.238,1.759,2.856,2.091,1.720,0.341,
315,-12.241,-8.945,-6.899,-4.618,-5.938,-4.047,-4.414,-5.085,-4.205,-3.842,-3.443,-3.149,-3.509,-1.830,-3.155,-2.140,-2.307,-1.511,-0.160,0.234,0.520,-0.046,2.682,2.295,2.539,3.402,5.343,5.824,6.858,8.626,217.948,3353.076,4962.694,4887.143,3423.808,314.437,12.829,9.752,10.295,8.900,9.368,10.662,9.975,10.488,7.708,10.561,9.905,10.505,11.158,15.449,20.648,26.098,24.497,22.794,16.517,18.361,19.953,20.676,22.117,22.382,21.917,23.903,27.265,27.052,27.156,29.436,33.171,31.968,31.186,33.529,36.297,34.537,34.210,36.845,34.508,35.093,37.323,36.559,39.102,37.970,36.767,37.890,36.931,39.808,36.053,40.433,42.485,37.863,38.934,38.416,37.600,34.742,39.309,39.425,33.892,37.519,38.495,35.507,35.372,38.315,35.069,33.306,34.304,33.324,33.486,35.680,29.241,30.214,27.119,28.888,28.629,26.321,28.629,28.103,24.474,24.444,21.384,22.208,23.259,20.838,21.471,22.126,20.729,20.578,18.480,17.244,15.794,19.112,14.120,16.688,14.950,14.929,15.085,14.900,13.390,13.805,13.856,12.344,10.683,11.993,9.745,9.750,10.764,9.022,10.060,8.715,7.551,8.327,7.052,7.730,6.391,7.428,6.414,5.088,5.925,6.021,5.956,4.823,5.523,3.844,3.726,4.187,2.947,2.174,5.263,3.831,2.350,2.883,1.996,2.815,1.940,1.869,2.896,2.710,1.031,1.782,
320,-10.005,-7.380,-5.851,-5.887,-5.442,-4.441,-5.121,-2.034,-2.725,-4.182,-3.455,-3.611,-3.588,-2.683,-2.697,-2.140,-1.316,-1.801,-0.587,-0.943,0.438,-0.033,1.497,0.601,1.174,1.063,2.763,2.938,4.042,5.597,6.957,7.992,47.057,1186.205,4312.433,4228.438,4159.046,935.045,35.552,10.258,10.479,9.004,9.646,6.938,9.948,7.731,7.346,11.661,10.293,11.055,12.063,13.255,15.740,19.139,26.289,25.950,23.678,20.444,21.597,20.528,23.165,22.660,24.573,25.443,28.146,27.749,30.519,31.744,30.625,30.457,31.772,32.969,36.220,33.895,37.091,35.456,35.219,34.224,36.846,37.659,39.854,41.455,36.924,37.763,37.291,38.695,40.559,38.517,37.212,39.007,36.697,36.485,36.589,39.196,35.023,36.799,35.841,32.478,34.819,34.385,35.372,35.958,35.859,32.117,31.734,32.191,29.988,28.948,30.037,30.125,28.342,25.146,24.996,28.804,26.807,26.481,24.043,24.200,20.613,21.891,21.498,20.215,21.592,19.737,20.508,20.652,16.542,16.128,16.961,16.629,15.490,16.432,14.103,14.684,13.417,12.770,12.429,13.382,12.853,10.570,11.757,9.654,11.932,9.381,11.322,8.555,9.665,9.745,10.299,8.222,6.439,6.816,7.124,5.722,5.591,6.251,5.562,6.157,4.176,3.528,4.935,3.472,3.898,4.482,4.258,4.150,2.888,3.066,2.681,2.295,2.256,0.409,1.774,1.441,0.653,2.398,
325,-8.200,-6.805,-5.248,-4.760,-3.451,-4.488,-3.704,-3.769,-4.111,-3.272,-2.951,-2.306,-1.804,-2.476,-1.797,-2.064,-2.203,-1.771,-1.545,-1.684,-0.918,0.368,-0.312,0.347,0.816,1.304,1.588,2.017,2.212,2.434,3.150,4.557,6.585,8.244,10.417,173.996,2783.583,3672.261,3619.239,3044.297,211.185,12.693,10.649,9.326,10.566,8.181,8.827,8.552,9.290,8.981,10.770,10.256,9.958,11.496,15.088,16.372,21.656,23.287,26.606,24.735,21.976,23.391,23.621,24.850,23.470,28.167,28.343,29.766,30.852,27.277,31.055,32.769,32.645,37.492,34.027,35.387,35.690,36.124,36.809,37.884,38.411,38.897,40.072,38.385,39.508,37.773,38.618,38.522,38.356,35.708,36.527,36.996,40.652,36.392,37.484,35.062,34.875,35.583,34.096,35.254,31.538,32.179,33.166,33.094,32.250,29.481,30.629,29.279,29.760,29.439,27.087,28.624,27.592,26.285,25.218,24.362,23.586,24.097,24.336,22.688,22.201,21.697,20.905,20.845,19.040,16.096,17.878,19.037,17.473,15.376,15.610,16.508,15.597,15.071,14.409,12.249,13.338,10.950,12.092,11.559,10.665,9.662,10.095,9.738,9.691,8.554,6.613,8.119,7.147,7.578,6.909,6.983,6.661,6.316,5.677,5.748,5.622,6.166,5.696,4.621,5.023,4.270,4.149,4.090,3.682,3.850,2.336,2.916,3.789,3.358,2.454,1.469,3.308,2.064,2.570,2.616,
330,-8.478,-6.297,-4.534,-2.503,-4.000,-4.176,-3.896,-3.133,-3.697,-2.878,-2.298,-2.115,-2.396,-2.260,-1.998,-1.746,-1.861,-0.901,-1.419,-1.609,-1.242,-1.127,-1.036,-0.456,-0.186,0.183,1.179,0.805,2.113,1.281,1.812,3.525,3.571,4.733,4.511,6.626,6.147,36.475,814.948,3278.837,3234.920,3186.205,1023.744,38.698,10.179,9.400,9.727,9.451,8.042,9.302,8.581,8.994,8.674,10.909,11.737,11.999,14.371,15.380,18.308,21.938,27.818,28.162,30.010,23.859,24.772,26.465,27.938,26.428,27.009,29.320,28.554,31.696,32.579,31.038,33.017,33.720,33.890,36.641,35.031,35.679,38.152,35.715,37.060,36.113,36.648,38.400,35.956,36.419,36.732,37.943,35.530,37.419,35.725,37.208,36.632,35.671,35.810,32.074,32.827,33.636,32.568,35.443,32.934,32.042,30.470,30.004,30.506,29.753,28.047,29.646,27.196,26.502,26.368,25.221,24.350,25.924,24.724,23.493,22.150,21.813,21.659,20.500,17.518,20.222,17.660,19.083,19.360,18.459,16.622,16.961,15.193,14.906,14.629,12.884,13.073,13.559,13.890,12.119,12.119,11.737,9.849,9.377,10.088,9.724,9.718,10.541,7.428,7.570,9.799,8.471,6.273,7.276,6.245,5.567,6.968,6.457,6.562,5.673,5.396,4.262,3.034,5.151,4.319,3.054,4.955,2.425,2.415,2.711,2.564,3.376,3.071,2.965,1.794,2.378,2.005,1.720,
335,-7.175,-5.720,-4.471,-3.479,-3.599,-3.517,-2.490,-2.872,-3.023,-2.772,-2.913,-1.852,-1.477,-1.712,-2.121,-1.746,-1.431,-1.435,-1.500,-0.841,-1.606,-1.320,-0.205,-1.071,-0.695,-0.056,0.103,-0.089,1.417,1.133,1.506,1.635,1.638,1.655,2.199,4.553,5.054,6.275,7.372,9.653,289.950,2644.153,2894.771,2859.088,2446.761,135.920,12.772,9.317,9.579,9.588,9.633,9.754,9.901,11.471,11.716,13.672,11.898,13.371,15.133,16.291,16.732,17.833,24.689,27.455,31.198,27.719,27.100,25.655,23.293,26.116,26.759,29.881,28.844,30.186,31.209,30.331,33.711,35.352,28.766,34.023,32.221,34.578,34.406,34.348,33.496,36.418,33.304,34.533,36.692,34.216,35.549,34.432,35.770,35.142,33.782,33.833,34.731,34.821,34.259,32.952,32.486,34.713,32.437,31.810,30.808,30.615,31.345,29.730,31.573,28.395,28.492,28.800,26.259,24.581,23.726,24.908,22.288,23.077,22.970,20.611,22.019,20.149,19.310,20.500,19.940,18.356,15.485,14.777,17.135,14.170,16.313,14.635,15.694,16.110,13.677,11.594,11.827,12.575,11.515,10.391,10.439,10.573,10.010,10.548,8.817,8.399,7.851,8.568,9.131,6.622,7.870,6.490,6.002,4.936,6.531,5.540,4.531,6.488,6.004,4.603,5.103,3.649,3.723,4.568,2.576,2.454,2.746,3.737,1.936,2.055,2.968,2.028,2.700,2.787,2.801,1.819,
340,-4.289,-4.877,-4.162,-3.774,-2.447,-3.830,-2.763,-2.896,-2.543,-2.037,-1.988,-2.039,-1.434,-2.221,-1.443,-1.222,-2.066,-1.072,-0.291,-1.886,-1.573,-1.289,-0.341,-0.889,-0.662,-0.539,-0.994,-0.847,-0.233,0.180,0.733,2.125,1.524,1.082,2.275,2.397,2.294,3.117,4.426,5.148,6.091,6.621,31.968,992.179,2616.552,2589.246,2558.665,969.860,24.952,10.391,10.897,9.871,9.095,9.560,10.204,12.119,10.557,12.533,13.704,13.349,15.365,16.672,16.598,17.995,17.219,24.768,24.864,28.229,30.789,26.889,25.395,26.197,25.982,27.167,28.148,28.527,30.412,31.253,31.377,33.137,31.633,32.966,31.666,32.935,33.667,34.646,33.580,33.735,35.875,33.997,35.647,32.616,34.863,34.859,34.708,34.680,34.546,33.194,33.930,32.372,33.866,31.361,32.617,29.830,31.428,30.770,29.545,29.434,28.706,29.261,27.788,27.705,24.335,26.000,25.003,22.851,23.957,23.044,22.753,22.854,22.737,19.935,19.147,18.730,19.846,18.229,17.445,16.783,17.193,14.719,16.173,14.289,14.365,13.690,13.772,13.377,12.217,10.396,10.455,10.631,10.826,12.309,10.266,10.020,10.112,8.968,8.826,8.546,8.365,7.161,7.226,8.606,6.271,6.898,5.277,7.428,4.570,5.721,5.070,4.858,4.490,5.243,4.784,3.461,2.776,3.393,3.514,3.097,3.949,2.896,2.210,2.874,1.750,2.340,1.585,1.916,
345,-5.633,-4.858,-3.753,-3.123,-2.901,-2.046,-2.530,-1.890,-2.009,-1.868,-2.071,-1.965,-1.921,-1.335,-2.085,-0.349,-1.379,-1.535,-1.844,-1.526,-1.418,-1.147,-0.724,-1.220,-0.724,-0.866,-0.456,-0.484,-0.462,-0.352,0.020,1.112,1.300,1.430,1.623,2.202,2.132,1.807,2.444,2.750,4.710,4.599,5.508,6.843,10.386,277.711,2228.568,2352.563,2322.426,1916.142,137.988,10.145,10.725,9.462,10.159,7.933,9.007,11.093,10.477,12.559,12.785,12.588,14.587,16.209,15.626,15.364,17.423,18.703,21.545,25.147,27.634,28.071,27.454,25.675,26.334,26.592,28.502,27.773,26.784,29.699,30.039,30.988,31.748,31.540,33.142,30.600,33.535,33.751,33.524,33.560,32.678,31.099,34.584,34.320,32.818,31.919,33.914,34.205,33.120,30.794,32.799,33.103,30.115,32.069,30.444,30.138,28.552,28.055,28.296,26.156,27.532,27.709,27.490,23.645,25.517,24.497,23.947,23.390,22.699,19.304,20.757,19.816,19.921,19.920,19.118,19.397,17.917,17.385,16.260,16.634,15.938,15.834,15.362,12.607,13.735,14.846,14.080,12.512,11.360,12.069,10.598,9.711,9.409,8.870,11.752,7.877,8.926,8.335,7.927,7.369,7.430,6.135,7.456,5.940,7.377,5.760,4.548,4.981,5.022,4.370,3.548,5.497,5.623,2.861,2.632,3.149,3.578,2.947,3.186,3.053,2.098,2.976,2.271,2.707,1.593,1.605,
350,-4.784,-4.195,-3.559,-3.329,-3.277,-1.032,-2.420,-2.454,-1.877,-1.336,-1.406,-1.852,-1.809,-1.255,-1.576,-1.323,-1.082,-0.780,-1.451,-0.864,-1.179,-1.107,-1.114,-1.109,-1.139,-0.609,-0.675,-0.195,-0.614,-0.359,-0.283,-0.086,-0.314,0.748,0.828,1.414,1.142,1.294,1.728,1.541,1.997,3.474,3.787,3.733,5.690,7.057,6.939,55.150,1507.910,2153.557,2120.326,2094.022,493.003,16.288,8.861,9.122,9.839,9.429,8.479,10.321,10.431,11.412,12.137,14.610,13.569,15.892,16.688,17.478,15.183,17.346,18.234,20.606,24.881,25.930,27.006,26.268,25.494,26.153,24.654,26.736,29.389,27.863,28.145,28.448,29.936,29.204,29.573,29.146,29.843,29.375,31.807,32.224,30.846,30.532,31.175,32.407,32.879,31.820,31.788,31.142,29.541,29.630,30.809,29.040,29.941,30.019,29.130,26.779,28.619,26.289,27.229,27.559,24.155,25.953,23.214,24.014,22.399,23.195,21.188,20.439,21.400,19.551,20.608,20.463,18.540,16.434,16.349,17.209,16.032,16.411,16.057,15.171,15.263,12.372,14.252,13.367,11.421,11.758,10.931,11.446,11.331,11.506,10.403,9.042,8.747,9.046,8.582,8.561,7.242,7.378,6.313,9.158,6.404,5.644,7.178,5.480,5.277,5.560,5.464,4.252,4.174,3.878,4.027,4.041,4.353,3.667,3.554,3.084,3.249,2.732,2.328,2.913,1.688,2.585,1.967,1.595,
355,-4.512,-3.501,-2.243,-2.044,-2.608,-2.711,-2.413,-2.210,-1.397,-1.216,-2.124,-1.830,-1.864,-0.651,-0.944,-0.880,-0.719,-1.179,-1.363,-0.783,-0.779,-0.705,-0.465,-0.202,-0.502,-0.645,-0.100,-0.063,-0.246,-0.130,-0.242,-0.639,-0.416,-0.348,0.205,1.260,1.422,1.402,1.658,1.809,1.592,1.763,2.749,2.671,3.245,3.847,4.840,5.480,6.810,12.699,279.570,1962.697,1934.812,1906.942,1677.255,119.342,10.771,8.925,9.139,8.666,9.492,9.391,10.251,10.160,11.411,11.688,11.656,14.396,14.181,15.097,14.730,16.380,17.114,17.636,20.401,21.806,24.006,26.159,27.685,26.165,24.826,25.920,24.384,25.217,24.940,27.927,26.781,28.282,27.627,30.153,28.786,28.180,28.130,29.640,27.254,29.863,28.998,29.655,29.803,30.224,28.203,29.833,28.336,28.381,28.750,27.984,27.388,26.821,25.730,24.603,24.533,26.002,25.163,23.739,23.054,24.201,21.515,22.603,21.740,21.300,20.498,21.295,19.525,18.823,17.057,17.347,17.365,15.815,14.878,14.926,14.627,13.485,13.770,12.440,12.503,13.161,11.888,11.897,10.744,11.886,10.644,10.189,9.264,8.657,8.574,8.743,7.107,8.035,7.705,7.149,6.346,6.367,5.812,6.319,5.860,5.356,4.746,4.467,5.408,4.298,4.106,3.286,3.172,3.993,4.195,3.002,3.629,2.834,2.826,1.721,2.123,2.255,2.346,2.198,1.383,1.403,
360,-2.366,-2.238,-1.153,-1.243,-1.511,-0.510,0.063,-1.538,-0.589,-1.179,-0.412,-0.905,-0.879,-0.487,0.990,0.628,0.497,0.442,0.526,0.126,0.431,-0.294,0.473,0.446,-0.207,0.300,-0.058,0.463,0.460,0.143,0.410,0.277,0.576,0.656,0.633,0.565,1.212,0.910,1.589,2.200,0.984,2.417,2.688,3.494,2.833,3.088,3.768,4.180,5.182,6.251,5.869,7.338,67.435,1292.403,1796.285,1776.544,1755.064,686.458,24.934,9.565,8.765,9.085,10.211,9.440,9.489,10.589,9.431,11.035,11.238,12.856,13.221,12.940,14.873,14.331,16.339,15.806,17.871,19.211,23.297,25.211,26.110,25.279,25.071,23.163,24.224,25.111,24.145,24.716,25.236,27.485,25.733,26.127,25.730,27.022,27.566,26.549,27.460,27.018,26.819,26.605,28.358,26.625,25.613,25.434,25.980,25.910,26.742,25.624,24.829,24.388,24.659,22.408,23.061,21.828,24.869,21.377,20.649,21.110,19.149,19.002,18.792,17.909,18.726,17.168,17.424,16.670,15.756,13.717,15.643,14.259,14.183,13.323,13.242,12.397,12.204,11.547,11.740,12.560,10.905,10.104,9.992,9.352,9.285,8.212,9.437,7.732,8.182,6.582,7.169,8.467,8.026,6.790,6.137,6.888,5.219,5.163,5.901,4.816,4.360,4.698,3.993,4.459,4.343,3.425,3.455,3.173,3.452,2.830,2.895,2.954,2.283,2.765,2.011,2.159,1.333,2.690,
365,-1.541,-1.569,-0.398,-0.792,-0.418,-0.523,0.286,-0.193,-0.112,-0.034,-0.770,-0.623,-0.147,0.157,0.707,0.929,0.069,-0.345,0.396,-0.343,-0.193,0.241,0.204,-0.589,-0.049,0.139,-0.188,0.097,-0.330,-0.353,-0.227,-0.097,-0.030,0.007,-0.156,0.252,0.603,0.429,0.287,0.759,0.870,1.350,2.056,1.805,2.174,2.332,2.272,2.942,2.953,3.328,5.353,5.419,5.255,6.274,12.731,388.032,1673.532,1656.158,1636.336,1537.345,105.436,10.413,8.327,7.915,8.569,8.008,9.224,9.392,9.357,9.499,10.455,9.339,13.285,13.292,11.996,14.479,14.135,13.998,15.370,17.088,17.504,20.678,21.756,24.224,22.742,23.550,22.277,22.832,23.306,22.884,21.839,22.344,23.049,24.082,24.609,24.796,24.572,24.547,24.862,25.208,25.578,25.088,26.239,25.189,24.899,23.989,24.347,24.405,24.052,24.531,22.722,21.381,22.040,21.668,21.626,21.242,20.562,21.368,19.189,18.359,18.768,16.514,18.136,16.971,18.230,15.861,14.939,16.040,16.015,13.699,14.687,12.822,13.049,12.299,12.843,12.044,11.602,10.872,10.714,9.800,10.237,10.006,9.501,9.020,9.334,8.462,7.518,7.016,7.445,6.319,6.805,6.149,6.233,6.315,6.492,6.279,4.630,4.061,4.058,4.316,4.549,3.931,4.906,2.932,4.319,3.032,3.635,3.099,3.022,2.595,2.172,1.905,2.049,1.348,2.124,1.505,
370,-2.072,-0.855,-1.381,-1.811,-1.909,-1.375,-1.485,-1.424,-0.905,-1.121,-1.051,-0.431,-1.000,-0.624,-1.166,-0.934,-0.510,-0.641,-0.654,-0.487,-0.433,-0.808,-0.583,-0.388,-0.922,-0.306,-0.434,-0.626,-0.930,-0.636,-0.420,-0.248,-0.237,-0.200,-0.498,-0.285,0.068,-0.317,-0.298,0.080,0.369,0.396,0.933,1.690,1.360,1.056,1.753,2.236,1.659,2.038,2.680,3.111,3.251,4.820,5.053,5.344,7.004,47.774,1045.628,1557.875,1545.923,1532.424,898.251,26.589,8.670,8.292,9.180,7.897,7.534,7.998,8.318,8.625,8.555,9.491,10.232,11.340,12.419,12.269,12.883,13.136,13.841,15.461,16.382,16.637,19.074,19.981,22.030,22.301,22.054,21.026,20.721,21.176,21.116,21.385,21.616,22.210,23.203,21.888,23.437,23.326,22.366,21.789,22.077,22.830,20.806,23.477,21.719,22.039,22.534,22.830,19.748,20.863,21.214,20.315,18.640,20.139,20.011,18.041,17.956,17.835,18.035,15.971,17.508,17.118,16.404,14.713,14.769,14.897,14.951,12.175,14.370,13.065,13.777,12.638,12.273,11.796,11.931,11.177,10.179,9.764,11.346,9.553,9.405,9.121,8.847,7.259,8.652,8.162,7.081,6.509,6.215,5.900,5.067,6.134,5.325,5.540,4.787,5.141,4.697,4.083,4.056,3.539,2.633,3.263,3.996,3.199,3.404,2.251,2.185,2.731,2.081,2.255,2.249,1.757,1.383,1.649,
375,-2.019,-2.031,-3.093,-1.262,-1.113,-1.488,-1.205,-0.959,-1.307,-0.892,-1.217,-1.276,-1.543,-0.708,-0.927,-0.713,-0.875,-0.459,-0.718,-0.403,-0.724,-0.891,-0.807,-0.999,-0.622,-0.544,-0.691,-0.386,-0.427,-0.596,-0.667,-0.245,-0.366,-0.547,-0.380,-0.272,-0.303,-0.076,-0.152,-0.208,0.115,0.088,0.193,0.772,0.674,1.101,1.019,1.552,1.587,1.700,2.102,2.064,2.790,2.840,3.662,3.762,5.007,4.935,5.168,12.895,434.795,1492.699,1479.616,1471.978,1430.802,133.489,10.568,8.250,7.227,8.134,7.938,7.499,6.936,7.975,8.457,9.671,9.983,11.225,12.021,11.973,12.373,12.230,12.892,14.531,14.924,16.278,16.835,18.387,17.853,21.387,21.098,20.954,19.533,19.359,20.538,19.330,19.768,20.578,19.809,19.643,20.925,21.285,21.296,20.994,20.678,20.788,22.016,21.938,20.835,20.490,19.266,19.902,19.660,18.882,18.719,18.140,19.308,18.428,18.131,17.366,16.328,17.164,15.197,15.936,16.095,14.891,14.514,12.818,14.158,13.513,12.036,12.618,11.740,12.017,12.427,11.634,10.213,10.865,10.293,9.183,9.943,9.369,8.609,7.816,8.823,8.054,7.773,6.821,7.392,6.244,6.459,4.854,4.483,5.218,6.131,5.651,4.255,4.414,4.145,5.071,3.949,3.397,3.979,3.015,3.449,2.700,2.462,2.228,3.072,1.825,2.502,2.034,1.797,2.120,1.576,1.397,
